fecha,temperatura_media_C,humedad_relativa_%,velocidad_viento_m_s,velocidad_viento_km_h,precipitacion_mm_mes
2002-07-01,8.95,82.55,2.52,9.06,29.34
2002-08-01,12.16,78.43,2.74,9.87,91.21
2002-09-01,13.85,74.85,2.61,9.41,39.12
2002-10-01,18.06,77.23,3.03,10.9,215.76
2002-11-01,20.38,73.03,3.28,11.81,135.79
2002-12-01,22.0,72.06,2.84,10.21,176.32
2003-01-01,25.39,62.02,2.12,7.64,46.29
2003-02-01,22.71,70.15,2.45,8.82,142.58
2003-03-01,21.12,75.55,2.3,8.27,145.45
2003-04-01,15.73,80.68,2.42,8.7,141.68
2003-05-01,12.92,83.27,2.42,8.7,52.83
2003-06-01,11.35,82.17,2.32,8.37,10.07
2003-07-01,8.75,78.48,2.35,8.47,75.62
2003-08-01,9.8,76.03,2.87,10.34,26.47
2003-09-01,13.66,72.06,2.85,10.26,26.48
2003-10-01,18.74,65.23,3.01,10.82,61.32
2003-11-01,21.23,62.94,3.04,10.93,102.24
2003-12-01,21.79,58.57,3.08,11.1,123.42
2004-01-01,26.94,53.79,2.15,7.73,106.9
2004-02-01,23.25,59.66,2.37,8.55,39.76
2004-03-01,23.53,56.21,2.41,8.68,61.49
2004-04-01,17.84,76.64,2.36,8.49,163.1
2004-05-01,11.27,81.46,2.31,8.32,78.97
2004-06-01,11.14,81.1,2.69,9.67,17.48
2004-07-01,9.8,77.31,2.88,10.38,31.67
2004-08-01,11.93,78.84,2.74,9.85,35.8
2004-09-01,15.24,63.61,2.95,10.63,9.6
2004-10-01,17.61,62.99,2.89,10.4,91.68
2004-11-01,20.6,65.95,2.89,10.4,108.78
2004-12-01,22.77,65.96,2.56,9.23,178.38
2005-01-01,25.25,54.58,2.47,8.89,156.47
2005-02-01,23.54,71.08,1.95,7.02,59.39
2005-03-01,20.28,69.61,2.14,7.72,239.69
2005-04-01,15.37,74.71,2.31,8.31,81.34
2005-05-01,13.22,75.89,2.67,9.63,7.6
2005-06-01,12.46,81.28,2.52,9.08,25.01
2005-07-01,10.51,80.62,2.77,9.96,39.87
2005-08-01,11.68,75.89,2.88,10.38,61.29
2005-09-01,13.27,69.28,2.46,8.85,50.86
2005-10-01,17.28,61.06,2.68,9.64,52.83
2005-11-01,22.3,57.07,2.88,10.37,84.08
2005-12-01,23.21,50.38,2.71,9.76,48.45
2006-01-01,25.72,59.64,2.79,10.03,156.98
2006-02-01,24.24,62.51,2.23,8.02,117.37
2006-03-01,19.93,69.89,2.1,7.58,88.5
2006-04-01,17.44,75.65,2.19,7.89,198.25
2006-05-01,12.09,74.88,2.0,7.21,6.76
2006-06-01,11.16,79.52,2.43,8.76,55.94
2006-07-01,12.35,77.57,2.66,9.59,12.49
2006-08-01,10.5,70.67,2.44,8.77,4.48
2006-09-01,14.4,57.68,2.83,10.19,20.5
2006-10-01,19.56,65.82,2.91,10.49,181.88
2006-11-01,20.51,61.67,2.87,10.33,130.38
2006-12-01,24.27,68.09,2.4,8.65,232.5
2007-01-01,24.14,68.11,2.42,8.73,92.35
2007-02-01,23.68,68.51,2.25,8.11,180.62
2007-03-01,20.26,84.22,2.35,8.46,409.9
2007-04-01,17.04,83.87,2.36,8.5,72.77
2007-05-01,10.4,81.86,2.35,8.46,41.91
2007-06-01,7.64,84.25,2.12,7.62,15.5
2007-07-01,6.56,78.57,2.3,8.29,1.92
2007-08-01,7.45,78.49,2.64,9.51,10.41
2007-09-01,15.36,79.89,2.78,10.0,83.94
2007-10-01,18.2,74.62,2.68,9.64,116.79
2007-11-01,19.03,62.42,2.9,10.44,58.49
2007-12-01,23.34,55.87,2.5,9.0,82.25
2008-01-01,25.66,57.04,2.57,9.24,100.8
2008-02-01,24.36,66.94,2.01,7.24,107.89
2008-03-01,20.94,73.3,2.59,9.32,93.54
2008-04-01,17.24,62.7,2.16,7.79,23.67
2008-05-01,13.65,69.44,2.22,7.99,1.35
2008-06-01,9.11,73.34,2.37,8.52,11.0
2008-07-01,13.04,76.87,2.6,9.36,20.36
2008-08-01,11.66,60.48,2.83,10.19,3.22
2008-09-01,14.56,59.25,2.8,10.07,37.06
2008-10-01,18.2,60.52,2.88,10.37,65.75
2008-11-01,25.54,47.14,2.6,9.35,81.18
2008-12-01,25.11,52.23,2.52,9.09,37.46
2009-01-01,25.44,51.31,2.44,8.78,124.47
2009-02-01,23.78,64.28,2.08,7.49,178.48
2009-03-01,23.51,64.27,2.1,7.55,107.06
2009-04-01,18.74,65.07,2.21,7.96,51.14
2009-05-01,15.21,66.95,2.45,8.82,20.9
2009-06-01,9.46,70.0,2.54,9.13,2.78
2009-07-01,8.42,69.76,2.45,8.82,63.62
2009-08-01,13.21,68.48,2.89,10.4,15.93
2009-09-01,12.45,70.61,3.12,11.22,116.07
2009-10-01,17.3,59.65,2.8,10.08,86.5
2009-11-01,22.08,64.05,2.94,10.57,145.73
2009-12-01,22.17,71.82,2.72,9.78,407.58
2010-01-01,24.88,68.94,2.28,8.2,185.28
2010-02-01,22.69,81.17,2.59,9.32,310.95
2010-03-01,21.64,77.97,2.05,7.39,84.24
2010-04-01,15.35,76.25,2.14,7.7,75.48
2010-05-01,13.31,79.36,2.11,7.6,81.68
2010-06-01,9.91,82.05,2.46,8.85,18.85
2010-07-01,8.05,78.21,2.79,10.05,26.43
2010-08-01,9.89,74.36,2.38,8.57,2.58
2010-09-01,13.61,75.18,3.04,10.93,98.82
2010-10-01,16.04,66.65,2.82,10.15,51.98
2010-11-01,21.13,56.63,2.48,8.91,26.33
2010-12-01,24.75,52.46,2.56,9.22,95.47
2011-01-01,25.78,58.46,2.58,9.3,160.11
2011-02-01,22.44,69.4,2.51,9.04,168.08
2011-03-01,20.61,64.67,2.1,7.56,109.94
2011-04-01,16.87,71.98,2.11,7.58,129.45
2011-05-01,12.69,79.8,2.3,8.27,67.35
2011-06-01,9.12,82.57,2.43,8.75,30.24
2011-07-01,8.08,78.09,2.46,8.87,19.6
2011-08-01,9.91,75.24,2.67,9.61,7.43
2011-09-01,15.04,61.26,3.06,11.02,18.63
2011-10-01,16.82,68.59,2.67,9.63,125.51
2011-11-01,22.85,58.17,2.94,10.59,99.1
2011-12-01,24.79,46.37,2.86,10.29,35.0
2012-01-01,26.97,47.97,2.49,8.98,97.83
2012-02-01,23.99,69.86,2.21,7.95,204.88
2012-03-01,20.43,76.88,2.31,8.33,134.18
2012-04-01,17.27,71.03,1.99,7.17,31.32
2012-05-01,14.86,79.31,2.32,8.33,94.36
2012-06-01,9.32,78.8,2.58,9.29,5.92
2012-07-01,7.12,70.82,2.4,8.63,7.07
2012-08-01,11.87,81.84,2.65,9.54,143.79
2012-09-01,14.2,76.35,3.01,10.83,114.55
2012-10-01,17.68,80.05,3.12,11.22,318.74
2012-11-01,20.92,72.99,2.62,9.43,117.14
2012-12-01,22.39,71.13,2.71,9.77,246.78
2013-01-01,24.06,61.22,2.41,8.69,51.43
2013-02-01,22.8,65.27,2.2,7.93,114.14
2013-03-01,18.6,69.35,2.16,7.76,120.22
2013-04-01,17.23,73.53,2.17,7.81,48.08
2013-05-01,12.57,79.29,2.19,7.88,118.5
2013-06-01,9.85,77.21,2.1,7.58,13.93
2013-07-01,9.89,78.31,2.61,9.38,28.26
2013-08-01,9.89,65.5,2.79,10.06,1.29
2013-09-01,13.64,68.05,3.22,11.59,35.29
2013-10-01,18.89,64.33,2.73,9.84,82.1
2013-11-01,20.75,67.84,3.27,11.78,203.78
2013-12-01,27.25,52.02,2.31,8.31,67.2
2014-01-01,26.36,56.43,2.6,9.38,123.59
2014-02-01,22.18,81.32,2.3,8.27,234.29
2014-03-01,18.54,75.43,2.29,8.25,135.93
2014-04-01,16.5,79.73,2.35,8.46,129.84
2014-05-01,13.35,84.11,2.14,7.71,52.23
2014-06-01,9.54,79.22,2.4,8.64,32.27
2014-07-01,10.18,81.51,2.61,9.38,42.44
2014-08-01,12.81,72.84,2.86,10.29,2.48
2014-09-01,14.79,73.21,2.65,9.54,82.66
2014-10-01,19.35,69.61,3.15,11.34,124.95
2014-11-01,20.39,65.92,2.96,10.65,168.08
2014-12-01,22.8,64.95,2.51,9.02,125.48
2015-01-01,23.57,74.69,2.31,8.3,203.53
2015-02-01,23.59,66.6,2.32,8.34,67.45
2015-03-01,21.67,71.56,1.91,6.89,109.55
2015-04-01,19.54,67.46,2.27,8.17,65.46
2015-05-01,15.17,79.61,2.23,8.02,108.21
2015-06-01,11.4,75.39,2.47,8.89,17.09
2015-07-01,10.23,76.25,2.45,8.81,60.82
2015-08-01,12.98,80.62,2.74,9.86,146.32
2015-09-01,13.16,68.63,2.58,9.29,67.44
2015-10-01,15.59,71.06,2.96,10.64,99.42
2015-11-01,19.49,69.06,2.73,9.81,122.87
2015-12-01,24.46,63.22,2.49,8.98,81.0
2016-01-01,26.45,59.48,2.6,9.36,75.75
2016-02-01,24.96,69.46,2.11,7.59,287.26
2016-03-01,20.23,70.16,2.34,8.44,55.34
2016-04-01,16.31,83.74,2.75,9.92,220.72
2016-05-01,11.55,84.41,2.22,7.98,13.41
2016-06-01,8.12,84.59,2.27,8.16,58.35
2016-07-01,8.79,85.08,2.34,8.43,29.49
2016-08-01,11.77,76.34,2.39,8.59,24.35
2016-09-01,13.32,71.93,2.91,10.47,31.9
2016-10-01,16.87,77.34,2.87,10.33,145.46
2016-11-01,20.56,60.66,2.79,10.03,71.67
2016-12-01,24.83,57.11,2.55,9.16,164.54
2017-01-01,24.42,67.81,2.6,9.35,185.15
2017-02-01,23.96,73.9,2.29,8.26,121.01
2017-03-01,20.85,75.45,2.4,8.63,125.56
2017-04-01,15.89,80.63,2.52,9.06,198.71
2017-05-01,13.88,84.58,2.27,8.16,67.34
2017-06-01,11.81,79.93,2.62,9.45,19.58
2017-07-01,11.14,83.26,2.9,10.43,38.69
2017-08-01,13.01,79.44,2.78,10.02,58.3
2017-09-01,14.12,79.57,2.68,9.66,129.96
2017-10-01,16.77,70.35,3.01,10.83,94.35
2017-11-01,20.5,58.4,3.0,10.79,51.35
2017-12-01,24.65,60.12,2.65,9.54,107.84
2018-01-01,25.84,53.73,2.44,8.79,53.74
2018-02-01,25.81,50.09,2.19,7.9,24.43
2018-03-01,22.11,52.22,2.4,8.65,38.59
2018-04-01,20.64,82.02,2.28,8.19,224.26
2018-05-01,14.71,85.64,2.5,9.01,157.05
2018-06-01,8.81,80.08,2.42,8.72,8.62
2018-07-01,8.69,82.56,2.78,10.02,24.76
2018-08-01,9.67,76.49,2.91,10.47,28.35
2018-09-01,16.51,77.29,2.72,9.8,58.18
2018-10-01,17.29,70.08,2.81,10.1,108.33
2018-11-01,20.65,71.06,3.12,11.24,195.1
2018-12-01,22.27,69.28,2.76,9.93,190.34
2019-01-01,23.93,80.62,2.39,8.62,223.99
2019-02-01,22.55,72.3,2.21,7.94,101.74
2019-03-01,19.38,77.4,2.24,8.08,107.3
2019-04-01,17.32,75.36,2.27,8.17,76.66
2019-05-01,13.5,82.39,2.45,8.82,49.35
2019-06-01,11.94,82.28,2.58,9.3,41.92
2019-07-01,9.46,78.76,2.4,8.64,25.23
2019-08-01,11.07,72.41,2.76,9.94,5.82
2019-09-01,13.86,63.57,2.65,9.54,28.71
2019-10-01,17.25,72.27,2.88,10.38,151.06
2019-11-01,22.51,64.17,2.73,9.84,76.9
2019-12-01,23.42,59.0,2.7,9.73,141.37
2020-01-01,24.17,64.32,2.47,8.9,99.4
2020-02-01,23.97,59.51,2.45,8.83,70.53
2020-03-01,23.58,68.57,2.17,7.83,147.57
2020-04-01,17.26,70.11,2.45,8.82,108.88
2020-05-01,12.77,73.67,2.76,9.95,1.94
2020-06-01,10.71,77.92,2.5,9.01,20.87
2020-07-01,8.62,73.48,2.46,8.87,3.48
2020-08-01,12.79,65.25,2.74,9.86,14.02
2020-09-01,13.82,66.01,2.76,9.92,78.91
2020-10-01,17.51,63.86,3.11,11.19,115.86
2020-11-01,22.76,55.64,2.67,9.61,66.11
2020-12-01,24.04,50.8,2.54,9.15,57.53
2021-01-01,25.57,55.82,2.61,9.41,142.09
2021-02-01,23.67,59.99,2.29,8.25,22.79
2021-03-01,22.18,65.51,2.14,7.69,120.37
2021-04-01,18.89,79.14,2.34,8.43,117.88
2021-05-01,11.99,76.15,2.41,8.69,62.15
2021-06-01,10.07,79.92,2.51,9.05,6.69
2021-07-01,9.64,75.49,2.67,9.6,35.28
2021-08-01,11.65,71.42,2.33,8.37,18.42
2021-09-01,15.43,74.94,3.1,11.17,68.28
2021-10-01,18.8,57.82,2.68,9.64,43.19
2021-11-01,22.02,56.16,2.95,10.61,123.21
2021-12-01,26.69,49.05,2.59,9.33,22.22
2022-01-01,27.14,56.51,2.52,9.08,107.32
2022-02-01,23.63,59.08,2.47,8.89,91.24
2022-03-01,19.13,72.49,2.64,9.52,148.46
2022-04-01,16.47,70.65,2.17,7.8,81.31
2022-05-01,11.55,76.67,2.25,8.12,26.72
2022-06-01,8.17,77.07,2.12,7.64,2.14
2022-07-01,10.65,77.59,2.51,9.03,5.54
2022-08-01,11.7,71.36,2.59,9.32,21.41
2022-09-01,14.48,59.78,2.54,9.15,8.79
2022-10-01,18.09,54.08,3.05,10.98,51.0
2022-11-01,23.72,49.13,2.91,10.46,64.32
2022-12-01,26.91,41.22,2.66,9.56,33.45
2023-01-01,27.85,45.71,2.29,8.23,101.41
2023-02-01,25.82,46.6,2.33,8.4,25.69
2023-03-01,26.74,56.61,2.32,8.34,92.58
2023-04-01,18.08,68.54,2.3,8.28,33.22
2023-05-01,14.87,74.92,2.2,7.91,140.61
2023-06-01,11.62,78.16,2.19,7.87,0.84
2023-07-01,11.24,77.91,2.75,9.89,33.94
2023-08-01,12.49,65.29,2.64,9.49,5.62
2023-09-01,14.25,67.2,3.01,10.83,178.2
2023-10-01,18.17,59.01,2.93,10.54,83.57
2023-11-01,21.17,59.21,3.03,10.92,83.55
2023-12-01,23.38,66.08,3.1,11.15,162.56
2024-01-01,25.64,58.03,2.16,7.77,95.4
2024-02-01,26.48,62.45,2.34,8.42,121.32
2024-03-01,22.21,77.49,2.35,8.47,257.1
