departamento_nombre,latitude,longitude,organic_carbon,ph,clay,silt,sand,coords
El Carmen,-24.5,-65.08972222,18.0,6.4,18.0,45.0,37.0,"(-65.08972222, -24.5)"
El Carmen,-24.5,-65.08972222,5.0,6.8,15.0,46.0,39.0,"(-65.08972222, -24.5)"
El Carmen,-24.5,-65.08972222,3.0,7.9,7.0,49.0,44.0,"(-65.08972222, -24.5)"
Caleu Caleu,-38.7,-64.27972222,5.0,7.9,9.0,15.0,76.0,"(-64.27972222, -38.7)"
Caleu Caleu,-38.7,-64.27972222,3.0,8.2,8.0,15.0,77.0,"(-64.27972222, -38.7)"
Caleu Caleu,-38.7,-64.27972222,2.0,8.4,8.0,14.0,78.0,"(-64.27972222, -38.7)"
Pellegrini,-26.2,-64.16972222,19.0,6.5,28.0,54.0,18.0,"(-64.16972222, -26.2)"
Pellegrini,-26.2,-64.16972222,10.0,7.4,46.0,42.0,12.0,"(-64.16972222, -26.2)"
Pellegrini,-26.2,-64.16972222,4.0,8.2,24.0,66.0,10.0,"(-64.16972222, -26.2)"
Pellegrini,-26.2,-64.16972222,1.0,8.5,16.0,62.0,22.0,"(-64.16972222, -26.2)"
Pellegrini,-26.2,-64.16972222,1.0,8.7,7.0,30.0,63.0,"(-64.16972222, -26.2)"
Puelén,-37.9,-67.58,,8.4,4.0,9.0,87.0,"(-67.58, -37.9)"
Puelén,-37.9,-67.58,,8.3,4.0,10.0,86.0,"(-67.58, -37.9)"
Puelén,-37.9,-67.58,,8.9,6.0,8.0,86.0,"(-67.58, -37.9)"
El Carmen,-24.5,-65.08972222,9.0,5.8,17.0,34.0,49.0,"(-65.08972222, -24.5)"
El Carmen,-24.5,-65.08972222,7.0,5.9,23.0,33.0,44.0,"(-65.08972222, -24.5)"
El Carmen,-24.5,-65.08972222,5.0,6.0,29.0,31.0,40.0,"(-65.08972222, -24.5)"
El Carmen,-24.5,-65.08972222,1.0,6.6,17.0,48.0,35.0,"(-65.08972222, -24.5)"
Pocito,-31.7,-68.66972222,2.0,7.6,49.0,49.0,2.0,"(-68.66972222, -31.7)"
Pocito,-31.7,-68.66972222,4.0,7.5,41.0,54.0,5.0,"(-68.66972222, -31.7)"
Pocito,-31.7,-68.66972222,3.0,7.5,38.0,60.0,2.0,"(-68.66972222, -31.7)"
Pocito,-31.7,-68.66972222,1.0,7.5,9.0,51.0,40.0,"(-68.66972222, -31.7)"
Mártires,-43.95,-67.23,3.0,7.8,18.0,6.0,76.0,"(-67.23, -43.95)"
Mártires,-43.95,-67.23,5.0,8.0,48.0,12.0,40.0,"(-67.23, -43.95)"
Mártires,-43.95,-67.23,5.0,8.9,37.0,24.0,39.0,"(-67.23, -43.95)"
Mártires,-43.95,-67.23,3.0,8.9,27.0,24.0,49.0,"(-67.23, -43.95)"
Sarmiento,-45.9,-69.15,8.0,7.7,9.0,7.0,84.0,"(-69.15, -45.9)"
Sarmiento,-45.9,-69.15,19.0,8.1,30.0,8.0,62.0,"(-69.15, -45.9)"
Sarmiento,-45.9,-69.15,9.0,8.2,,,,"(-69.15, -45.9)"
Sarmiento,-45.9,-69.15,2.0,8.5,,,,"(-69.15, -45.9)"
Bolívar,-36.4,-61.59,1.0,7.9,10.0,9.0,81.0,"(-61.59, -36.4)"
Bolívar,-36.4,-61.59,1.0,8.4,9.0,10.0,81.0,"(-61.59, -36.4)"
Capayán,-29.5,-65.62,2.0,7.2,25.0,36.0,39.0,"(-65.62, -29.5)"
Capayán,-29.5,-65.62,2.0,7.0,29.0,48.0,23.0,"(-65.62, -29.5)"
Capayán,-29.5,-65.62,1.0,7.4,12.0,52.0,36.0,"(-65.62, -29.5)"
Deseado,-46.95,-66.94,25.0,6.5,8.0,24.0,68.0,"(-66.94, -46.95)"
Deseado,-46.95,-66.94,22.0,6.4,10.0,24.0,66.0,"(-66.94, -46.95)"
Deseado,-46.95,-66.94,17.0,6.6,10.0,29.0,61.0,"(-66.94, -46.95)"
Salliqueló,-36.7,-62.9,14.0,6.6,18.0,49.0,33.0,"(-62.9, -36.7)"
Salliqueló,-36.7,-62.9,14.0,7.0,21.0,49.0,30.0,"(-62.9, -36.7)"
Salliqueló,-36.7,-62.9,5.0,7.4,16.0,45.0,39.0,"(-62.9, -36.7)"
Salliqueló,-36.7,-62.9,,7.6,15.0,45.0,40.0,"(-62.9, -36.7)"
General Guido,-36.45,-58.02972222,42.0,6.5,24.0,33.0,43.0,"(-58.02972222, -36.45)"
General Guido,-36.45,-58.02972222,23.0,7.3,26.0,32.0,42.0,"(-58.02972222, -36.45)"
General Guido,-36.45,-58.02972222,7.0,7.0,22.0,28.0,50.0,"(-58.02972222, -36.45)"
General Guido,-36.45,-58.02972222,4.0,7.9,42.0,23.0,35.0,"(-58.02972222, -36.45)"
General Guido,-36.45,-58.02972222,1.0,9.1,23.0,27.0,50.0,"(-58.02972222, -36.45)"
Sarmiento,-45.15,-69.30972222,16.0,7.8,20.0,43.0,37.0,"(-69.30972222, -45.15)"
Sarmiento,-45.15,-69.30972222,9.0,8.0,18.0,42.0,40.0,"(-69.30972222, -45.15)"
Ojo de Agua,-29.5,-63.68,17.0,7.7,1.0,31.0,68.0,"(-63.68, -29.5)"
Ojo de Agua,-29.5,-63.68,9.0,7.9,1.0,41.0,58.0,"(-63.68, -29.5)"
Avellaneda,-28.35,-63.52,8.0,6.9,1.0,31.0,68.0,"(-63.52, -28.35)"
Avellaneda,-28.35,-63.52,4.0,7.8,1.0,27.0,72.0,"(-63.52, -28.35)"
Avellaneda,-28.35,-63.52,2.0,7.8,1.0,36.0,63.0,"(-63.52, -28.35)"
Atamisqui,-28.75,-64.08,14.0,6.3,40.0,33.0,27.0,"(-64.08, -28.75)"
Atamisqui,-28.75,-64.08,5.0,6.7,26.0,24.0,50.0,"(-64.08, -28.75)"
Atamisqui,-28.75,-64.08,3.0,6.8,23.0,34.0,43.0,"(-64.08, -28.75)"
Andalgalá,-27.6,-66.05,1.0,7.9,1.0,15.0,84.0,"(-66.05, -27.6)"
Andalgalá,-27.6,-66.05,1.0,8.5,3.0,31.0,66.0,"(-66.05, -27.6)"
Andalgalá,-27.6,-66.05,1.0,8.6,3.0,28.0,69.0,"(-66.05, -27.6)"
Andalgalá,-27.6,-66.05,1.0,8.2,1.0,49.0,50.0,"(-66.05, -27.6)"
Sarmiento,-44.7,-69.52972222,9.0,6.9,,,,"(-69.52972222, -44.7)"
Sarmiento,-44.7,-69.52972222,9.0,7.0,,,,"(-69.52972222, -44.7)"
Sarmiento,-44.7,-69.52972222,9.0,6.9,,,,"(-69.52972222, -44.7)"
Chascomús,-35.52972222,-57.59972222,19.0,9.7,24.0,56.0,20.0,"(-57.59972222, -35.52972222)"
Chascomús,-35.52972222,-57.59972222,4.0,10.1,47.0,40.0,13.0,"(-57.59972222, -35.52972222)"
Chascomús,-35.52972222,-57.59972222,,9.9,57.0,34.0,9.0,"(-57.59972222, -35.52972222)"
Chascomús,-35.52972222,-57.59972222,,9.2,31.0,51.0,18.0,"(-57.59972222, -35.52972222)"
Chascomús,-35.52972222,-57.59972222,,9.5,32.0,45.0,23.0,"(-57.59972222, -35.52972222)"
Castelli,-36.11,-57.59972222,19.0,6.9,19.0,33.0,48.0,"(-57.59972222, -36.11)"
Castelli,-36.11,-57.59972222,1.0,8.2,9.0,24.0,67.0,"(-57.59972222, -36.11)"
Castelli,-36.11,-57.59972222,2.0,8.2,40.0,12.0,48.0,"(-57.59972222, -36.11)"
Castelli,-36.11,-57.59972222,1.0,8.9,27.0,33.0,40.0,"(-57.59972222, -36.11)"
Castelli,-36.11,-57.59972222,,9.0,20.0,38.0,42.0,"(-57.59972222, -36.11)"
San Cayetano,-38.54972222,-59.50972222,23.0,5.8,19.0,20.0,61.0,"(-59.50972222, -38.54972222)"
San Cayetano,-38.54972222,-59.50972222,15.0,5.6,20.0,18.0,62.0,"(-59.50972222, -38.54972222)"
San Cayetano,-38.54972222,-59.50972222,14.0,6.0,21.0,18.0,61.0,"(-59.50972222, -38.54972222)"
San Cayetano,-38.54972222,-59.50972222,23.0,6.1,26.0,28.0,46.0,"(-59.50972222, -38.54972222)"
San Cayetano,-38.54972222,-59.50972222,9.0,7.6,39.0,20.0,41.0,"(-59.50972222, -38.54972222)"
Río Grande,-53.93,-67.80972222,213.0,5.6,,,,"(-67.80972222, -53.93)"
Río Grande,-53.93,-67.80972222,173.0,5.4,21.0,61.0,18.0,"(-67.80972222, -53.93)"
Río Grande,-53.93,-67.80972222,41.0,5.5,,,,"(-67.80972222, -53.93)"
Tordillo,-36.27277778,-57.11805556,17.4,7.9,68.0,25.0,7.0,"(-57.11805556, -36.27277778)"
Tordillo,-36.27277778,-57.11805556,13.7,7.9,69.0,24.0,7.0,"(-57.11805556, -36.27277778)"
Tordillo,-36.27277778,-57.11805556,8.0,8.1,75.0,19.0,6.0,"(-57.11805556, -36.27277778)"
Tordillo,-36.27277778,-57.11805556,4.0,8.0,71.0,22.0,7.0,"(-57.11805556, -36.27277778)"
Confluencia,-38.65972222,-69.3,3.0,8.0,43.0,43.0,14.0,"(-69.3, -38.65972222)"
Confluencia,-38.65972222,-69.3,,8.1,26.0,55.0,19.0,"(-69.3, -38.65972222)"
Confluencia,-38.65972222,-69.3,,8.1,11.0,35.0,54.0,"(-69.3, -38.65972222)"
Confluencia,-38.65972222,-69.3,,8.0,23.0,46.0,31.0,"(-69.3, -38.65972222)"
Confluencia,-38.65972222,-69.3,,8.0,13.0,63.0,24.0,"(-69.3, -38.65972222)"
General Villegas,-34.93,-62.70972222,7.0,8.3,12.0,75.0,13.0,"(-62.70972222, -34.93)"
General Villegas,-34.93,-62.70972222,3.0,9.0,43.0,48.0,9.0,"(-62.70972222, -34.93)"
General Villegas,-34.93,-62.70972222,1.0,9.2,23.0,63.0,14.0,"(-62.70972222, -34.93)"
General Villegas,-34.93,-62.70972222,1.0,8.7,22.0,62.0,16.0,"(-62.70972222, -34.93)"
General Villegas,-34.93,-62.70972222,,8.4,19.0,74.0,7.0,"(-62.70972222, -34.93)"
Ayacucho,-37.06,-58.29972222,17.0,8.5,20.0,43.0,37.0,"(-58.29972222, -37.06)"
Ayacucho,-37.06,-58.29972222,10.0,9.6,40.0,33.0,27.0,"(-58.29972222, -37.06)"
Ayacucho,-37.06,-58.29972222,2.0,9.5,41.0,36.0,23.0,"(-58.29972222, -37.06)"
Ayacucho,-37.06,-58.29972222,2.0,9.2,23.0,54.0,23.0,"(-58.29972222, -37.06)"
Ayacucho,-37.06,-58.29972222,,9.0,25.0,45.0,30.0,"(-58.29972222, -37.06)"
La Paz,-31.03,-59.58,17.0,5.2,18.0,55.0,27.0,"(-59.58, -31.03)"
La Paz,-31.03,-59.58,16.0,5.3,18.0,54.0,28.0,"(-59.58, -31.03)"
La Paz,-31.03,-59.58,8.0,5.6,28.0,52.0,20.0,"(-59.58, -31.03)"
La Paz,-31.03,-59.58,6.0,6.4,32.0,50.0,18.0,"(-59.58, -31.03)"
La Paz,-31.03,-59.58,2.0,7.3,33.0,52.0,15.0,"(-59.58, -31.03)"
Dr. Manuel Belgrano,-24.03,-65.4,27.0,,9.0,51.0,40.0,"(-65.4, -24.03)"
Dr. Manuel Belgrano,-24.03,-65.4,6.0,,9.0,50.0,41.0,"(-65.4, -24.03)"
Dr. Manuel Belgrano,-24.03,-65.4,,,,,,"(-65.4, -24.03)"
Feliciano,-30.62,-58.54972222,26.0,5.3,29.0,70.0,1.0,"(-58.54972222, -30.62)"
Feliciano,-30.62,-58.54972222,12.0,5.7,26.0,73.0,1.0,"(-58.54972222, -30.62)"
Feliciano,-30.62,-58.54972222,8.0,6.3,39.0,60.0,1.0,"(-58.54972222, -30.62)"
Feliciano,-30.62,-58.54972222,6.0,7.2,47.0,52.0,1.0,"(-58.54972222, -30.62)"
Feliciano,-30.62,-58.54972222,,7.8,42.0,57.0,1.0,"(-58.54972222, -30.62)"
Gualeguay,-32.83,-59.33,27.0,6.7,42.0,55.0,3.0,"(-59.33, -32.83)"
Gualeguay,-32.83,-59.33,20.0,6.7,47.0,50.0,3.0,"(-59.33, -32.83)"
Gualeguay,-32.83,-59.33,15.0,7.3,51.0,46.0,3.0,"(-59.33, -32.83)"
Gualeguay,-32.83,-59.33,4.0,8.3,48.0,49.0,3.0,"(-59.33, -32.83)"
Gualeguay,-32.83,-59.33,2.0,8.3,48.0,50.0,2.0,"(-59.33, -32.83)"
La Paz,-30.68,-59.45,17.0,6.3,40.0,55.0,5.0,"(-59.45, -30.68)"
La Paz,-30.68,-59.45,13.0,7.5,52.0,45.0,3.0,"(-59.45, -30.68)"
La Paz,-30.68,-59.45,12.0,8.1,52.0,45.0,3.0,"(-59.45, -30.68)"
La Paz,-30.68,-59.45,6.0,8.1,48.0,49.0,3.0,"(-59.45, -30.68)"
Gualeguay,-32.91972222,-59.65,35.0,5.9,33.0,64.0,3.0,"(-59.65, -32.91972222)"
Gualeguay,-32.91972222,-59.65,17.0,6.1,40.0,57.0,3.0,"(-59.65, -32.91972222)"
Gualeguay,-32.91972222,-59.65,13.0,6.7,45.0,52.0,3.0,"(-59.65, -32.91972222)"
Gualeguay,-32.91972222,-59.65,6.0,7.8,43.0,55.0,2.0,"(-59.65, -32.91972222)"
Gualeguay,-32.91972222,-59.65,5.0,8.0,43.0,54.0,3.0,"(-59.65, -32.91972222)"
Villaguay,-31.68,-59.11972222,2.0,9.4,12.0,32.0,56.0,"(-59.11972222, -31.68)"
Villaguay,-31.68,-59.11972222,2.0,9.8,19.0,47.0,34.0,"(-59.11972222, -31.68)"
Villaguay,-31.68,-59.11972222,2.0,9.4,24.0,44.0,32.0,"(-59.11972222, -31.68)"
Villaguay,-31.68,-59.11972222,1.0,9.0,24.0,54.0,22.0,"(-59.11972222, -31.68)"
Villaguay,-31.68,-59.11972222,,8.5,18.0,53.0,29.0,"(-59.11972222, -31.68)"
Añelo,-38.59,-68.26,50.0,6.9,5.0,15.0,80.0,"(-68.26, -38.59)"
General Belgrano,-35.75527778,-58.71055556,22.0,6.2,28.0,36.0,36.0,"(-58.71055556, -35.75527778)"
General Belgrano,-35.75527778,-58.71055556,5.0,6.9,24.0,33.0,43.0,"(-58.71055556, -35.75527778)"
General Belgrano,-35.75527778,-58.71055556,4.0,7.3,46.0,21.0,33.0,"(-58.71055556, -35.75527778)"
General Belgrano,-35.75527778,-58.71055556,,7.4,22.0,29.0,49.0,"(-58.71055556, -35.75527778)"
General Belgrano,-35.75527778,-58.71055556,,7.5,24.0,24.0,52.0,"(-58.71055556, -35.75527778)"
Necochea,-38.29972222,-59.02,31.0,6.7,23.0,34.0,43.0,"(-59.02, -38.29972222)"
Necochea,-38.29972222,-59.02,14.0,6.9,28.0,30.0,42.0,"(-59.02, -38.29972222)"
Necochea,-38.29972222,-59.02,5.0,7.2,42.0,27.0,31.0,"(-59.02, -38.29972222)"
Necochea,-38.29972222,-59.02,2.0,7.4,26.0,29.0,45.0,"(-59.02, -38.29972222)"
Necochea,-38.29972222,-59.02,,7.3,21.0,30.0,49.0,"(-59.02, -38.29972222)"
Magdalena,-35.04972222,-57.68972222,19.7,5.8,27.0,56.0,17.0,"(-57.68972222, -35.04972222)"
Magdalena,-35.04972222,-57.68972222,10.8,6.8,61.0,34.0,5.0,"(-57.68972222, -35.04972222)"
Magdalena,-35.04972222,-57.68972222,4.2,8.0,50.0,43.0,7.0,"(-57.68972222, -35.04972222)"
Magdalena,-35.04972222,-57.68972222,,8.3,47.0,46.0,7.0,"(-57.68972222, -35.04972222)"
Chascomús,-35.54972222,-57.54,22.0,7.0,27.0,56.0,17.0,"(-57.54, -35.54972222)"
Chascomús,-35.54972222,-57.54,1.0,8.6,58.0,29.0,13.0,"(-57.54, -35.54972222)"
Chascomús,-35.54972222,-57.54,4.0,7.4,56.0,38.0,6.0,"(-57.54, -35.54972222)"
Chascomús,-35.54972222,-57.54,,9.1,27.0,48.0,25.0,"(-57.54, -35.54972222)"
Balcarce,-37.58,-58.11972222,30.0,7.0,22.0,39.0,39.0,"(-58.11972222, -37.58)"
Balcarce,-37.58,-58.11972222,9.0,8.8,41.0,29.0,30.0,"(-58.11972222, -37.58)"
Balcarce,-37.58,-58.11972222,1.0,9.3,19.0,34.0,47.0,"(-58.11972222, -37.58)"
Balcarce,-37.58,-58.11972222,,9.4,19.0,38.0,43.0,"(-58.11972222, -37.58)"
San Pedro,-33.88,-59.72972222,17.0,5.5,25.0,69.0,6.0,"(-59.72972222, -33.88)"
San Pedro,-33.88,-59.72972222,11.0,5.4,26.0,69.0,5.0,"(-59.72972222, -33.88)"
San Pedro,-33.88,-59.72972222,5.0,6.2,46.0,49.0,5.0,"(-59.72972222, -33.88)"
San Pedro,-33.88,-59.72972222,2.0,6.9,39.0,56.0,5.0,"(-59.72972222, -33.88)"
San Pedro,-33.88,-59.72972222,1.0,6.8,36.0,58.0,6.0,"(-59.72972222, -33.88)"
Confluencia,-38.97972222,-68.94972222,2.0,7.1,8.0,14.0,78.0,"(-68.94972222, -38.97972222)"
Confluencia,-38.97972222,-68.94972222,3.0,7.4,23.0,13.0,64.0,"(-68.94972222, -38.97972222)"
Confluencia,-38.97972222,-68.94972222,,7.4,2.0,2.0,96.0,"(-68.94972222, -38.97972222)"
Metán,-25.67,-64.08,14.0,6.3,12.0,53.0,35.0,"(-64.08, -25.67)"
Metán,-25.67,-64.08,8.0,6.3,13.0,58.0,29.0,"(-64.08, -25.67)"
Metán,-25.67,-64.08,,7.5,14.0,51.0,35.0,"(-64.08, -25.67)"
Valcheta,-40.84,-66.5,8.0,7.5,17.0,31.0,52.0,"(-66.5, -40.84)"
Valcheta,-40.84,-66.5,6.0,8.0,16.0,33.0,51.0,"(-66.5, -40.84)"
Valcheta,-40.84,-66.5,5.0,8.1,14.0,32.0,54.0,"(-66.5, -40.84)"
Güer Aike,-51.50972222,-71.73,13.0,6.6,8.0,20.0,72.0,"(-71.73, -51.50972222)"
Güer Aike,-51.50972222,-71.73,23.0,6.1,14.0,29.0,57.0,"(-71.73, -51.50972222)"
Güer Aike,-51.50972222,-71.73,17.0,6.0,19.0,24.0,57.0,"(-71.73, -51.50972222)"
Güer Aike,-51.50972222,-71.73,9.0,5.9,16.0,20.0,64.0,"(-71.73, -51.50972222)"
Trenque Lauquen,-36.38972222,-62.50972222,15.0,6.1,17.0,36.0,47.0,"(-62.50972222, -36.38972222)"
Trenque Lauquen,-36.38972222,-62.50972222,,7.3,13.0,29.0,58.0,"(-62.50972222, -36.38972222)"
Trenque Lauquen,-36.38972222,-62.50972222,,8.0,21.0,21.0,58.0,"(-62.50972222, -36.38972222)"
Trenque Lauquen,-36.38972222,-62.50972222,,8.3,16.0,22.0,62.0,"(-62.50972222, -36.38972222)"
Trenque Lauquen,-36.38972222,-62.50972222,,9.4,18.0,20.0,62.0,"(-62.50972222, -36.38972222)"
San Antonio,-40.36,-65.22,4.0,7.6,6.0,44.0,50.0,"(-65.22, -40.36)"
San Antonio,-40.36,-65.22,2.0,7.8,6.0,65.0,29.0,"(-65.22, -40.36)"
San Antonio,-40.36,-65.22,1.0,7.5,5.0,35.0,60.0,"(-65.22, -40.36)"
San Antonio,-40.36,-65.22,1.0,7.6,5.0,23.0,72.0,"(-65.22, -40.36)"
Patagones,-39.54972222,-62.68,28.0,9.5,18.0,34.0,48.0,"(-62.68, -39.54972222)"
Patagones,-39.54972222,-62.68,31.0,9.5,22.0,33.0,45.0,"(-62.68, -39.54972222)"
Patagones,-39.54972222,-62.68,16.0,9.8,33.0,43.0,24.0,"(-62.68, -39.54972222)"
Patagones,-39.54972222,-62.68,4.0,9.8,23.0,22.0,55.0,"(-62.68, -39.54972222)"
Patagones,-39.54972222,-62.68,,9.8,19.0,24.0,57.0,"(-62.68, -39.54972222)"
Caleu Caleu,-38.27972222,-64.12,16.0,7.2,27.0,38.0,35.0,"(-64.12, -38.27972222)"
Caleu Caleu,-38.27972222,-64.12,6.0,7.9,26.0,33.0,41.0,"(-64.12, -38.27972222)"
Caleu Caleu,-38.27972222,-64.12,3.0,9.2,24.0,27.0,49.0,"(-64.12, -38.27972222)"
Caleu Caleu,-38.27972222,-64.12,,9.2,25.0,24.0,51.0,"(-64.12, -38.27972222)"
Capital,-28.03,-64.26972222,9.0,5.7,10.0,61.0,29.0,"(-64.26972222, -28.03)"
Capital,-28.03,-64.26972222,6.0,7.8,8.0,65.0,27.0,"(-64.26972222, -28.03)"
Capital,-28.03,-64.26972222,4.0,7.7,8.0,65.0,27.0,"(-64.26972222, -28.03)"
Chicoana,-25.15972222,-65.4,14.0,6.5,21.0,42.0,37.0,"(-65.4, -25.15972222)"
Chicoana,-25.15972222,-65.4,9.0,6.5,28.0,38.0,34.0,"(-65.4, -25.15972222)"
Chicoana,-25.15972222,-65.4,5.0,6.6,25.0,30.0,45.0,"(-65.4, -25.15972222)"
Hucal,-38.04972222,-63.52,13.0,8.1,20.0,24.0,56.0,"(-63.52, -38.04972222)"
Hucal,-38.04972222,-63.52,11.0,8.2,16.0,31.0,53.0,"(-63.52, -38.04972222)"
Hucal,-38.04972222,-63.52,10.0,8.3,18.0,35.0,47.0,"(-63.52, -38.04972222)"
Utracán,-37.02972222,-64.48,6.0,7.5,8.0,18.0,74.0,"(-64.48, -37.02972222)"
Utracán,-37.02972222,-64.48,4.0,8.7,6.0,17.0,77.0,"(-64.48, -37.02972222)"
Utracán,-37.02972222,-64.48,2.0,8.8,8.0,19.0,73.0,"(-64.48, -37.02972222)"
Pomán,-27.89972222,-66.26972222,1.0,8.3,9.0,17.0,74.0,"(-66.26972222, -27.89972222)"
Pomán,-27.89972222,-66.26972222,1.0,8.7,9.0,14.0,77.0,"(-66.26972222, -27.89972222)"
Puelén,-37.54972222,-68.22,2.0,8.0,7.0,7.0,86.0,"(-68.22, -37.54972222)"
Puelén,-37.54972222,-68.22,1.0,8.5,8.0,14.0,78.0,"(-68.22, -37.54972222)"
Puelén,-37.54972222,-68.22,1.0,8.8,8.0,12.0,80.0,"(-68.22, -37.54972222)"
Villarino,-39.63,-62.47,4.0,8.2,11.0,30.0,59.0,"(-62.47, -39.63)"
Villarino,-39.63,-62.47,3.0,8.3,13.0,33.0,54.0,"(-62.47, -39.63)"
Villarino,-39.63,-62.47,3.0,8.3,21.0,27.0,52.0,"(-62.47, -39.63)"
Villarino,-39.63,-62.47,1.0,8.1,15.0,22.0,63.0,"(-62.47, -39.63)"
La Caldera,-24.65972222,-65.5,9.0,6.3,18.0,41.0,41.0,"(-65.5, -24.65972222)"
La Caldera,-24.65972222,-65.5,5.0,6.5,16.0,38.0,46.0,"(-65.5, -24.65972222)"
La Caldera,-24.65972222,-65.5,2.0,6.2,18.0,32.0,50.0,"(-65.5, -24.65972222)"
La Caldera,-24.65972222,-65.5,2.0,5.7,19.0,33.0,48.0,"(-65.5, -24.65972222)"
Belén,-26.39972222,-66.45972222,20.0,7.6,11.0,64.0,25.0,"(-66.45972222, -26.39972222)"
Belén,-26.39972222,-66.45972222,2.0,8.0,1.0,28.0,71.0,"(-66.45972222, -26.39972222)"
Belén,-26.39972222,-66.45972222,2.0,8.2,9.0,36.0,55.0,"(-66.45972222, -26.39972222)"
Caseros,-32.97972222,-61.18972222,12.0,6.7,19.0,77.0,4.0,"(-61.18972222, -32.97972222)"
Caseros,-32.97972222,-61.18972222,4.0,8.1,56.0,42.0,2.0,"(-61.18972222, -32.97972222)"
Caseros,-32.97972222,-61.18972222,1.0,8.1,42.0,55.0,3.0,"(-61.18972222, -32.97972222)"
Caseros,-32.97972222,-61.18972222,,7.8,21.0,74.0,5.0,"(-61.18972222, -32.97972222)"
Caseros,-32.97972222,-61.18972222,,8.4,19.0,74.0,7.0,"(-61.18972222, -32.97972222)"
Iriondo,-32.45972222,-61.22,7.0,8.3,25.0,72.0,3.0,"(-61.22, -32.45972222)"
Iriondo,-32.45972222,-61.22,4.0,9.2,39.0,59.0,2.0,"(-61.22, -32.45972222)"
Iriondo,-32.45972222,-61.22,3.0,9.2,47.0,52.0,1.0,"(-61.22, -32.45972222)"
Iriondo,-32.45972222,-61.22,1.0,8.6,32.0,66.0,2.0,"(-61.22, -32.45972222)"
Iriondo,-32.45972222,-61.22,,8.5,28.0,69.0,3.0,"(-61.22, -32.45972222)"
Conesa,-40.16972222,-64.8,3.0,8.2,5.0,13.0,82.0,"(-64.8, -40.16972222)"
Conesa,-40.16972222,-64.8,1.0,8.3,5.0,14.0,81.0,"(-64.8, -40.16972222)"
Conesa,-40.16972222,-64.8,1.0,8.3,2.0,13.0,85.0,"(-64.8, -40.16972222)"
Conesa,-40.36,-64.62,5.0,6.8,12.0,22.0,66.0,"(-64.62, -40.36)"
Conesa,-40.36,-64.62,7.0,8.2,18.0,32.0,50.0,"(-64.62, -40.36)"
Puelén,-37.93,-67.44,2.0,8.3,4.0,8.0,88.0,"(-67.44, -37.93)"
Puelén,-37.93,-67.44,3.0,8.1,14.0,11.0,75.0,"(-67.44, -37.93)"
Puelén,-37.93,-67.44,4.0,8.1,14.0,13.0,73.0,"(-67.44, -37.93)"
San Antonio,-40.75972222,-65.01,25.0,7.8,,,,"(-65.01, -40.75972222)"
San Antonio,-40.75972222,-65.01,7.0,7.6,17.0,7.0,76.0,"(-65.01, -40.75972222)"
San Antonio,-40.75972222,-65.01,5.0,7.8,,,,"(-65.01, -40.75972222)"
San Antonio,-40.75972222,-65.01,5.0,7.6,,,,"(-65.01, -40.75972222)"
San Antonio,-40.75972222,-65.01,4.0,7.9,12.0,6.0,82.0,"(-65.01, -40.75972222)"
El Cuy,-39.36,-68.15,4.0,7.1,7.0,20.0,73.0,"(-68.15, -39.36)"
El Cuy,-39.36,-68.15,3.0,7.0,10.0,26.0,64.0,"(-68.15, -39.36)"
El Cuy,-39.36,-68.15,3.0,7.4,15.0,25.0,60.0,"(-68.15, -39.36)"
El Cuy,-39.36,-68.15,2.0,7.8,18.0,36.0,46.0,"(-68.15, -39.36)"
San Antonio,-40.40972222,-65.22,5.0,8.0,13.0,25.0,62.0,"(-65.22, -40.40972222)"
San Antonio,-40.40972222,-65.22,5.0,8.1,35.0,16.0,49.0,"(-65.22, -40.40972222)"
San Antonio,-40.40972222,-65.22,6.0,8.1,7.0,32.0,61.0,"(-65.22, -40.40972222)"
San Antonio,-40.40972222,-65.22,1.0,8.1,4.0,81.0,15.0,"(-65.22, -40.40972222)"
San Antonio,-41.41972222,-65.41972222,7.0,7.9,9.0,11.0,80.0,"(-65.41972222, -41.41972222)"
San Antonio,-41.41972222,-65.41972222,6.0,8.1,8.0,13.0,79.0,"(-65.41972222, -41.41972222)"
San Antonio,-41.41972222,-65.41972222,1.0,7.9,11.0,7.0,82.0,"(-65.41972222, -41.41972222)"
San Antonio,-41.41972222,-65.41972222,1.0,8.2,10.0,7.0,83.0,"(-65.41972222, -41.41972222)"
San Antonio,-41.41972222,-65.41972222,1.0,8.0,16.0,10.0,74.0,"(-65.41972222, -41.41972222)"
Ñorquinco,-41.83,-70.01,3.0,7.3,8.0,16.0,76.0,"(-70.01, -41.83)"
Ñorquinco,-41.83,-70.01,4.0,7.6,6.0,14.0,80.0,"(-70.01, -41.83)"
San Justo,-31.09,-62.91972222,20.0,8.7,14.0,84.0,2.0,"(-62.91972222, -31.09)"
San Justo,-31.09,-62.91972222,12.0,8.9,21.0,77.0,2.0,"(-62.91972222, -31.09)"
San Justo,-31.09,-62.91972222,7.0,9.1,28.0,70.0,2.0,"(-62.91972222, -31.09)"
San Justo,-31.09,-62.91972222,3.0,8.8,44.0,54.0,2.0,"(-62.91972222, -31.09)"
San Justo,-31.09,-62.91972222,1.0,8.9,20.0,78.0,2.0,"(-62.91972222, -31.09)"
Paso de Indios,-44.27,-69.51972222,16.0,8.2,17.0,17.0,66.0,"(-69.51972222, -44.27)"
