departamento_nombre,latitude,longitude,organic_carbon,ph,clay,silt,sand,coords
San Jerónimo,-32.33,-61.05,2.5,7.0,45.0,51.0,4.0,"(-61.05, -32.33)"
San Jerónimo,-32.33,-61.05,1.3,7.8,30.0,66.0,4.0,"(-61.05, -32.33)"
San Jerónimo,-32.33,-61.05,0.5,7.9,23.0,73.0,5.0,"(-61.05, -32.33)"
San Jerónimo,-32.33,-61.05,0.4,7.8,18.0,72.0,10.0,"(-61.05, -32.33)"
San Jerónimo,-32.361111,-61.179167,12.6,6.2,23.0,74.0,3.0,"(-61.179167, -32.361111)"
San Jerónimo,-32.361111,-61.179167,9.7,7.1,22.0,75.0,3.0,"(-61.179167, -32.361111)"
San Jerónimo,-32.361111,-61.179167,8.6,7.6,49.0,50.0,2.0,"(-61.179167, -32.361111)"
San Jerónimo,-32.361111,-61.179167,3.2,8.1,46.0,52.0,2.0,"(-61.179167, -32.361111)"
San Jerónimo,-32.361111,-61.179167,1.7,8.4,35.0,61.0,4.0,"(-61.179167, -32.361111)"
San Jerónimo,-32.361111,-61.179167,0.2,8.4,35.0,61.0,4.0,"(-61.179167, -32.361111)"
San Jerónimo,-32.361111,-61.179167,0.2,8.1,27.0,67.0,6.0,"(-61.179167, -32.361111)"
San Jerónimo,-32.416667,-60.833333,9.4,6.3,19.0,75.0,6.0,"(-60.833333, -32.416667)"
San Jerónimo,-32.416667,-60.833333,3.4,6.4,17.0,76.0,7.0,"(-60.833333, -32.416667)"
San Jerónimo,-32.416667,-60.833333,3.0,6.9,39.0,57.0,4.0,"(-60.833333, -32.416667)"
San Jerónimo,-32.416667,-60.833333,1.7,7.3,36.0,61.0,3.0,"(-60.833333, -32.416667)"
San Jerónimo,-32.416667,-60.833333,0.7,7.4,25.0,71.0,4.0,"(-60.833333, -32.416667)"
San Jerónimo,-32.416667,-60.833333,0.5,8.0,19.0,74.0,7.0,"(-60.833333, -32.416667)"
San Jerónimo,-32.416667,-60.833333,0.5,8.1,28.0,69.0,3.0,"(-60.833333, -32.416667)"
Iriondo,-32.486944,-60.895,10.4,6.3,19.0,77.0,4.0,"(-60.895, -32.486944)"
Iriondo,-32.486944,-60.895,5.8,6.4,26.0,70.0,4.0,"(-60.895, -32.486944)"
Iriondo,-32.486944,-60.895,5.8,6.7,41.0,56.0,3.0,"(-60.895, -32.486944)"
Iriondo,-32.486944,-60.895,2.6,7.1,39.0,58.0,2.0,"(-60.895, -32.486944)"
Iriondo,-32.486944,-60.895,1.6,7.1,34.0,64.0,2.0,"(-60.895, -32.486944)"
Iriondo,-32.486944,-60.895,0.6,7.3,32.0,64.0,4.0,"(-60.895, -32.486944)"
Iriondo,-32.486944,-60.895,0.3,7.1,30.0,65.0,5.0,"(-60.895, -32.486944)"
Gualeguaychú,-32.887417,-58.551806,16.2,5.76,,,,"(-58.551806, -32.887417)"
Gualeguaychú,-32.887417,-58.551806,6.3,6.23,,,,"(-58.551806, -32.887417)"
Iriondo,-32.498611,-61.416667,7.7,6.4,19.0,78.0,3.0,"(-61.416667, -32.498611)"
Iriondo,-32.498611,-61.416667,3.6,8.0,46.0,51.0,3.0,"(-61.416667, -32.498611)"
Iriondo,-32.498611,-61.416667,2.3,8.2,49.0,49.0,2.0,"(-61.416667, -32.498611)"
Iriondo,-32.500556,-61.433333,14.2,5.9,23.0,75.0,2.0,"(-61.433333, -32.500556)"
Iriondo,-32.500556,-61.433333,8.2,6.6,19.0,78.0,3.0,"(-61.433333, -32.500556)"
Iriondo,-32.500556,-61.433333,6.0,7.9,35.0,63.0,2.0,"(-61.433333, -32.500556)"
Iriondo,-32.500556,-61.433333,3.6,8.3,36.0,62.0,2.0,"(-61.433333, -32.500556)"
Iriondo,-32.500556,-61.433333,1.6,8.2,30.0,67.0,3.0,"(-61.433333, -32.500556)"
Iriondo,-32.500556,-61.433333,1.1,8.3,31.0,67.0,2.0,"(-61.433333, -32.500556)"
Iriondo,-32.500556,-61.433333,0.7,8.3,28.0,70.0,3.0,"(-61.433333, -32.500556)"
Federal,-30.921028,-58.750056,10.4,6.4,,,,"(-58.750056, -30.921028)"
Federal,-30.921028,-58.750056,6.2,7.75,,,,"(-58.750056, -30.921028)"
Villaguay,-31.289306,-59.258806,18.3,6.28,,,,"(-59.258806, -31.289306)"
Villaguay,-31.289306,-59.258806,7.9,7.43,,,,"(-59.258806, -31.289306)"
Constitución,-33.61917,-60.536813,16.6,6.3,22.0,69.0,10.0,"(-60.536813, -33.61917)"
Constitución,-33.61917,-60.536813,14.6,6.4,29.0,63.0,9.0,"(-60.536813, -33.61917)"
Constitución,-33.61917,-60.536813,6.9,6.6,43.0,51.0,5.0,"(-60.536813, -33.61917)"
Constitución,-33.61917,-60.536813,3.8,7.1,31.0,62.0,7.0,"(-60.536813, -33.61917)"
Constitución,-33.61917,-60.536813,1.7,7.4,22.0,69.0,9.0,"(-60.536813, -33.61917)"
Constitución,-33.61917,-60.536813,1.1,8.1,22.0,68.0,11.0,"(-60.536813, -33.61917)"
Paraná,-31.54475,-59.723083,17.8,6.75,,,,"(-59.723083, -31.54475)"
Paraná,-31.54475,-59.723083,7.1,7.73,,,,"(-59.723083, -31.54475)"
Diamante,-31.897194,-60.571167,13.3,5.7,,,,"(-60.571167, -31.897194)"
Diamante,-31.897194,-60.571167,4.6,6.91,,,,"(-60.571167, -31.897194)"
Pila,-35.96409,-58.33518,22.5,7.0,22.0,37.0,41.0,"(-58.33518, -35.96409)"
Pila,-35.96409,-58.33518,6.5,8.1,44.0,27.0,30.0,"(-58.33518, -35.96409)"
Pila,-35.96409,-58.33518,1.7,8.7,24.0,39.0,37.0,"(-58.33518, -35.96409)"
Pila,-35.96409,-58.33518,,9.0,16.0,41.0,43.0,"(-58.33518, -35.96409)"
Pila,-35.88044,-58.21514,32.5,7.5,23.0,40.0,37.0,"(-58.21514, -35.88044)"
Pila,-35.88044,-58.21514,10.4,7.7,15.0,45.0,40.0,"(-58.21514, -35.88044)"
Pila,-35.88044,-58.21514,5.0,7.7,40.0,30.0,30.0,"(-58.21514, -35.88044)"
Pila,-35.88044,-58.21514,,7.8,33.0,39.0,28.0,"(-58.21514, -35.88044)"
Pila,-35.88044,-58.21514,,7.8,26.0,36.0,38.0,"(-58.21514, -35.88044)"
Chical Co,-36.416667,-67.416667,2.2,8.8,6.0,8.0,87.0,"(-67.416667, -36.416667)"
Chical Co,-36.416667,-67.416667,2.2,8.8,5.0,8.0,88.0,"(-67.416667, -36.416667)"
Iriondo,-32.525556,-61.226111,22.7,6.0,26.0,71.0,2.0,"(-61.226111, -32.525556)"
Iriondo,-32.525556,-61.226111,8.9,6.6,25.0,72.0,3.0,"(-61.226111, -32.525556)"
Iriondo,-32.525556,-61.226111,6.9,7.4,50.0,48.0,2.0,"(-61.226111, -32.525556)"
Iriondo,-32.525556,-61.226111,3.1,7.8,50.0,49.0,1.0,"(-61.226111, -32.525556)"
Iriondo,-32.525556,-61.226111,1.6,8.1,35.0,63.0,2.0,"(-61.226111, -32.525556)"
Iriondo,-32.598611,-61.038611,12.4,6.1,24.0,72.0,4.0,"(-61.038611, -32.598611)"
Iriondo,-32.598611,-61.038611,10.2,7.0,22.0,73.0,4.0,"(-61.038611, -32.598611)"
Iriondo,-32.598611,-61.038611,4.7,7.9,50.0,48.0,2.0,"(-61.038611, -32.598611)"
Iriondo,-32.598611,-61.038611,2.2,8.4,40.0,58.0,2.0,"(-61.038611, -32.598611)"
Iriondo,-32.598611,-61.038611,0.8,8.7,31.0,66.0,4.0,"(-61.038611, -32.598611)"
Iriondo,-32.598611,-61.038611,0.5,8.5,28.0,68.0,5.0,"(-61.038611, -32.598611)"
Iriondo,-32.598611,-61.038611,0.4,8.5,25.0,72.0,4.0,"(-61.038611, -32.598611)"
Iriondo,-32.598611,-61.038611,0.6,9.0,21.0,76.0,3.0,"(-61.038611, -32.598611)"
Iriondo,-32.612222,-61.223611,11.6,6.5,25.0,73.0,2.0,"(-61.223611, -32.612222)"
Iriondo,-32.612222,-61.223611,7.4,6.5,32.0,66.0,2.0,"(-61.223611, -32.612222)"
Iriondo,-32.612222,-61.223611,6.9,6.6,45.0,53.0,1.0,"(-61.223611, -32.612222)"
Iriondo,-32.612222,-61.223611,3.7,7.0,41.0,57.0,2.0,"(-61.223611, -32.612222)"
Iriondo,-32.612222,-61.223611,1.8,7.4,30.0,68.0,2.0,"(-61.223611, -32.612222)"
Iriondo,-32.612222,-61.223611,1.8,6.9,27.0,70.0,3.0,"(-61.223611, -32.612222)"
Iriondo,-32.612222,-61.223611,1.3,7.0,25.0,72.0,3.0,"(-61.223611, -32.612222)"
Iriondo,-32.612222,-61.223611,0.9,8.5,23.0,73.0,5.0,"(-61.223611, -32.612222)"
Iriondo,-32.612778,-61.060278,15.3,6.0,22.0,75.0,3.0,"(-61.060278, -32.612778)"
Iriondo,-32.612778,-61.060278,7.5,6.4,29.0,69.0,2.0,"(-61.060278, -32.612778)"
Iriondo,-32.612778,-61.060278,9.3,6.7,49.0,49.0,2.0,"(-61.060278, -32.612778)"
Iriondo,-32.612778,-61.060278,4.7,7.2,49.0,49.0,2.0,"(-61.060278, -32.612778)"
Iriondo,-32.612778,-61.060278,2.8,7.1,41.0,58.0,2.0,"(-61.060278, -32.612778)"
Iriondo,-32.612778,-61.060278,1.2,7.2,33.0,64.0,3.0,"(-61.060278, -32.612778)"
Iriondo,-32.612778,-61.060278,0.8,7.5,32.0,65.0,3.0,"(-61.060278, -32.612778)"
Puelén,-37.55,-68.216667,3.1,8.0,7.0,8.0,86.0,"(-68.216667, -37.55)"
Puelén,-37.55,-68.216667,1.9,8.5,8.0,13.0,78.0,"(-68.216667, -37.55)"
Puelén,-37.55,-68.216667,1.5,8.8,8.0,12.0,80.0,"(-68.216667, -37.55)"
Limay Mahuida,-37.583333,-66.583333,3.5,8.2,6.0,10.0,84.0,"(-66.583333, -37.583333)"
Limay Mahuida,-37.583333,-66.583333,1.8,8.5,5.0,6.0,89.0,"(-66.583333, -37.583333)"
Limay Mahuida,-37.583333,-66.583333,1.7,8.5,5.0,6.0,89.0,"(-66.583333, -37.583333)"
Chalileo,-36.216667,-67.1,7.9,8.1,9.0,31.0,60.0,"(-67.1, -36.216667)"
Chalileo,-36.216667,-67.1,4.7,7.7,,,,"(-67.1, -36.216667)"
Chalileo,-36.216667,-67.1,5.3,8.8,,,,"(-67.1, -36.216667)"
Chalileo,-36.216667,-67.1,2.8,8.4,,,,"(-67.1, -36.216667)"
Chalileo,-36.216667,-67.1,0.6,8.3,4.0,5.0,91.0,"(-67.1, -36.216667)"
Chalileo,-36.316667,-66.266667,1.1,7.5,3.0,2.0,95.0,"(-66.266667, -36.316667)"
Chalileo,-36.333333,-66.033333,2.1,8.0,6.0,14.0,79.0,"(-66.033333, -36.333333)"
Chalileo,-36.333333,-66.033333,2.1,8.3,6.0,15.0,79.0,"(-66.033333, -36.333333)"
Chalileo,-36.333333,-66.033333,1.7,8.3,6.0,16.0,78.0,"(-66.033333, -36.333333)"
Pila,-35.95996,-58.23307,22.1,6.7,24.0,32.0,44.0,"(-58.23307, -35.95996)"
Pila,-35.95996,-58.23307,4.2,7.2,15.0,26.0,59.0,"(-58.23307, -35.95996)"
Pila,-35.95996,-58.23307,2.5,7.5,40.0,19.0,41.0,"(-58.23307, -35.95996)"
Pila,-35.95996,-58.23307,,7.6,28.0,23.0,49.0,"(-58.23307, -35.95996)"
Pila,-35.95996,-58.23307,,7.8,21.0,36.0,43.0,"(-58.23307, -35.95996)"
Paraná,-31.54475,-59.723083,17.8,6.75,,,,"(-59.723083, -31.54475)"
Paraná,-31.54475,-59.723083,7.1,7.73,,,,"(-59.723083, -31.54475)"
Vera,-29.096508,-60.659972,28.3,7.4,20.0,63.0,18.0,"(-60.659972, -29.096508)"
Vera,-29.096508,-60.659972,16.1,7.3,48.0,44.0,8.0,"(-60.659972, -29.096508)"
Vera,-29.096508,-60.659972,3.3,7.3,48.0,44.0,8.0,"(-60.659972, -29.096508)"
Vera,-29.096508,-60.659972,3.9,7.7,47.0,44.0,9.0,"(-60.659972, -29.096508)"
Vera,-29.096508,-60.659972,1.3,7.6,45.0,46.0,9.0,"(-60.659972, -29.096508)"
General Paz,-35.423486,-58.426111,29.8,6.1,27.0,47.0,26.0,"(-58.426111, -35.423486)"
General Paz,-35.423486,-58.426111,3.3,7.9,45.0,31.0,24.0,"(-58.426111, -35.423486)"
General Paz,-35.423486,-58.426111,0.4,8.8,27.0,46.0,27.0,"(-58.426111, -35.423486)"
General Paz,-35.423486,-58.426111,,8.8,22.0,50.0,28.0,"(-58.426111, -35.423486)"
General Paz,-35.428535,-58.303518,31.4,6.3,27.0,46.0,26.0,"(-58.303518, -35.428535)"
General Paz,-35.428535,-58.303518,6.7,7.4,51.0,30.0,19.0,"(-58.303518, -35.428535)"
General Paz,-35.428535,-58.303518,1.4,8.3,27.0,51.0,23.0,"(-58.303518, -35.428535)"
General Paz,-35.428535,-58.303518,,8.4,23.0,50.0,28.0,"(-58.303518, -35.428535)"
General Paz,-35.35,-58.3379,17.8,7.0,26.0,57.0,17.0,"(-58.3379, -35.35)"
General Paz,-35.35,-58.3379,4.9,8.0,52.0,35.0,13.0,"(-58.3379, -35.35)"
General Paz,-35.35,-58.3379,3.3,8.8,46.0,40.0,15.0,"(-58.3379, -35.35)"
General Paz,-35.35,-58.3379,0.9,8.9,30.0,51.0,19.0,"(-58.3379, -35.35)"
General Paz,-35.35,-58.3379,,8.5,26.0,53.0,21.0,"(-58.3379, -35.35)"
General Paz,-35.436804,-58.39082,33.4,6.5,26.0,49.0,25.0,"(-58.39082, -35.436804)"
General Paz,-35.436804,-58.39082,4.5,7.0,21.0,49.0,31.0,"(-58.39082, -35.436804)"
General Paz,-35.436804,-58.39082,2.7,7.1,42.0,39.0,18.0,"(-58.39082, -35.436804)"
General Paz,-35.436804,-58.39082,,8.1,28.0,45.0,27.0,"(-58.39082, -35.436804)"
General Paz,-35.436804,-58.39082,,8.4,24.0,50.0,25.0,"(-58.39082, -35.436804)"
Brandsen,-35.345761,-58.086439,42.5,8.9,26.0,57.0,18.0,"(-58.086439, -35.345761)"
Brandsen,-35.345761,-58.086439,8.3,9.3,49.0,36.0,15.0,"(-58.086439, -35.345761)"
Brandsen,-35.345761,-58.086439,0.6,9.4,17.0,62.0,21.0,"(-58.086439, -35.345761)"
Brandsen,-35.345761,-58.086439,0.1,9.3,15.0,60.0,26.0,"(-58.086439, -35.345761)"
Chascomús,-35.458327,-58.098909,38.6,6.2,21.0,58.0,22.0,"(-58.098909, -35.458327)"
Chascomús,-35.458327,-58.098909,19.9,6.7,21.0,59.0,20.0,"(-58.098909, -35.458327)"
Chascomús,-35.458327,-58.098909,4.5,7.4,20.0,56.0,25.0,"(-58.098909, -35.458327)"
Chascomús,-35.458327,-58.098909,3.8,8.3,49.0,38.0,13.0,"(-58.098909, -35.458327)"
Chascomús,-35.458327,-58.098909,1.2,8.7,35.0,49.0,16.0,"(-58.098909, -35.458327)"
Chascomús,-35.458327,-58.098909,,8.7,23.0,56.0,21.0,"(-58.098909, -35.458327)"
Chascomús,-35.458327,-58.098909,,8.6,22.0,55.0,23.0,"(-58.098909, -35.458327)"
Pocito,-31.647941,-68.546179,60.3,,,,,"(-68.546179, -31.647941)"
Pocito,-31.647941,-68.546179,12.7,,,,,"(-68.546179, -31.647941)"
Pocito,-31.647941,-68.546179,8.2,,,,,"(-68.546179, -31.647941)"
Chascomús,-35.59287,-58.17149,40.1,6.8,27.0,51.0,23.0,"(-58.17149, -35.59287)"
Chascomús,-35.59287,-58.17149,7.8,7.2,20.0,53.0,27.0,"(-58.17149, -35.59287)"
Chascomús,-35.59287,-58.17149,5.5,7.4,42.0,36.0,23.0,"(-58.17149, -35.59287)"
Chascomús,-35.59287,-58.17149,2.2,7.8,41.0,39.0,21.0,"(-58.17149, -35.59287)"
Chascomús,-35.59287,-58.17149,,8.7,25.0,53.0,22.0,"(-58.17149, -35.59287)"
Chascomús,-35.59287,-58.17149,,8.8,24.0,54.0,23.0,"(-58.17149, -35.59287)"
General Paz,-35.587114,-58.315877,7.6,10.0,21.0,49.0,30.0,"(-58.315877, -35.587114)"
General Paz,-35.587114,-58.315877,5.5,10.1,54.0,29.0,17.0,"(-58.315877, -35.587114)"
General Paz,-35.587114,-58.315877,3.1,9.9,58.0,27.0,14.0,"(-58.315877, -35.587114)"
General Paz,-35.587114,-58.315877,1.1,9.8,32.0,42.0,26.0,"(-58.315877, -35.587114)"
General Paz,-35.587114,-58.315877,,9.6,27.0,44.0,29.0,"(-58.315877, -35.587114)"
General Paz,-35.650835,-58.467146,38.3,6.5,27.0,47.0,26.0,"(-58.467146, -35.650835)"
General Paz,-35.650835,-58.467146,5.1,6.0,22.0,44.0,34.0,"(-58.467146, -35.650835)"
General Paz,-35.650835,-58.467146,4.5,7.0,41.0,32.0,27.0,"(-58.467146, -35.650835)"
General Paz,-35.650835,-58.467146,,7.1,27.0,40.0,33.0,"(-58.467146, -35.650835)"
General Paz,-35.650835,-58.467146,,7.9,22.0,51.0,28.0,"(-58.467146, -35.650835)"
Chascomús,-35.646133,-58.330723,28.0,6.5,26.0,47.0,27.0,"(-58.330723, -35.646133)"
Chascomús,-35.646133,-58.330723,6.7,7.3,52.0,30.0,17.0,"(-58.330723, -35.646133)"
Chascomús,-35.646133,-58.330723,1.8,8.4,26.0,45.0,28.0,"(-58.330723, -35.646133)"
Chascomús,-35.646133,-58.330723,,9.0,24.0,45.0,32.0,"(-58.330723, -35.646133)"
Chascomús,-35.52677,-58.15958,29.8,6.9,23.0,47.0,30.0,"(-58.15958, -35.52677)"
Chascomús,-35.52677,-58.15958,6.7,7.4,45.0,38.0,17.0,"(-58.15958, -35.52677)"
Chascomús,-35.52677,-58.15958,1.6,7.7,34.0,47.0,19.0,"(-58.15958, -35.52677)"
Chascomús,-35.52677,-58.15958,1.1,7.7,31.0,45.0,24.0,"(-58.15958, -35.52677)"
Chascomús,-35.52677,-58.15958,,7.9,24.0,52.0,25.0,"(-58.15958, -35.52677)"
General Paz,-35.5083,-58.20785,23.1,6.5,20.0,51.0,29.0,"(-58.20785, -35.5083)"
General Paz,-35.5083,-58.20785,7.6,8.2,52.0,29.0,19.0,"(-58.20785, -35.5083)"
General Paz,-35.5083,-58.20785,0.9,9.0,30.0,42.0,27.0,"(-58.20785, -35.5083)"
General Paz,-35.5083,-58.20785,,9.0,21.0,46.0,34.0,"(-58.20785, -35.5083)"
Caseros,-33.016667,-61.2125,14.8,6.2,20.0,70.0,10.0,"(-61.2125, -33.016667)"
Caseros,-33.016667,-61.2125,13.3,6.4,29.0,64.0,7.0,"(-61.2125, -33.016667)"
Caseros,-33.016667,-61.2125,7.1,6.6,33.0,62.0,5.0,"(-61.2125, -33.016667)"
Caseros,-33.016667,-61.2125,5.8,7.0,47.0,50.0,4.0,"(-61.2125, -33.016667)"
Caseros,-33.016667,-61.2125,2.9,7.1,38.0,56.0,6.0,"(-61.2125, -33.016667)"
Caseros,-33.016667,-61.2125,1.6,6.8,29.0,63.0,8.0,"(-61.2125, -33.016667)"
Caseros,-33.016667,-61.2125,0.9,7.5,20.0,68.0,12.0,"(-61.2125, -33.016667)"
Caseros,-33.016667,-61.2125,0.6,8.2,22.0,70.0,8.0,"(-61.2125, -33.016667)"
General Paz,-35.424421,-58.347785,11.1,9.6,22.0,51.0,28.0,"(-58.347785, -35.424421)"
General Paz,-35.424421,-58.347785,6.7,10.3,43.0,42.0,15.0,"(-58.347785, -35.424421)"
General Paz,-35.424421,-58.347785,2.2,10.3,50.0,37.0,12.0,"(-58.347785, -35.424421)"
General Paz,-35.424421,-58.347785,1.1,10.0,29.0,52.0,18.0,"(-58.347785, -35.424421)"
General López,-33.466944,-62.129167,11.8,5.2,25.0,61.0,15.0,"(-62.129167, -33.466944)"
General López,-33.466944,-62.129167,6.2,5.2,21.0,63.0,16.0,"(-62.129167, -33.466944)"
General López,-33.466944,-62.129167,4.0,5.8,35.0,50.0,15.0,"(-62.129167, -33.466944)"
General López,-33.466944,-62.129167,1.5,6.3,29.0,52.0,20.0,"(-62.129167, -33.466944)"
General López,-33.466944,-62.129167,1.2,6.2,21.0,53.0,26.0,"(-62.129167, -33.466944)"
General López,-33.466944,-62.129167,0.8,5.5,14.0,56.0,30.0,"(-62.129167, -33.466944)"
Constitución,-33.364444,-61.367222,17.2,5.6,25.0,69.0,6.0,"(-61.367222, -33.364444)"
Constitución,-33.364444,-61.367222,14.3,5.6,28.0,67.0,6.0,"(-61.367222, -33.364444)"
Constitución,-33.364444,-61.367222,7.4,6.3,41.0,55.0,5.0,"(-61.367222, -33.364444)"
Constitución,-33.364444,-61.367222,3.9,6.7,34.0,61.0,5.0,"(-61.367222, -33.364444)"
Constitución,-33.364444,-61.367222,1.9,6.8,23.0,71.0,6.0,"(-61.367222, -33.364444)"
Constitución,-33.364444,-61.367222,1.2,6.7,13.0,79.0,7.0,"(-61.367222, -33.364444)"
General López,-33.441111,-61.646389,18.2,5.2,24.0,65.0,12.0,"(-61.646389, -33.441111)"
General López,-33.441111,-61.646389,9.4,5.1,25.0,61.0,14.0,"(-61.646389, -33.441111)"
General López,-33.441111,-61.646389,5.9,5.3,32.0,57.0,11.0,"(-61.646389, -33.441111)"
General López,-33.441111,-61.646389,3.8,5.4,28.0,60.0,11.0,"(-61.646389, -33.441111)"
General López,-33.441111,-61.646389,2.7,6.2,21.0,64.0,16.0,"(-61.646389, -33.441111)"
General López,-33.441111,-61.646389,2.1,7.0,13.0,71.0,16.0,"(-61.646389, -33.441111)"
General López,-33.441111,-61.646389,1.9,7.6,9.0,70.0,21.0,"(-61.646389, -33.441111)"
General Paz,-35.493477,-58.395704,12.9,9.9,28.0,49.0,23.0,"(-58.395704, -35.493477)"
General Paz,-35.493477,-58.395704,4.0,10.2,57.0,30.0,13.0,"(-58.395704, -35.493477)"
General Paz,-35.493477,-58.395704,3.3,9.8,57.0,32.0,12.0,"(-58.395704, -35.493477)"
General Paz,-35.493477,-58.395704,0.9,9.7,31.0,35.0,34.0,"(-58.395704, -35.493477)"
General Paz,-35.493477,-58.395704,,9.3,26.0,37.0,37.0,"(-58.395704, -35.493477)"
Chascomús,-35.480813,-58.029852,31.6,5.8,23.0,55.0,23.0,"(-58.029852, -35.480813)"
Chascomús,-35.480813,-58.029852,5.3,6.4,13.0,60.0,27.0,"(-58.029852, -35.480813)"
Chascomús,-35.480813,-58.029852,3.6,7.0,46.0,40.0,14.0,"(-58.029852, -35.480813)"
Chascomús,-35.480813,-58.029852,2.2,8.6,36.0,51.0,13.0,"(-58.029852, -35.480813)"
Chascomús,-35.480813,-58.029852,,8.6,29.0,57.0,15.0,"(-58.029852, -35.480813)"
Chascomús,-35.480813,-58.029852,,8.8,28.0,59.0,13.0,"(-58.029852, -35.480813)"
General López,-33.489722,-61.704167,19.5,5.8,23.0,65.0,12.0,"(-61.704167, -33.489722)"
General López,-33.489722,-61.704167,9.7,6.0,27.0,60.0,13.0,"(-61.704167, -33.489722)"
General López,-33.489722,-61.704167,5.6,6.3,29.0,57.0,14.0,"(-61.704167, -33.489722)"
General López,-33.489722,-61.704167,3.6,6.5,28.0,59.0,13.0,"(-61.704167, -33.489722)"
General López,-33.489722,-61.704167,2.4,6.5,22.0,62.0,16.0,"(-61.704167, -33.489722)"
General López,-33.489722,-61.704167,0.9,7.4,14.0,65.0,21.0,"(-61.704167, -33.489722)"
General López,-33.489722,-61.704167,0.8,8.3,9.0,73.0,17.0,"(-61.704167, -33.489722)"
Constitución,-33.536341,-60.63032,17.5,6.0,23.0,71.0,6.0,"(-60.63032, -33.536341)"
Constitución,-33.536341,-60.63032,14.9,6.3,32.0,63.0,5.0,"(-60.63032, -33.536341)"
Constitución,-33.536341,-60.63032,8.4,6.7,31.0,64.0,5.0,"(-60.63032, -33.536341)"
Constitución,-33.536341,-60.63032,5.8,7.2,43.0,52.0,5.0,"(-60.63032, -33.536341)"
Constitución,-33.536341,-60.63032,3.6,7.3,34.0,58.0,8.0,"(-60.63032, -33.536341)"
Constitución,-33.536341,-60.63032,1.3,7.2,35.0,61.0,5.0,"(-60.63032, -33.536341)"
Constitución,-33.536341,-60.63032,0.9,8.4,24.0,68.0,8.0,"(-60.63032, -33.536341)"
General Paz,-35.462624,-58.183234,29.6,6.1,24.0,57.0,20.0,"(-58.183234, -35.462624)"
General Paz,-35.462624,-58.183234,5.3,6.6,20.0,57.0,22.0,"(-58.183234, -35.462624)"
General Paz,-35.462624,-58.183234,3.4,6.6,52.0,32.0,16.0,"(-58.183234, -35.462624)"
General Paz,-35.462624,-58.183234,1.6,6.8,36.0,47.0,17.0,"(-58.183234, -35.462624)"
General Paz,-35.462624,-58.183234,,7.1,28.0,53.0,19.0,"(-58.183234, -35.462624)"
General Paz,-35.462624,-58.183234,,7.2,24.0,54.0,22.0,"(-58.183234, -35.462624)"
General Paz,-35.458514,-58.189877,25.1,6.5,21.0,56.0,23.0,"(-58.189877, -35.458514)"
General Paz,-35.458514,-58.189877,5.6,8.5,47.0,37.0,16.0,"(-58.189877, -35.458514)"
General Paz,-35.458514,-58.189877,3.8,9.2,44.0,38.0,18.0,"(-58.189877, -35.458514)"
General Paz,-35.458514,-58.189877,0.6,9.0,21.0,66.0,14.0,"(-58.189877, -35.458514)"
General Paz,-35.458514,-58.189877,,8.6,22.0,55.0,24.0,"(-58.189877, -35.458514)"
Pergamino,-33.558333,-60.816667,15.0,6.2,19.0,73.0,7.0,"(-60.816667, -33.558333)"
Pergamino,-33.558333,-60.816667,11.1,7.5,15.0,79.0,6.0,"(-60.816667, -33.558333)"
Pergamino,-33.558333,-60.816667,7.1,8.6,41.0,54.0,5.0,"(-60.816667, -33.558333)"
Pergamino,-33.558333,-60.816667,2.5,9.2,21.0,74.0,5.0,"(-60.816667, -33.558333)"
Pergamino,-33.558333,-60.816667,1.0,8.6,17.0,74.0,9.0,"(-60.816667, -33.558333)"
Pergamino,-33.558333,-60.816667,1.0,8.3,15.0,77.0,8.0,"(-60.816667, -33.558333)"
General López,-33.491667,-61.583333,7.3,8.3,12.0,74.0,14.0,"(-61.583333, -33.491667)"
General López,-33.491667,-61.583333,3.6,9.0,43.0,49.0,9.0,"(-61.583333, -33.491667)"
General López,-33.491667,-61.583333,1.8,9.2,23.0,64.0,14.0,"(-61.583333, -33.491667)"
General López,-33.491667,-61.583333,1.0,8.7,22.0,62.0,16.0,"(-61.583333, -33.491667)"
General López,-33.491667,-61.583333,,8.6,10.0,71.0,19.0,"(-61.583333, -33.491667)"
General Paz,-35.460397,-58.223124,13.0,8.3,16.0,62.0,23.0,"(-58.223124, -35.460397)"
General Paz,-35.460397,-58.223124,4.0,9.8,31.0,50.0,20.0,"(-58.223124, -35.460397)"
General Paz,-35.460397,-58.223124,2.9,9.6,41.0,46.0,14.0,"(-58.223124, -35.460397)"
General Paz,-35.460397,-58.223124,0.4,9.5,29.0,50.0,22.0,"(-58.223124, -35.460397)"
General Paz,-35.460397,-58.223124,,9.4,46.0,48.0,6.0,"(-58.223124, -35.460397)"
General Paz,-35.445604,-58.229107,30.8,6.3,23.0,55.0,22.0,"(-58.229107, -35.445604)"
General Paz,-35.445604,-58.229107,2.7,8.4,23.0,55.0,22.0,"(-58.229107, -35.445604)"
General Paz,-35.445604,-58.229107,0.2,8.3,16.0,53.0,31.0,"(-58.229107, -35.445604)"
General Paz,-35.445604,-58.229107,6.9,6.8,51.0,35.0,15.0,"(-58.229107, -35.445604)"
General Paz,-35.553054,-58.389096,22.3,6.7,25.0,48.0,27.0,"(-58.389096, -35.553054)"
General Paz,-35.553054,-58.389096,4.0,7.8,19.0,48.0,33.0,"(-58.389096, -35.553054)"
