latitude,longitude,bulk_density,ca_co3,coarse_fragments,ecec,conductivity,organic_carbon,ph,clay,silt,sand,water_retention
-26.968259,-54.493141,,,,,,26.5,4.5,83.0,13.0,4.0,
-26.968259,-54.493141,,,,,,15.5,4.27,80.0,18.0,3.0,
-26.968259,-54.493141,,,,,,11.0,4.36,78.0,20.0,3.0,
-26.968259,-54.493141,,,,,,8.5,4.2,75.0,23.0,3.0,
-26.968259,-54.493141,,,,,,6.6,4.49,77.0,20.0,3.0,
-26.968259,-54.493141,,,,,,3.8,4.82,80.0,17.0,3.0,
-26.968259,-54.493141,,,,,,3.3,4.68,84.0,13.0,3.0,
-32.944444,-65.087222,,,,,,7.4,6.93,,,,
-32.944444,-65.087222,,,,,,6.1,7.0,,,,
-32.944444,-65.087222,,,,,,4.8,8.09,,,,
-34.059961,-60.920338,,,,,,22.6,5.5,23.0,59.0,19.0,
-34.059961,-60.920338,,,,,,17.7,5.7,24.0,56.0,20.0,
-34.059961,-60.920338,,,,,,8.8,6.4,28.0,50.0,22.0,
-34.059961,-60.920338,,,,,,5.2,6.7,28.0,55.0,17.0,
-34.059961,-60.920338,,,,,,4.0,6.8,21.0,59.0,21.0,
-34.059961,-60.920338,,,,,,2.0,7.1,14.0,62.0,24.0,
-34.396667,-65.1425,,,,,,3.4,6.53,,,,
-34.396667,-65.1425,,,,,,1.3,7.28,,,,
-34.461944,-65.258889,,,,,,8.1,6.61,6.0,17.0,77.0,
-34.461944,-65.258889,,,,,,3.8,7.14,5.0,17.0,78.0,
-34.461944,-65.258889,,,,,,1.3,7.87,4.0,14.0,83.0,
-34.062222,-65.383056,,,,,,3.7,6.72,,,,
-34.062222,-65.383056,,,,,,2.1,7.03,,,,
-34.062222,-65.383056,,,,,,0.4,7.26,,,,
-35.019722,-65.315556,,,,,,4.2,7.32,,,,
-35.019722,-65.315556,,,,,,1.9,8.37,,,,
-35.019722,-65.315556,,,,,,1.9,8.6,,,,
-34.926944,-65.197222,,,,,,3.4,7.66,,,,
-34.926944,-65.197222,,,,,,2.0,6.7,,,,
-34.963889,-65.233889,,,,,,9.6,6.3,7.0,14.0,80.0,
-34.963889,-65.233889,,,,,,4.5,7.14,7.0,12.0,81.0,
-34.963889,-65.233889,,,,,,2.0,8.14,5.0,17.0,78.0,
-34.839722,-65.371667,,,,,,7.7,6.6,,,,
-34.839722,-65.371667,,,,,,4.2,7.28,,,,
-34.839722,-65.371667,,,,,,2.0,8.24,,,,
-34.836389,-65.268611,,,,,,4.9,6.6,,,,
-34.836389,-65.268611,,,,,,2.5,7.08,,,,
-34.803056,-65.315556,,,,,,2.0,7.14,,,,
-34.803056,-65.315556,,,,,,4.2,6.55,,,,
-32.9025,-65.040833,,,,,,20.1,7.25,,,,
-32.9025,-65.040833,,,,,,11.0,8.07,13.0,41.0,46.0,
-32.9025,-65.040833,,,,,,6.1,8.23,,,,
-34.047644,-60.776519,,,,,,30.7,4.8,24.0,65.0,11.0,
-34.047644,-60.776519,,,,,,14.6,5.7,22.0,65.0,14.0,
-34.047644,-60.776519,,,,,,4.8,6.6,16.0,65.0,19.0,
-34.047644,-60.776519,,,,,,4.2,7.1,31.0,49.0,20.0,
-34.047644,-60.776519,,,,,,3.0,8.1,29.0,50.0,21.0,
-34.047644,-60.776519,,,,,,2.0,8.1,21.0,54.0,25.0,
-32.941944,-65.049444,,,,,,11.3,6.75,14.0,30.0,57.0,
-32.941944,-65.049444,,,,,,3.9,8.25,,,,
-33.050833,-65.064444,,,,,,22.1,6.31,,,,
-33.050833,-65.064444,,,,,,11.3,6.98,,,,
-33.050833,-65.064444,,,,,,7.0,7.18,20.0,53.0,28.0,
-33.050833,-65.064444,,,,,,5.8,8.04,,,,
-32.918333,-65.222778,,,,,,7.7,8.12,,,,
-32.918333,-65.222778,,,,,,6.0,8.16,,,,
-33.033056,-65.119167,,,,,,9.7,7.95,,,,
-33.033056,-65.119167,,,,,,8.4,8.04,,,,
-33.033056,-65.119167,,,,,,5.0,8.14,,,,
-33.918889,-65.305556,,,,,,8.3,7.2,8.0,14.0,78.0,
-33.918889,-65.305556,,,,,,4.2,7.7,7.0,12.0,81.0,
-33.918889,-65.305556,,,,,,4.6,7.6,6.0,12.0,82.0,
-33.918889,-65.305556,,,,,,2.9,8.6,6.0,11.0,84.0,
-33.918889,-65.305556,,,,,,1.4,9.0,5.0,12.0,82.0,
-33.045,-65.171667,,,,,,15.0,7.58,,,,
-33.045,-65.171667,,,,,,8.4,7.48,,,,
-33.045,-65.171667,,,,,,5.0,7.84,,,,
-33.979167,-65.379167,,,,,,6.8,7.4,6.0,15.0,79.0,
-33.979167,-65.379167,,,,,,3.4,7.5,7.0,13.0,80.0,
-33.979167,-65.379167,,,,,,4.0,7.6,6.0,7.0,88.0,
-33.979167,-65.379167,,,,,,0.6,8.6,4.0,11.0,86.0,
-33.979167,-65.379167,,,,,,0.4,9.5,5.0,9.0,86.0,
-34.325,-65.251944,,,,,,6.2,6.9,7.0,7.0,86.0,
-34.325,-65.251944,,,,,,3.7,7.2,6.0,7.0,88.0,
-34.325,-65.251944,,,,,,1.6,7.5,5.0,5.0,91.0,
-34.325,-65.251944,,,,,,1.1,8.0,4.0,4.0,93.0,
-26.5699,-54.708714,,,,,,14.9,6.04,37.0,33.0,30.0,
-26.5699,-54.708714,,,,,,9.6,5.97,48.0,23.0,29.0,
-26.5699,-54.708714,,,,,,8.4,5.92,54.0,20.0,25.0,
-26.5699,-54.708714,,,,,,4.5,5.29,61.0,13.0,26.0,
-26.5699,-54.708714,,,,,,3.9,5.1,59.0,21.0,20.0,
-27.685799,-54.946316,,,,,,18.5,5.79,15.0,44.0,41.0,
-27.685799,-54.946316,,,,,,7.7,5.56,,,,
-27.685799,-54.946316,,,,,,6.9,5.84,,,,
-34.01389,-60.836113,,,,,,20.4,6.5,27.0,59.0,15.0,
-34.01389,-60.836113,,,,,,15.7,6.6,27.0,57.0,15.0,
-34.01389,-60.836113,,,,,,8.3,6.8,33.0,53.0,15.0,
-34.01389,-60.836113,,,,,,5.8,7.0,28.0,50.0,13.0,
-34.01389,-60.836113,,,,,,3.0,7.0,30.0,53.0,18.0,
-34.01389,-60.836113,,,,,,1.3,7.7,23.0,53.0,25.0,
-34.01389,-60.836113,,,,,,0.9,8.3,20.0,65.0,16.0,
-34.01389,-60.836113,,,,,,,9.0,20.0,67.0,13.0,
-27.941784,-55.728053,,,,,,27.8,4.81,48.0,22.0,30.0,
-27.941784,-55.728053,,,,,,1.7,4.57,48.0,26.0,26.0,
-27.941784,-55.728053,,,,,,1.2,4.7,65.0,21.0,14.0,
-27.135128,-54.670924,,,,,,14.0,4.44,55.0,23.0,22.0,
-27.135128,-54.670924,,,,,,12.1,4.39,68.0,21.0,11.0,
-27.135128,-54.670924,,,,,,6.2,4.26,67.0,22.0,11.0,
-27.135128,-54.670924,,,,,,5.1,4.41,79.0,14.0,7.0,
-27.135128,-54.670924,,,,,,1.0,4.56,84.0,11.0,6.0,
-26.803634,-54.169006,,,,,,10.3,4.9,58.0,21.0,21.0,
-26.803634,-54.169006,,,,,,7.6,4.5,66.0,16.0,18.0,
-26.803634,-54.169006,,,,,,7.6,4.94,66.0,17.0,17.0,
-26.803634,-54.169006,,,,,,6.7,4.98,70.0,14.0,16.0,
-26.803634,-54.169006,,,,,,6.7,5.08,75.0,14.0,11.0,
-26.803634,-54.169006,,,,,,5.1,5.14,74.0,17.0,10.0,
-26.803634,-54.169006,,,,,,4.6,5.2,63.0,25.0,12.0,
-26.803634,-54.169006,,,,,,4.4,5.21,60.0,27.0,13.0,
-26.158201,-54.272781,,,,,,18.8,5.88,26.0,52.0,23.0,
-26.158201,-54.272781,,,,,,11.0,5.45,27.0,56.0,17.0,
-26.158201,-54.272781,,,,,,6.8,4.57,,,,
-26.158201,-54.272781,,,,,,6.5,5.26,,,,
-26.158201,-54.272781,,,,,,2.1,5.2,,,,
-26.833653,-54.936214,,,,,,14.3,5.41,,,,
-26.833653,-54.936214,,,,,,7.6,4.27,,,,
-26.833653,-54.936214,,,,,,6.4,4.36,,,,
-26.833653,-54.936214,,,,,,5.4,4.34,73.0,13.0,15.0,
-26.833653,-54.936214,,,,,,3.0,4.24,75.0,11.0,14.0,
-26.808404,-54.662534,,,,,,22.6,5.57,53.0,27.0,21.0,
-26.808404,-54.662534,,,,,,15.1,5.36,56.0,24.0,19.0,
-26.808404,-54.662534,,,,,,13.1,5.41,59.0,22.0,19.0,
-26.808404,-54.662534,,,,,,10.9,4.96,65.0,18.0,17.0,
-26.808404,-54.662534,,,,,,9.0,4.6,64.0,13.0,23.0,
-26.808404,-54.662534,,,,,,8.3,4.41,71.0,13.0,17.0,
-26.808404,-54.662534,,,,,,6.9,4.42,47.0,19.0,35.0,
-27.545567,-55.705557,,,,,,15.7,5.82,13.0,31.0,57.0,
-26.398945,-54.401192,,,,,,5.3,6.6,9.0,50.0,42.0,
-26.398945,-54.401192,,,,,,2.6,6.45,10.0,44.0,46.0,
-26.398945,-54.401192,,,,,,,6.46,,,,
-26.554561,-54.470369,,,,,,23.5,5.3,,,,
-26.554561,-54.470369,,,,,,16.8,5.15,,,,
-26.554561,-54.470369,,,,,,9.2,5.76,,,,
-27.45849,-55.890581,,,,,,26.0,4.73,52.0,32.0,16.0,
-27.45849,-55.890581,,,,,,14.0,4.48,51.0,32.0,17.0,
-27.45849,-55.890581,,,,,,21.4,4.41,60.0,28.0,12.0,
-27.45849,-55.890581,,,,,,10.7,4.4,48.0,17.0,36.0,
-34.144004,-60.603562,,,,,,22.6,6.1,24.0,60.0,16.0,
-34.144004,-60.603562,,,,,,19.0,6.1,29.0,54.0,17.0,
-34.144004,-60.603562,,,,,,7.9,6.4,33.0,50.0,18.0,
-34.144004,-60.603562,,,,,,7.8,6.8,42.0,46.0,13.0,
-34.144004,-60.603562,,,,,,6.1,6.2,41.0,45.0,14.0,
-34.144004,-60.603562,,,,,,3.3,7.0,31.0,53.0,17.0,
-34.144004,-60.603562,,,,,,2.3,6.9,25.0,55.0,20.0,
-34.144004,-60.603562,,,,,,1.2,7.1,24.0,56.0,21.0,
-27.20546,-54.37293,,,,,,13.0,4.73,72.0,23.0,5.0,
-27.20546,-54.37293,,,,,,6.7,4.37,73.0,22.0,5.0,
-27.20546,-54.37293,,,,,,4.0,4.41,79.0,17.0,4.0,
-27.20546,-54.37293,,,,,,3.1,4.68,82.0,14.0,4.0,
-27.20546,-54.37293,,,,,,2.3,4.63,83.0,12.0,6.0,
-27.20546,-54.37293,,,,,,2.1,4.6,80.0,15.0,5.0,
-27.360635,-54.664296,,,,,,15.2,5.5,84.0,10.0,6.0,
-27.360635,-54.664296,,,,,,14.4,5.38,46.0,27.0,27.0,
-27.360635,-54.664296,,,,,,6.7,4.87,,,,
-25.989163,-53.892223,,,,,,14.7,4.96,51.0,32.0,17.0,
-25.989163,-53.892223,,,,,,12.0,5.24,53.0,29.0,18.0,
-25.989163,-53.892223,,,,,,9.4,4.52,56.0,28.0,17.0,
-25.989163,-53.892223,,,,,,8.1,4.37,66.0,21.0,13.0,
-25.989163,-53.892223,,,,,,7.4,4.43,67.0,25.0,9.0,
-25.989163,-53.892223,,,,,,6.9,4.5,75.0,15.0,11.0,
-25.989163,-53.892223,,,,,,4.9,4.8,75.0,15.0,11.0,
-34.320833,-65.243889,,,,,,8.0,7.4,8.0,9.0,83.0,
-34.320833,-65.243889,,,,,,6.2,7.6,9.0,12.0,79.0,
-34.320833,-65.243889,,,,,,4.0,8.1,7.0,11.0,82.0,
-34.320833,-65.243889,,,,,,2.0,9.3,5.0,11.0,84.0,
-33.329444,-65.498611,,,,,,23.1,7.43,,,,
-33.329444,-65.498611,,,,,,8.5,9.02,10.0,27.0,63.0,
-33.329444,-65.498611,,,,,,4.4,9.53,,,,
-33.1225,-65.961667,,,,,,8.5,7.83,11.0,58.0,31.0,
-33.1225,-65.961667,,,,,,13.9,7.98,16.0,56.0,29.0,
-33.1225,-65.961667,,,,,,21.3,7.75,19.0,66.0,14.0,
-33.1225,-65.961667,,,,,,9.6,7.87,19.0,59.0,22.0,
-33.1225,-65.961667,,,,,,7.5,8.13,20.0,47.0,33.0,
-32.787222,-66.053611,,,,,,57.5,5.57,15.0,35.0,50.0,
-32.787222,-66.053611,,,,,,32.0,5.85,11.0,25.0,64.0,
-32.787222,-66.053611,,,,,,42.6,6.24,10.0,20.0,70.0,
-32.787222,-66.053611,,,,,,10.7,6.44,9.0,28.0,63.0,
-32.863611,-65.990556,,,,,,10.2,6.03,9.0,25.0,67.0,
-32.863611,-65.990556,,,,,,1.2,6.54,4.0,3.0,93.0,
-32.863611,-65.990556,,,,,,2.8,6.87,7.0,2.0,91.0,
-32.836944,-66.103333,,,,,,32.8,5.01,16.0,34.0,50.0,
-32.836944,-66.103333,,,,,,23.9,5.69,15.0,44.0,41.0,
-32.836944,-66.103333,,,,,,91.6,4.57,33.0,54.0,13.0,
-32.836944,-66.103333,,,,,,27.0,5.57,8.0,36.0,56.0,
-32.836944,-66.103333,,,,,,16.2,7.5,8.0,29.0,63.0,
-26.760527,-54.886326,,,,,,22.4,5.78,19.0,43.0,38.0,
-26.760527,-54.886326,,,,,,8.5,5.73,12.0,40.0,48.0,
-26.760527,-54.886326,,,,,,8.1,5.65,15.0,27.0,59.0,
-26.760527,-54.886326,,,,,,7.8,5.83,16.0,19.0,64.0,
-26.760527,-54.886326,,,,,,7.4,5.84,22.0,19.0,60.0,
-32.845,-65.982778,,,,,,19.2,6.14,7.0,27.0,66.0,
-32.845,-65.982778,,,,,,6.6,5.19,9.0,27.0,64.0,
-32.845,-65.982778,,,,,,3.8,5.66,6.0,8.0,85.0,
-32.835833,-65.899167,,,,,,30.9,7.53,9.0,35.0,55.0,
-33.000278,-65.841111,,,,,,23.9,,23.0,68.0,9.0,
-33.000278,-65.841111,,,,,,19.5,,25.0,64.0,11.0,
-33.000278,-65.841111,,,,,,10.2,,,,,
-28.080329,-55.640472,,,,,,29.1,5.61,41.0,40.0,20.0,
-28.080329,-55.640472,,,,,,20.0,4.7,44.0,36.0,20.0,
-28.080329,-55.640472,,,,,,12.3,4.85,49.0,29.0,22.0,
-28.080329,-55.640472,,,,,,11.8,5.05,56.0,28.0,16.0,
-28.080329,-55.640472,,,,,,8.3,5.26,58.0,34.0,8.0,
-28.080329,-55.640472,,,,,,12.6,5.9,31.0,61.0,9.0,
-28.080329,-55.640472,,,,,,6.4,6.1,52.0,39.0,9.0,
-34.049383,-60.584399,,,,,,26.1,6.0,28.0,58.0,15.0,
-34.049383,-60.584399,,,,,,8.8,6.4,34.0,57.0,10.0,
-34.049383,-60.584399,,,,,,4.6,6.8,40.0,52.0,8.0,
-34.049383,-60.584399,,,,,,3.7,6.8,37.0,51.0,12.0,
-34.049383,-60.584399,,,,,,3.1,7.0,31.0,53.0,16.0,
-34.049383,-60.584399,,,,,,2.0,7.1,28.0,57.0,15.0,
-34.049383,-60.584399,,,,,,1.2,7.4,26.0,59.0,16.0,
-32.708333,-65.798056,,,,,,20.6,7.79,,,,
-32.777222,-65.768056,,,,,,14.6,7.1,11.0,28.0,60.0,
-32.777222,-65.768056,,,,,,3.4,8.13,12.0,36.0,53.0,
-32.777222,-65.768056,,,,,,19.6,8.19,12.0,72.0,17.0,
-33.361111,-66.298333,,,,,,14.4,7.43,10.0,20.0,70.0,
-33.361111,-66.298333,,,,,,22.3,7.61,23.0,18.0,59.0,
-33.361111,-66.298333,,,,,,5.3,8.28,15.0,21.0,64.0,
-26.320254,-53.833553,,,,,,26.3,6.39,58.0,38.0,3.0,
-26.320254,-53.833553,,,,,,8.3,6.0,73.0,12.0,15.0,
-26.320254,-53.833553,,,,,,3.0,5.89,80.0,17.0,3.0,
-33.140833,-65.786667,,,,,,6.4,5.0,11.0,28.0,61.0,
-33.140833,-65.786667,,,,,,11.9,6.0,17.0,37.0,46.0,
-33.140833,-65.786667,,,,,,8.8,7.2,13.0,40.0,47.0,
-33.140833,-65.786667,,,,,,7.6,7.7,13.0,45.0,42.0,
-33.140833,-65.786667,,,,,,7.9,8.6,11.0,43.0,46.0,
-27.311671,-55.07095,,,,,,22.2,4.5,59.0,21.0,21.0,
-27.311671,-55.07095,,,,,,14.3,4.26,76.0,21.0,4.0,
-27.311671,-55.07095,,,,,,11.4,4.15,76.0,20.0,4.0,
-27.311671,-55.07095,,,,,,10.5,4.46,80.0,16.0,4.0,
-27.311671,-55.07095,,,,,,7.4,4.38,87.0,11.0,3.0,
-27.311671,-55.07095,,,,,,4.9,4.52,83.0,14.0,3.0,
-33.003333,-66.0025,,,,,,61.8,7.23,16.0,46.0,38.0,
-33.003333,-66.0025,,,,,,32.0,7.41,21.0,36.0,43.0,
-33.003333,-66.0025,,,,,,16.0,8.31,13.0,33.0,54.0,
-33.003333,-66.0025,,,,,,12.8,8.55,19.0,46.0,35.0,
-32.949167,-66.014444,,,,,,31.4,6.9,13.0,53.0,34.0,
-32.949167,-66.014444,,,,,,22.1,7.34,18.0,49.0,34.0,
-32.949167,-66.014444,,,,,,12.3,7.95,16.0,50.0,34.0,
-32.9925,-66.0675,,,,,,33.8,5.88,17.0,65.0,19.0,
-32.9925,-66.0675,,,,,,35.7,6.06,18.0,64.0,19.0,
-32.9925,-66.0675,,,,,,21.3,6.56,17.0,58.0,25.0,
-32.9925,-66.0675,,,,,,8.0,7.99,,,,
-32.244444,-65.865556,,,,,,6.4,7.7,,,,
-32.244444,-65.865556,,,,,,4.9,8.2,,,,
-32.244444,-65.865556,,,,,,2.1,8.5,,,,
-34.601111,-65.25,,,,,,2.6,7.34,,,,
-34.601111,-65.25,,,,,,1.3,9.32,,,,
-34.601111,-65.25,,,,,,1.3,8.45,,,,
-27.469599,-55.76728,,,,,,9.6,4.4,28.0,19.0,53.0,
-27.469599,-55.76728,,,,,,9.2,4.43,25.0,16.0,59.0,
-27.469599,-55.76728,,,,,,8.3,4.27,34.0,24.0,42.0,
-27.469599,-55.76728,,,,,,6.9,3.5,40.0,23.0,37.0,
-27.469599,-55.76728,,,,,,6.1,3.69,46.0,20.0,34.0,
-27.469599,-55.76728,,,,,,5.1,3.97,50.0,21.0,28.0,
-27.469599,-55.76728,,,,,,2.9,3.98,,,,
-26.5887,-54.36352,,,,,,11.6,5.87,51.0,34.0,15.0,
-26.5887,-54.36352,,,,,,8.4,5.97,51.0,34.0,16.0,
-26.5887,-54.36352,,,,,,6.2,6.1,67.0,20.0,13.0,
-26.5887,-54.36352,,,,,,6.7,5.67,63.0,23.0,14.0,
-26.5887,-54.36352,,,,,,2.7,5.43,65.0,22.0,13.0,
-26.5887,-54.36352,,,,,,3.2,5.39,63.0,25.0,12.0,
-25.998794,-53.882585,,,,,,11.1,4.75,49.0,49.0,2.0,
-25.998794,-53.882585,,,,,,8.8,4.89,54.0,45.0,2.0,
-25.998794,-53.882585,,,,,,6.9,4.86,56.0,43.0,1.0,
-25.998794,-53.882585,,,,,,5.9,4.76,,,,
-25.998794,-53.882585,,,,,,5.4,4.47,70.0,26.0,4.0,
-25.998794,-53.882585,,,,,,3.2,4.3,79.0,16.0,5.0,
-26.364066,-54.145692,,,,,,12.8,5.5,60.0,25.0,15.0,
-26.364066,-54.145692,,,,,,5.5,4.92,69.0,19.0,12.0,
-26.364066,-54.145692,,,,,,4.7,4.87,75.0,13.0,12.0,
-26.364066,-54.145692,,,,,,3.7,5.04,80.0,11.0,10.0,
-26.364066,-54.145692,,,,,,2.9,5.58,75.0,13.0,12.0,
-26.364066,-54.145692,,,,,,1.3,5.62,69.0,19.0,12.0,
-26.364066,-54.145692,,,,,,0.7,5.45,75.0,19.0,6.0,
-27.085793,-55.298275,,,,,,10.0,5.14,61.0,29.0,9.0,
-27.085793,-55.298275,,,,,,5.5,4.85,74.0,19.0,7.0,
-27.085793,-55.298275,,,,,,6.3,5.49,81.0,13.0,7.0,
-27.085793,-55.298275,,,,,,4.5,4.75,81.0,14.0,5.0,
-27.085793,-55.298275,,,,,,6.7,4.73,84.0,11.0,5.0,
-27.085793,-55.298275,,,,,,2.5,4.69,82.0,13.0,5.0,
-27.085839,-54.759818,,,,,,19.3,4.47,75.0,17.0,8.0,
-27.085839,-54.759818,,,,,,8.7,4.46,74.0,19.0,7.0,
-27.085839,-54.759818,,,,,,6.7,4.4,79.0,14.0,7.0,
-27.085839,-54.759818,,,,,,3.3,4.45,83.0,12.0,6.0,
-27.085839,-54.759818,,,,,,2.3,4.58,83.0,12.0,5.0,
-27.085839,-54.759818,,,,,,1.1,4.65,84.0,11.0,5.0,
-26.899959,-54.563172,,,,,,13.5,4.78,68.0,22.0,11.0,
-26.899959,-54.563172,,,,,,9.4,4.72,73.0,18.0,9.0,
-26.899959,-54.563172,,,,,,7.5,4.26,72.0,16.0,12.0,
-26.899959,-54.563172,,,,,,4.9,4.23,75.0,17.0,9.0,
-26.899959,-54.563172,,,,,,3.6,4.22,73.0,19.0,9.0,
-26.899959,-54.563172,,,,,,2.8,4.25,80.0,13.0,8.0,
-26.578922,-54.22402,,,,,,13.2,4.69,74.0,21.0,6.0,
-26.578922,-54.22402,,,,,,12.7,4.57,74.0,20.0,6.0,
-26.578922,-54.22402,,,,,,9.1,4.78,74.0,18.0,8.0,
-26.578922,-54.22402,,,,,,5.5,4.8,86.0,12.0,3.0,
-26.578922,-54.22402,,,,,,3.3,4.87,87.0,10.0,3.0,
-26.578922,-54.22402,,,,,,1.4,5.2,89.0,9.0,2.0,
-27.296235,-55.571836,,,,,,6.5,4.43,8.0,3.0,89.0,
-27.296235,-55.571836,,,,,,4.5,4.24,13.0,3.0,84.0,
-27.296235,-55.571836,,,,,,3.5,4.27,12.0,4.0,84.0,
-27.296235,-55.571836,,,,,,2.9,4.24,11.0,4.0,85.0,
-27.296235,-55.571836,,,,,,2.0,7.37,11.0,5.0,84.0,
-27.003409,-54.531602,,,,,,13.1,4.07,73.0,20.0,7.0,
-27.003409,-54.531602,,,,,,8.7,4.23,75.0,21.0,4.0,
-27.003409,-54.531602,,,,,,8.2,4.33,78.0,18.0,5.0,
-27.003409,-54.531602,,,,,,5.4,4.2,78.0,18.0,4.0,
-27.003409,-54.531602,,,,,,4.4,4.25,78.0,18.0,4.0,
-27.003409,-54.531602,,,,,,3.1,4.8,77.0,20.0,4.0,
-26.608583,-54.723624,,,,,,17.5,5.29,67.0,22.0,11.0,
-26.608583,-54.723624,,,,,,9.8,5.16,69.0,22.0,10.0,
-26.608583,-54.723624,,,,,,5.5,5.32,77.0,15.0,8.0,
-26.608583,-54.723624,,,,,,4.7,5.39,78.0,14.0,8.0,
-26.608583,-54.723624,,,,,,3.9,5.61,80.0,12.0,8.0,
-26.608583,-54.723624,,,,,,3.3,5.72,77.0,15.0,8.0,
-26.608583,-54.723624,,,,,,2.9,6.03,74.0,17.0,9.0,
-25.989731,-54.471244,,,,,,10.1,5.26,,,,
-25.989731,-54.471244,,,,,,6.9,5.5,78.0,21.0,1.0,
-25.989731,-54.471244,,,,,,6.1,5.7,79.0,14.0,7.0,
-25.989731,-54.471244,,,,,,3.5,5.89,76.0,17.0,6.0,
-25.989731,-54.471244,,,,,,3.2,5.94,81.0,16.0,3.0,
-25.989731,-54.471244,,,,,,3.0,6.02,85.0,12.0,3.0,
-34.570833,-65.249444,,,,,,1.3,9.69,,,,
-34.570833,-65.249444,,,,,,1.3,10.06,,,,
-27.75727,-55.765425,,,,,,63.7,4.87,72.0,23.0,5.0,
-27.75727,-55.765425,,,,,,32.5,4.6,81.0,17.0,2.0,
-27.75727,-55.765425,,,,,,17.8,4.69,82.0,16.0,3.0,
-27.75727,-55.765425,,,,,,11.3,4.57,82.0,16.0,2.0,
-27.75727,-55.765425,,,,,,14.8,4.69,83.0,15.0,2.0,
-27.75727,-55.765425,,,,,,6.2,4.92,84.0,15.0,1.0,
-35.040833,-65.525833,,,,,,2.1,7.17,5.0,13.0,82.0,
-35.040833,-65.525833,,,,,,0.4,8.45,,,,
-34.226389,-60.822223,,,,,,21.6,5.3,24.0,59.0,18.0,
-34.226389,-60.822223,,,,,,18.0,5.0,24.0,57.0,19.0,
-34.226389,-60.822223,,,,,,6.4,4.9,32.0,51.0,17.0,
-34.226389,-60.822223,,,,,,4.8,4.8,32.0,49.0,20.0,
-34.226389,-60.822223,,,,,,3.0,4.8,22.0,52.0,27.0,
-34.226389,-60.822223,,,,,,1.2,4.8,12.0,60.0,28.0,
-39.06004,-68.532511,,,,,,1.7,7.35,2.0,14.0,84.0,
-39.06004,-68.532511,,,,,,2.1,7.3,9.0,9.0,81.0,
-39.06004,-68.532511,,,,,,,7.6,16.0,12.0,72.0,
-39.06004,-68.532511,,,,,,,8.0,14.0,14.0,72.0,
-39.06004,-68.532511,,,,,,,7.6,6.0,7.0,88.0,
-39.080984,-68.588625,,,,,,4.4,7.75,17.0,16.0,67.0,
-39.080984,-68.588625,,,,,,0.6,8.35,2.0,6.0,92.0,
-39.080984,-68.588625,,,,,,1.3,9.3,8.0,10.0,82.0,
-39.080984,-68.588625,,,,,,6.4,9.3,14.0,5.0,81.0,
-39.065632,-68.552284,,,,,,2.9,7.95,2.0,11.0,87.0,
-39.065632,-68.552284,,,,,,1.7,7.8,9.0,6.0,86.0,
-39.065632,-68.552284,,,,,,,8.0,9.0,9.0,83.0,
-39.065632,-68.552284,,,,,,,8.75,1.0,2.0,88.0,
-39.080238,-68.589133,,,,,,3.7,7.45,1.0,14.0,86.0,
-39.080238,-68.589133,,,,,,3.8,7.7,1.0,13.0,87.0,
-39.080238,-68.589133,,,,,,,7.9,17.0,22.0,61.0,
-39.080238,-68.589133,,,,,,,8.25,20.0,37.0,43.0,
-39.080238,-68.589133,,,,,,,8.2,30.0,41.0,29.0,
-39.36215,-71.23032,,,,,,143.9,,,,,
-39.36215,-71.23032,,,,,,79.9,,8.0,26.0,67.0,
-39.36215,-71.23032,,,,,,70.5,,6.0,25.0,70.0,
-39.373213,-71.191805,,,,,,9.7,,5.0,19.0,76.0,
-39.373213,-71.191805,,,,,,6.5,,3.0,15.0,82.0,
-34.068687,-60.577078,,,,,,33.5,6.5,32.0,62.0,6.0,
-34.068687,-60.577078,,,,,,29.9,6.3,34.0,60.0,6.0,
-34.068687,-60.577078,,,,,,19.3,6.5,33.0,64.0,3.0,
-34.068687,-60.577078,,,,,,8.8,6.8,35.0,58.0,7.0,
-34.068687,-60.577078,,,,,,5.4,7.1,35.0,58.0,6.0,
-34.068687,-60.577078,,,,,,3.1,7.0,53.0,41.0,6.0,
-34.068687,-60.577078,,,,,,1.5,7.8,29.0,60.0,11.0,
-39.376707,-70.9334,,,,,,9.7,,5.0,32.0,64.0,
-39.376707,-70.9334,,,,,,8.7,,4.0,21.0,75.0,
-39.373441,-71.082226,,,,,,465.7,,,,,
-39.373441,-71.082226,,,,,,88.1,,32.0,38.0,30.0,
-33.670278,-65.369722,,,,,,2.1,8.6,,,,
-33.670278,-65.369722,,,,,,1.6,8.8,,,,
-33.670278,-65.369722,,,,,,1.2,9.2,5.0,11.0,85.0,
-33.670278,-65.369722,,,,,,1.2,9.0,,,,
-33.670278,-65.369722,,,,,,0.7,9.2,,,,
-34.317222,-65.231389,,,,,,0.9,8.85,5.0,9.0,86.0,
-34.317222,-65.231389,,,,,,0.4,8.8,5.0,7.0,88.0,
-34.107013,-60.58571,,,,,,21.8,6.1,25.0,61.0,15.0,
-34.107013,-60.58571,,,,,,23.3,6.2,26.0,61.0,12.0,
-34.107013,-60.58571,,,,,,10.3,6.6,29.0,57.0,14.0,
-34.107013,-60.58571,,,,,,7.2,6.9,42.0,46.0,13.0,
-34.107013,-60.58571,,,,,,4.4,7.0,33.0,53.0,14.0,
-34.107013,-60.58571,,,,,,3.2,7.1,30.0,50.0,20.0,
