departamento_nombre,coords,organic_carbon,ph,clay,silt,sand
Rinconada,"(-66.52972222, -22.71972222)",5.0,6.75,6.5,36.0,57.5
Rivadavia,"(-62.89999999999999, -24.234166665714287)",13.857142857142858,7.285714285714286,43.0,40.857142857142854,16.142857142857142
Rojas,"(-60.818106872345794, -34.19457424901232)",8.99685534591195,6.958024691358025,24.440993788819874,53.35403726708075,22.267080745341616
Rosario,"(-60.63451093333332, -33.23526217600001)",6.3,6.874666666666667,29.5,65.25,5.25
Rosario de Lerma,"(-65.53888858333333, -24.944444583333325)",8.366666666666667,,17.5,42.75,39.75
Rosario de la Frontera,"(-65.049333, -25.891472)",9.475,7.1225,,,
Río Chico,"(-71.07703640666669, -47.93366507333334)",7.075,8.1,19.636363636363637,14.181818181818182,66.27272727272727
Río Cuarto,"(-64.48334684782606, -32.75838619565217)",11.408,7.367391304347826,15.024390243902438,54.90243902439025,30.121951219512194
Río Grande,"(-68.31356407333334, -53.360818121212134)",42.56969696969697,6.747999999999999,21.583333333333332,36.333333333333336,42.083333333333336
Río Hondo,"(-64.69972222, -27.549722219999996)",4.666666666666667,7.3999999999999995,6.0,42.666666666666664,51.333333333333336
Río Primero,"(-63.40106595744679, -31.149902127659587)",9.741935483870968,7.8999999999999995,25.170212765957448,52.702127659574465,22.404255319148938
Río Segundo,"(-63.554134440655744, -31.82812806557377)",7.8641509433962264,7.038688524590164,21.551724137931036,53.55172413793103,24.96551724137931
Río Senguer,"(-70.82984899428573, -44.96976903142858)",39.733333333333334,6.485714285714286,13.0,16.153846153846153,70.92307692307692
Saavedra,"(-62.43627673333336, -37.740508674000004)",14.873333333333333,6.696666666666667,22.125,30.041666666666668,48.083333333333336
Saladillo,"(-59.94630027272728, -35.681138999999995)",6.918181818181819,8.754545454545454,22.363636363636363,34.90909090909091,42.90909090909091
Salavina,"(-63.107142857142854, -28.957142857142856)",8.371428571428572,8.3,7.428571428571429,36.142857142857146,56.42857142857143
Salliqueló,"(-63.028571428571425, -36.657023808571424)",8.2,7.3,15.0,30.714285714285715,54.285714285714285
Salto,"(-60.3091480332904, -34.281880596387126)",8.531612903225808,6.759440559440559,27.11842105263158,55.7171052631579,17.30921052631579
San Andrés de Giles,"(-59.47152543529412, -34.4484495588235)",8.330722891566266,7.442352941176471,33.141975308641975,55.166666666666664,11.83435582822086
San Antonio,"(-65.30108162, -41.075154051645576)",5.546835443037975,7.891666666666667,14.46376811594203,23.6231884057971,61.927536231884055
San Antonio de Areco,"(-59.638088012986984, -34.28904567532466)",8.405333333333333,7.2187012987012995,34.2972972972973,55.75675675675676,10.108108108108109
San Carlos,"(-67.939787625, -30.916762207499993)",7.1875,6.933333333333334,23.5,37.0,58.5
San Cayetano,"(-59.54820410434785, -38.439380073913064)",28.23913043478261,7.0260869565217385,26.23076923076923,25.94871794871795,47.46153846153846
San Cosme,"(-58.55929789393933, -27.38119872727273)",4.00909090909091,6.131818181818182,22.151515151515152,18.742424242424242,59.21212121212121
San Cristóbal,"(-61.69567611504426, -30.365011672566347)",6.743362831858407,7.323529411764706,35.52212389380531,58.70796460176991,6.008849557522124
San Ignacio,"(-55.42262090909091, -27.181448454545457)",4.990909090909091,4.927272727272728,47.09090909090909,10.727272727272727,42.18181818181818
San Javier,"(-63.30146405882353, -31.375422882352943)",7.8,7.377777777777778,16.0,34.705882352941174,49.470588235294116
San Jerónimo,"(-61.009156232558134, -32.19037460465116)",4.9452380952380945,7.11953488372093,33.09756097560975,62.390243902439025,4.682926829268292
San Justo,"(-61.85877215099994, -31.25730184099998)",7.07391304347826,7.17,31.636363636363637,57.78787878787879,10.737373737373737
San Lorenzo,"(-61.05817145454546, -32.80544918181818)",7.918181818181818,6.719090909090909,25.666666666666668,69.77777777777777,4.666666666666667
San Luis del Palmar,"(-58.39406542857141, -27.463065428571436)",6.766666666666667,7.764285714285714,19.583333333333332,16.666666666666668,63.833333333333336
San Martín,"(-59.863181953020174, -30.613759469798644)",5.8040816326530615,6.351830985915493,23.119718309859156,44.829787234042556,32.33802816901409
San Miguel,"(-57.22145442857145, -27.59568759523811)",4.915,5.8619047619047615,23.166666666666668,16.738095238095237,60.357142857142854
San Nicolás,"(-60.260096340425555, -33.46957510638297)",6.155813953488372,7.342553191489362,31.431818181818183,62.15909090909091,6.75
San Pedro,"(-57.96820584357142, -31.124683450000006)",8.573571428571428,6.575441176470588,41.13740458015267,44.54961832061068,14.473282442748092
San Rafael,"(-67.82659661961725, -34.67880266507175)",2.6705741626794257,,,,
San Roque,"(-58.66845722222222, -28.702124296296308)",4.54074074074074,6.748148148148148,22.77777777777778,22.14814814814815,55.148148148148145
San Salvador,"(-58.493896290322546, -31.588305419354825)",11.033333333333333,7.122580645161291,40.96774193548387,51.354838709677416,7.645161290322581
San Vicente,"(-58.47074066666667, -35.02481466666667)",10.144444444444444,6.962222222222222,29.333333333333332,53.666666666666664,17.0
Santa Bárbara,"(-64.5641, -23.7505)",21.3,,64.0,22.0,14.0
Santa Rosa,"(-67.6375042413793, -33.03844527586209)",3.4379310344827587,8.61,5.333333333333333,43.666666666666664,51.333333333333336
Santo Tomé,"(-56.36267162499998, -27.991642499999994)",11.87027027027027,4.585,28.825,25.175,46.125
Sarmiento,"(-68.99695428400003, -41.0263017952)",7.56,7.98952380952381,21.5,19.38888888888889,59.166666666666664
Sauce,"(-58.72511645454545, -29.984378636363633)",6.127272727272728,7.681818181818182,35.0,46.18181818181818,19.0
Silípica,"(-64.116667, -28.044444666666667)",2.766666666666666,,5.5,43.333333333333336,51.166666666666664
Simoca,"(-65.36166532499996, -27.328665150000006)",4.0075,7.8025,9.472222222222221,42.083333333333336,48.44444444444444
Sobremonte,"(-63.983325, -29.929175)",15.440000000000001,7.1499999999999995,26.3,56.7,17.5
Suipacha,"(-59.68088586046519, -34.779298546511605)",8.751162790697675,7.852325581395348,23.325581395348838,59.7906976744186,17.011627906976745
Tafí Viejo,"(-65.18868075, -26.723576375000004)",9.225,7.6,,,
Tala,"(-59.25150374324327, -32.1194895810811)",12.247297297297298,7.317837837837837,44.31944444444444,50.52777777777778,5.138888888888889
Tandil,"(-59.3167020909091, -37.24775658545454)",13.18421052631579,7.870909090909091,33.1875,33.0,33.9375
Tapalqué,"(-59.822185999999995, -36.364695499999996)",20.0,7.5225,36.666666666666664,26.5,31.5
Tehuelches,"(-71.02642319047617, -44.16247890476192)",25.76666666666667,7.45,13.75,16.416666666666668,69.91666666666667
Tercero Arriba,"(-63.7935473952941, -32.25857713058823)",8.270454545454545,7.416470588235294,16.515151515151516,51.24242424242424,32.42424242424242
Tinogasta,"(-67.44972222, -28.219722220000005)",6.333333333333333,7.933333333333333,16.666666666666668,33.0,50.333333333333336
Toay,"(-64.68888866666667, -36.661111)",5.308333333333334,7.3,17.25,57.0,25.75
Tolhuin,"(-67.53126998285714, -54.46420620571429)",60.08571428571428,5.9875,24.46153846153846,27.0,48.53846153846154
Tordillo,"(-57.304283255, -36.30356129416666)",34.418181818181814,8.081249999999999,50.0,24.085714285714285,30.2
Tornquist,"(-62.354590641176465, -38.181885767058816)",9.16875,7.976470588235294,23.866666666666667,25.933333333333334,50.53333333333333
Totoral,"(-64.10896435416664, -30.78777441666666)",11.307142857142859,7.12625,23.065217391304348,52.47826086956522,24.565217391304348
Trancas,"(-65.44972222, -26.12)",4.666666666666667,7.333333333333333,10.666666666666666,30.333333333333332,59.0
Trenel,"(-64.19264717647059, -35.59955888294118)",10.241176470588234,7.183333333333334,15.0,27.833333333333332,57.25
Trenque Lauquen,"(-62.50972222, -36.38972222)",15.0,7.82,17.0,25.6,57.4
Tres Arroyos,"(-60.098355890666674, -38.489948417333316)",8.856666666666666,6.98,24.366666666666667,32.733333333333334,43.1
Tulumba,"(-64.588889, -30.008083)",10.1,7.53,,,
Tunuyán,"(-69.22824936363637, -33.60455890909091)",3.0545454545454547,,3.25,5.625,91.125
Tupungato,"(-69.296467, -33.186564)",4.4,,,,
Ullum,"(-68.6174, -31.1524)",1.2,8.075,6.0,16.0,77.75
Unión,"(-62.77665768333333, -32.69359067222226)",6.909883720930233,7.848166666666667,18.976047904191617,55.377245508982035,25.820359281437124
Uruguay,"(-58.35949311627909, -32.62571774418606)",11.583333333333334,7.043023255813954,36.470588235294116,33.088235294117645,30.735294117647058
Ushuaia,"(-67.21588908800001, -54.883889088000004)",67.49,6.425,19.0,44.5,36.5
Utracán,"(-64.97265433962964, -37.24455239481481)",4.4185185185185185,7.858620689655172,8.375,19.083333333333332,72.66666666666667
Valcheta,"(-66.21428242571429, -40.81478634619046)",3.2547619047619043,7.5200000000000005,10.820512820512821,26.153846153846153,63.15384615384615
Valle Fértil,"(-67.34277272727273, -31.004594949090915)",2.033333333333333,8.354545454545455,7.454545454545454,18.818181818181817,73.81818181818181
Valle Viejo,"(-65.716667, -28.433333)",12.666666666666666,8.366666666666667,,,
Vera,"(-60.38295687500005, -29.082739925)",11.4525,7.869047619047619,35.507462686567166,46.91044776119403,17.71641791044776
Victoria,"(-60.095536553191565, -32.53125878723409)",8.930851063829786,6.804574468085106,31.0531914893617,58.659574468085104,10.382978723404255
Villaguay,"(-59.10065409000003, -31.696664588888865)",13.85056179775281,7.442333333333334,41.48837209302326,54.76744186046512,3.7790697674418605
Villarino,"(-62.67585449063665, -39.12709374790269)",5.833596837944665,8.310377358490566,14.879581151832461,21.523316062176164,63.8860103626943
Vinchina,"(-68.09972222, -28.64972222)",,7.7,6.0,3.6666666666666665,90.33333333333333
Yavi,"(-65.6549655, -22.262937)",10.55,,7.0,8.0,85.0
Zapala,"(-69.87115225925925, -38.99517074074075)",5.491666666666667,9.98,11.62962962962963,12.703703703703704,75.81481481481481
Zárate,"(-59.13666946153845, -34.10171176923076)",7.015384615384616,6.630769230769231,34.68421052631579,56.36842105263158,9.026315789473685
Ñorquinco,"(-70.42029588, -41.70897888000001)",7.152,7.4,16.24,17.56,66.36
Ñorquín,"(-70.68128474624997, -37.53421891625)",40.05,6.616666666666667,12.785714285714286,18.357142857142858,69.03571428571429
