layer_id,profile_identifier,layer_identifier,top,bottom,designation,bulk_density,ca_co3,coarse_fragments,ecec,conductivity,organic_carbon,ph,clay,silt,sand,water_retention
50378,216283,1072422,12,22,S/D,,,,,0,13,7.2,20,18,62,
50379,216283,1072423,0,12,S/D,,,,,0,21,7.2,8,24,68,
50380,216283,1072424,75,125,S/D,,,,,0,12,7.8,22,19,59,
50381,216284,1072425,19,45,S/D,,,,,0,0,7.5,6,5,89,
50382,216284,1072426,0,4,S/D,,,,,0,3,7.2,10,11,79,
50383,216284,1072427,4,19,S/D,,,,,0,0,7.5,8,1,91,
50384,216285,1072428,26,46,S/D,,,,,0.1,4,8.4,36,15,49,
50385,216285,1072429,9,26,S/D,,,,,0.1,6,8.4,32,11,57,
50386,216285,1072430,0,9,S/D,,,,,0.1,20,7.4,16,19,65,
50387,216286,1072431,55,75,S/D,,0,,,0,3,5.5,26,21,53,
50388,216286,1072432,75,102,S/D,,0,,,0,2,5.7,16,17,67,
50389,216286,1072433,102,125,S/D,,0,,,0,0,5.9,12,21,67,
50390,216286,1072434,29,55,S/D,,0,,,0,4,5.3,28,19,53,
50391,216286,1072435,10,29,S/D,,0,,,0,10,5.5,24,21,55,
50392,216286,1072436,0,10,S/D,,0,,,0,39,4.8,22,25,53,
50393,216287,1072437,8,15,S/D,,0,,,0,6,5.5,26,15,59,
50394,216287,1072438,0,8,S/D,,0,,,0,14,5.8,26,9,65,
50395,216287,1072439,15,27,S/D,,0,,,0,3,5.4,30,19,51,
50396,216288,1072440,0,11,S/D,,0,,,0.2,17,4.8,22,19,59,
50397,216289,1072441,48,74,S/D,,0,,,0,4,6.9,26,21,53,
50398,216289,1072442,74,78,S/D,,,,,0,2,7.4,28,19,53,
50399,216289,1072443,33,48,S/D,,0,,,0,4,6.5,24,17,59,
50400,216289,1072444,4,33,S/D,,0,,,0,5,5.8,22,25,53,
50401,216289,1072445,0,4,S/D,,0,,,0.2,15,4.8,20,25,55,
50402,216290,1072446,0,11,S/D,,0,,,0,4,6.7,23,15,62,
50403,216290,1072447,51,65,S/D,,0,,,0,7,6.6,18,16,66,
50404,216290,1072448,42,51,S/D,,0,,,0,9,6.3,16,15,69,
50405,216290,1072449,65,999,S/D,,0,,,0,0,6.7,20,16,64,
50406,216290,1072450,22,42,S/D,,0,,,0,14,6,18,19,63,
50407,216290,1072451,11,22,S/D,,0,,,0.1,21,5.8,19,19,62,
50408,216291,1072452,70,85,S/D,,0,,,0,0,6.1,28,38,34,
50409,216291,1072453,38,70,S/D,,0,,,0,1,5.7,26,42,32,
50410,216291,1072454,0,11,S/D,,0,,,0,10,5.7,8,22,70,
50411,216291,1072455,11,19,S/D,,0,,,0,6,5.7,10,26,64,
50412,216291,1072456,19,38,S/D,,0,,,0,2,5.9,12,28,60,
50413,216292,1072457,0,10,S/D,,,,,0.1,17,8.4,32,14,54,
50414,216292,1072458,10,27,S/D,,,,,0.2,16,8.6,34,18,48,
50415,216292,1072459,27,75,S/D,,,,,0.4,4,9.6,30,24,46,
50416,216293,1072460,22,62,S/D,,,,,0.1,8,8.3,32,16,52,
50417,216293,1072461,5,22,S/D,,,,,0.1,20,8.2,32,20,48,
50418,216293,1072462,0,5,S/D,,,,,0.1,23,8.1,30,18,52,
50419,216294,1072463,16,30,S/D,,0,,,0,3,5.7,12,22,66,
50420,216294,1072464,49,61,S/D,,0,,,0,2,5.9,18,18,64,
50421,216294,1072465,61,85,S/D,,0,,,0,1,6,18,18,64,
50422,216294,1072466,30,49,S/D,,0,,,0,2,5.8,12,20,68,
50423,216294,1072467,0,16,S/D,,0,,,0,9,5.7,14,18,68,
50424,216295,1072468,5,18,S/D,,0,,,0,5,6.3,12,16,72,
50425,216295,1072469,0,5,S/D,,0,,,0,15,5.8,16,20,64,
50426,216295,1072470,18,35,S/D,,0,,,0,9,6.7,49,8,43,
50427,216296,1072471,50,75,S/D,,0,,,0,3,6.5,35,4,61,
50428,216296,1072472,0,17,S/D,,0,,,0.1,5,4.2,21,4,75,
50429,216296,1072473,17,50,S/D,,0,,,0,2,6,33,12,55,
50430,216296,1072474,75,100,S/D,,0,,,0.1,2,6.5,35,0,65,
50431,216296,1072475,100,125,S/D,,0,,,0.1,1,6.5,39,6,55,
50432,216297,1072476,0,5,S/D,,0,,,0.1,7,6.6,13,22,65,
50433,216297,1072477,60,67,S/D,,,,,0.5,0,8.4,13,12,75,
50434,216297,1072478,41,60,S/D,,,,,0.5,2,7.5,47,14,39,
50435,216297,1072479,25,41,S/D,,,,,0.1,3,7.4,25,20,55,
50436,216297,1072480,5,25,S/D,,,,,0,7,7.4,19,16,65,
50437,216298,1072481,49,55,S/D,,35,,,0.4,1,8.5,25,16,59,
50438,216298,1072482,55,68,S/D,,30,,,0,2,7.4,51,14,35,
50439,216298,1072483,11,27,S/D,,15,,,0.1,6,6.2,21,16,63,
50440,216298,1072484,0,11,S/D,,27,,,0,8,6.2,19,16,65,
50441,216298,1072485,27,49,S/D,,31,,,0.1,51,6.4,35,14,51,
50442,216299,1072486,21,39,S/D,,0,,,0,7,6.3,27,16,57,
50443,216299,1072487,0,3,S/D,,0,,,0,4,6.2,33,16,51,
50444,216299,1072488,39,71,S/D,,0,,,0,3,6.3,31,26,43,
50445,216299,1072489,3,21,S/D,,,,,0.3,12,8.4,33,22,45,
50446,216300,1072490,0,6,S/D,,0,,,0.1,9,4.7,28,42,30,
50447,216300,1072491,90,115,S/D,,0,,,0,0,6.5,26,16,58,
50448,216300,1072492,51,90,S/D,,0,,,0,0,6.2,28,24,48,
50449,216300,1072493,15,51,S/D,,0,,,0,0,5.7,42,18,40,
50450,216300,1072494,6,15,S/D,,0,,,0,7,4.9,36,28,36,
50451,216301,1072495,5,24,S/D,,20,,,0.1,6,7.1,24,12,64,
50452,216301,1072496,0,5,S/D,,15,,,0.1,18,6.5,34,22,44,
50453,216301,1072497,24,40,S/D,,20,,,0.1,2,8.4,16,10,74,
50454,216302,1072498,71,105,S/D,,,,,0.2,1,8.4,44,26,30,
50455,216302,1072499,27,51,S/D,,,,,0.1,5,7.9,42,16,42,
50456,216302,1072500,12,27,S/D,,20,,,0.1,5,7.5,34,16,50,
50457,216302,1072501,0,12,S/D,,17,,,0.1,8,7.2,24,14,62,
50458,216302,1072502,51,71,S/D,,,,,0.2,2,8,14,24,62,
50459,216303,1072503,10,21,S/D,,0,,,0.1,18,6.9,28,24,48,
50460,216303,1072504,21,40,S/D,,0,,,0.1,12,6.9,28,18,54,
50461,216303,1072505,0,10,S/D,,0,,,0.1,22,6.8,18,18,64,
50462,216303,1072506,40,61,S/D,,,,,0.1,9,7.2,34,20,46,
50463,216304,1072507,21,36,S/D,,775,,,0.2,5,8,12,8,80,
50464,216304,1072508,0,21,S/D,,167,,,0.1,15,8,24,26,50,
50465,216305,1072552,0,14,S/D,,239,,,0.1,19,8.1,14,27,59,
50466,216306,1072553,0,9,S/D,,,,,0.1,17,8,10,9,81,
50467,216307,1072554,0,18,S/D,,327,,,0.2,14,8,12,14,74,
50468,216308,1072555,27,49,S/D,,69,,,0.1,4,8,2,4,94,
50469,216308,1072556,0,6,S/D,,12,,,0.1,4,8,4,1,95,
50470,216308,1072557,6,27,S/D,,45,,,0.1,5,8.1,6,4,90,
50471,216308,1072558,80,105,S/D,,175,,,0.3,2,8.7,6,18,76,
50472,216308,1072559,49,80,S/D,,165,,,0.2,3,8.5,4,6,90,
50473,216308,1072560,105,125,S/D,,153,,,0.1,2,8.6,4,6,90,
50474,216309,1072561,0,12,S/D,,,,,0.1,16,8.2,16,22,62,
50475,216310,1072562,0,21,S/D,,257,,,0.2,21,7.9,12,15,73,
50476,216311,1072563,0,10,S/D,,,,,0.2,20,8,18,16,66,
50477,216312,1072564,72,90,S/D,,349,,,0.2,7,8.3,30,20,50,
50478,216312,1072565,27,49,S/D,,262,,,0.2,11,8.2,28,22,50,
50479,216312,1072566,11,27,S/D,,175,,,0.2,14,8.1,40,27,33,
50480,216312,1072567,0,11,S/D,,,,,0.1,23,8.2,24,29,47,
50481,216312,1072568,49,72,S/D,,252,,,0.2,10,8.1,36,18,46,
50482,216312,1072569,90,125,S/D,,,,,0.2,6,8.3,24,21,55,
50483,216313,1072570,0,15,S/D,,320,,,0.1,13,8.5,34,21,45,
50484,216313,1072571,15,46,S/D,,349,,,0.2,12,8.4,12,45,43,
50485,216314,1072573,0,14,S/D,,,,,0.1,4,8.2,12,20,68,
50486,216315,1072574,0,12,S/D,,,,,0.1,9,8.3,14,17,69,
50487,216316,1072575,50,78,S/D,,604,,,0.1,7,8.2,24,2,74,
50488,216316,1072576,0,21,S/D,,155,,,0.1,16,8.2,26,33,41,
50489,216316,1072577,21,29,S/D,,247,,,0.2,14,8,38,21,41,
50490,216316,1072578,78,101,S/D,,170,,,0.1,3,8.3,26,10,64,
50491,216316,1072579,101,125,S/D,,582,,,0.1,2,8.3,18,6,76,
50492,216316,1072580,29,50,S/D,,340,,,0.2,12,8.1,30,14,56,
50493,216317,1072581,0,23,S/D,,272,,,0.1,9,8.5,20,27,53,
50494,216317,1072582,33,49,S/D,,480,,,0.3,6,8,22,12,66,
50495,216317,1072583,49,68,S/D,,451,,,0.8,5,7.9,20,12,68,
50496,216317,1072584,23,33,S/D,,,,,0.2,8,8.2,16,9,75,
50497,216318,1072585,15,36,S/D,,65,,,0,3,8.3,7,73,20,
50498,216318,1072586,0,15,S/D,,116,,,0.3,15,7.9,12,72,16,
50499,216319,1072587,45,72,S/D,,80,,,2.8,3,7.7,8,48,44,
50500,216319,1072588,72,97,S/D,,39,,,2.5,2,7.7,8,14,78,
50501,216319,1072589,15,45,S/D,,41,,,2.4,4,7.6,54,34,12,
50502,216319,1072590,0,15,S/D,,325,,,0,9,7.7,28,58,14,
50503,216319,1072591,97,125,S/D,,36,,,2.4,1,7.7,4,10,86,
50504,216320,1072592,56,71,S/D,,774,,,1,7,7.7,16,14,70,
50505,216320,1072593,87,110,S/D,,558,,,0.4,2,8.2,38,12,50,
50506,216320,1072594,0,17,S/D,,427,,,0.2,14,7.9,30,20,50,
50507,216320,1072595,17,39,S/D,,432,,,0.2,15,7.9,26,16,58,
50508,216320,1072596,71,87,S/D,,649,,,0.5,3,8,18,14,68,
50509,216320,1072597,39,56,S/D,,487,,,0.7,12,7.7,32,14,54,
50510,216321,1072598,17,30,S/D,,13,,,2.3,6,7.6,11,63,26,
50511,216321,1072599,0,17,S/D,,15,,,2.2,8,7.5,9,63,28,
50512,216322,1072600,54,80,S/D,,359,,,0.2,8,8.1,40,12,48,
50513,216322,1072601,80,99,S/D,,413,,,0.2,6,8.1,2,4,94,
50514,216322,1072602,16,35,S/D,,277,,,0.3,7,7.9,48,18,34,
50515,216322,1072603,35,54,S/D,,138,,,0.2,11,7.8,44,18,38,
50516,216322,1072604,99,131,S/D,,485,,,0.2,3,8.1,30,10,60,
50517,216322,1072605,0,16,S/D,,344,,,0.2,16,8.2,48,28,24,
50518,216323,1072606,35,53,S/D,,36,,,0.4,12,7.7,30,31,39,
50519,216323,1072607,17,35,S/D,,23,,,0.3,20,7.8,30,31,39,
50520,216323,1072608,0,17,S/D,,396,,,0.2,20,8.2,30,24,46,
50521,216324,1072615,0,20,S/D,,,,,0.7,23,7.7,30,26,44,
50522,216324,1072616,20,47,S/D,,259,,,0.3,15,8.1,26,18,56,
50523,216324,1072617,47,76,S/D,,414,,,1.2,13,7.9,26,28,46,
50524,216324,1072618,76,97,S/D,,408,,,1.8,6,7.9,28,18,54,
50525,216324,1072619,97,125,S/D,,416,,,1.6,5,8.1,28,29,43,
50526,216325,1072620,36,51,S/D,,279,,,0.2,11,8,40,18,42,
50527,216325,1072621,70,88,S/D,,,,,0.2,7,8.3,40,18,42,
50528,216325,1072622,88,110,S/D,,,,,0.2,5,8.4,40,21,39,
50529,216325,1072623,51,70,S/D,,51,,,0.2,10,8.2,48,23,29,
50530,216325,1072624,20,36,S/D,,325,,,0,13,8.2,52,28,20,
50531,216325,1072625,0,20,S/D,,358,,,0.2,13,8.2,44,36,20,
50532,216326,1072626,0,22,S/D,,,,,0.2,19,8.3,32,49,19,
50533,216326,1072627,80,105,S/D,,,,,0.7,24,7.7,40,30,30,
50534,216326,1072628,105,130,S/D,,,,,0.9,22,7.6,38,34,28,
50535,216326,1072629,58,80,S/D,,,,,0.7,23,7.6,30,42,28,
50536,216326,1072630,41,58,S/D,,,,,0.8,23,7.6,32,35,33,
50537,216326,1072631,22,41,S/D,,,,,0.8,22,7.7,38,34,28,
50538,216327,1072632,44,63,S/D,,,,,0.8,11,7.8,34,20,46,
50539,216327,1072633,103,127,S/D,,,,,0.9,2,7.8,10,22,68,
50540,216327,1072634,78,103,S/D,,,,,0.9,6,7.8,42,22,36,
50541,216327,1072635,0,18,S/D,,,,,0.3,28,8.2,36,37,27,
50542,216327,1072636,18,44,S/D,,,,,0.6,13,8,44,26,30,
50543,216327,1072637,63,78,S/D,,,,,0.8,9,7.7,30,22,48,
50544,216328,1072638,41,56,S/D,,,,,0.1,16,8.1,18,22,60,
50545,216328,1072639,90,125,S/D,,,,,0.1,3,8.3,30,35,35,
50546,216328,1072640,18,41,S/D,,,,,0.2,15,8,36,25,39,
50547,216328,1072641,56,71,S/D,,,,,0.1,11,8.3,48,27,25,
50548,216328,1072642,0,18,S/D,,,,,0.2,16,7.9,44,31,25,
50549,216328,1072643,71,90,S/D,,,,,0.2,6,8.1,18,25,57,
50550,216329,1072674,104,125,S/D,,,,,0.2,1,8.5,6,18,76,
50551,216329,1072675,79,104,S/D,,,,,0.2,2,8.6,28,28,44,
50552,216329,1072676,28,51,S/D,,,,,0.2,5,8.2,22,22,56,
50553,216329,1072677,0,28,S/D,,,,,0.2,9,8,18,22,60,
50554,216329,1072678,51,79,S/D,,,,,0.2,2,8.4,22,28,50,
50555,216330,1072679,0,18,S/D,,,,,1.8,13,8,12,62,26,
50556,216330,1072680,18,34,S/D,,,,,2.2,3,8,12,36,52,
50557,216331,1072681,64,85,S/D,,,,,2.7,1,9,12,28,60,
50558,216331,1072682,0,4,S/D,,,,,1.9,16,7.9,14,50,36,
50559,216331,1072683,21,47,S/D,,75,,,2.3,2,8.8,12,30,58,
50560,216331,1072684,47,64,S/D,,,,,3.2,2,9.3,12,32,56,
50561,216331,1072685,4,21,S/D,,,,,1.8,5,8,12,22,66,
50562,216332,1072686,106,125,S/D,,,,,0.4,4,8.2,54,32,14,
50563,216332,1072687,55,82,S/D,,465,,,1.1,12,7.9,60,20,20,
50564,216332,1072688,38,55,S/D,,480,,,0.5,7,8,56,30,14,
50565,216332,1072689,0,20,S/D,,,,,0,7,8,64,24,12,
50566,216332,1072690,20,38,S/D,,,,,1.3,7,7.6,72,12,16,
50567,216332,1072691,82,106,S/D,,,,,0.6,9,8.1,60,24,16,
50568,216333,1072725,39,55,S/D,,696,,,0.1,19,8.5,50,6,44,
50569,216333,1072726,90,121,S/D,,732,,,0.1,0,8.7,42,20,38,
50570,216333,1072727,55,90,S/D,,744,,,0.1,5,8.6,34,15,51,
50571,216333,1072728,28,39,S/D,,384,,,0.2,25,8.2,64,18,18,
50572,216333,1072729,0,28,S/D,,96,,,0.3,37,7.9,64,14,22,
50573,216334,1072730,28,56,S/D,,162,,,0.2,4,8.8,54,30,16,
50574,216334,1072731,7,28,S/D,,156,,,0.2,6,8.5,54,32,14,
50575,216334,1072732,56,83,S/D,,156,,,0.3,2,8.9,58,30,12,
50576,216334,1072733,0,7,S/D,,144,,,0.2,10,8.4,48,32,20,
50577,216334,1072734,83,116,S/D,,162,,,2.1,2,8,58,34,8,
50578,216334,1072735,116,135,S/D,,156,,,2.6,0,8,58,26,16,
50579,216335,1072736,19,41,S/D,,720,,,0.1,10,8.6,18,66,16,
50580,216335,1072737,109,130,S/D,,720,,,0.1,2,9.1,10,76,14,
50581,216335,1072738,41,64,S/D,,768,,,0.1,1,9,10,78,12,
50582,216335,1072739,0,5,S/D,,420,,,0.2,39,8.3,18,66,16,
50583,216335,1072740,5,19,S/D,,456,,,0.2,21,8.5,20,62,18,
50584,216335,1072741,64,86,S/D,,768,,,0.1,0,9.1,10,76,14,
50585,216335,1072742,86,109,S/D,,832,,,0.1,0,9.1,8,58,34,
50586,216336,1072743,35,47,S/D,,0,,,0.1,16,6.1,65,16,19,
50587,216336,1072744,23,35,S/D,,,,,0.1,18,7.4,64,23,13,
50588,216336,1072745,0,23,S/D,,,,,0.1,33,8.2,57,21,22,
50589,216337,1072746,18,44,S/D,,228,,,0.2,11,8.8,52,30,18,
50590,216337,1072747,117,125,S/D,,252,,,1.5,4,8.6,44,40,16,
50591,216337,1072748,92,117,S/D,,234,,,1.6,8,8.4,50,37,13,
50592,216337,1072749,68,92,S/D,,216,,,1.4,9,8.5,54,30,16,
50593,216337,1072750,44,68,S/D,,240,,,0.7,9,8.6,52,32,16,
50594,216337,1072751,0,18,S/D,,228,,,0.2,17,8.4,42,32,26,
50595,216338,1072752,0,9,S/D,,,,,0.8,171,7.6,,,,
50596,216338,1072753,9,24,S/D,,,,,0.3,86,8,56,24,20,
50597,216338,1072754,24,36,S/D,,,,,0.3,55,8.2,44,34,22,
50598,216338,1072755,36,49,S/D,,828,,,0.2,29,8.3,,,,
50599,216338,1072756,49,65,S/D,,862,,,0.2,21,8.4,,,,
50600,216339,1072757,16,31,S/D,,,,,0.7,22,7.5,68,14,18,
50601,216339,1072758,31,45,S/D,,,,,0.7,21,7.4,65,13,22,
50602,216339,1072759,0,16,S/D,,,,,0.2,42,7.4,65,15,20,
50603,216340,1072760,5,24,S/D,,,,,0.3,38,7.6,52,14,34,
50604,216341,1072761,39,59,S/D,,216,,,1.8,10,8.2,52,18,30,
50605,216341,1072762,115,125,S/D,,240,,,1.3,4,8.7,34,44,22,
50606,216341,1072763,59,88,S/D,,192,,,2.8,8,8,45,25,30,
50607,216341,1072764,88,115,S/D,,216,,,2.8,6,8.1,47,23,30,
50608,216341,1072765,0,19,S/D,,228,,,0.2,37,8.4,51,29,20,
50609,216341,1072766,19,39,S/D,,228,,,0.5,23,8.6,48,22,30,
50610,216342,1072767,0,13,S/D,,0,,,1.1,0,5.9,,,,
50611,216343,1072768,16,34,S/D,,0,,,0,34,6.2,62,20,18,
50612,216343,1072769,0,16,S/D,,0,,,0.1,33,6.3,61,21,18,
50613,216343,1072770,34,61,S/D,,0,,,0,31,6.2,66,18,16,
50614,216343,1072771,61,75,S/D,,0,,,0,19,6.5,56,20,24,
50615,216344,1072772,63,88,S/D,,800,,,0.1,4,8.5,,,,
50616,216344,1072773,88,106,S/D,,825,,,0.1,3,8.6,,,,
50617,216344,1072774,38,63,S/D,,588,,,0.2,8,8.4,,,,
50618,216344,1072775,17,38,S/D,,504,,,0.1,15,8.5,26,18,56,
50619,216344,1072776,0,17,S/D,,420,,,0.1,16,8.4,22,20,58,
50620,216345,1072777,19,52,S/D,,663,,,0.1,16,8.6,20,16,64,
50621,216345,1072778,0,7,S/D,,408,,,0.2,32,8.2,18,18,64,
50622,216345,1072779,7,19,S/D,,372,,,0.2,30,8.3,18,20,62,
50623,216345,1072780,52,75,S/D,,825,,,0.1,9,8.5,,,,
50624,216346,1072781,0,16,S/D,,0,,,0.1,9,5.5,8,18,74,
50625,216347,1072782,0,21,S/D,,0,,,0.9,76,6.4,,,,
50626,216348,1072783,5,32,S/D,,684,,,0.3,14,8.6,8,22,70,
50627,216348,1072784,32,999,S/D,,216,,,2.6,1,8.1,4,32,64,
50628,216348,1072785,0,5,S/D,,684,,,0.1,16,8.5,10,24,66,
50629,216349,1072786,22,39,S/D,,756,,,0.3,30,8.1,22,44,34,
50630,216349,1072787,9,22,S/D,,,,,0.4,40,7.8,6,18,76,
50631,216349,1072788,0,9,S/D,,,,,0.7,66,7.5,12,62,26,
50632,216350,1072789,14,46,S/D,,546,,,0.9,15,8.3,11,25,64,
50633,216350,1072790,0,14,S/D,,528,,,0.1,19,8.6,14,24,62,
50634,216351,1072791,14,38,S/D,,498,,,0.3,12,8.3,20,26,54,
50635,216351,1072792,106,115,S/D,,486,,,0.4,11,8.2,,,,
50636,216351,1072793,81,106,S/D,,516,,,0.3,4,8.3,,,,
50637,216351,1072794,56,81,S/D,,564,,,0.3,6,8.3,,,,
50638,216351,1072795,38,56,S/D,,516,,,0.5,12,8.1,,,,
50639,216351,1072796,0,14,S/D,,,,,0.2,18,8.5,,,,
50640,216351,1072797,115,127,S/D,,378,,,0.4,19,8.2,,,,
50641,216352,1072798,7,29,S/D,,,,,0.3,57,7.7,41,19,40,
50642,216353,1072799,0,13,S/D,,,,,0.4,67,7.6,14,26,60,
50643,216354,1072800,0,14,S/D,,420,,,0.3,29,7.5,44,24,32,
50644,216355,1072801,80,110,S/D,,0,,,0.1,0,6.1,6,28,66,
50645,216355,1072802,61,80,S/D,,0,,,0,2,6,8,30,62,
50646,216355,1072803,52,61,S/D,,0,,,0,3,6.2,16,26,58,
50647,216355,1072804,21,52,S/D,,0,,,0.1,5,6.4,32,32,36,
50648,216355,1072805,0,21,S/D,,0,,,0.1,19,7,28,24,48,
50649,216356,1072806,27,55,S/D,,,,,0.1,10,8,52,24,24,
50650,216356,1072807,0,27,S/D,,,,,0.1,18,7.9,46,28,26,
50651,216356,1072808,80,101,S/D,,465,,,0.1,4,8.1,46,24,30,
50652,216356,1072809,101,125,S/D,,,,,0.1,3,8.1,48,26,26,
50653,216356,1072810,55,80,S/D,,,,,0.1,7,8,54,22,24,
50654,216357,1072811,36,48,S/D,,,,,0.1,17,8.1,56,22,22,
50655,216357,1072812,0,19,S/D,,,,,0.2,30,7.8,46,30,24,
50656,216357,1072813,19,36,S/D,,425,,,0.1,25,7.9,54,22,24,
50657,216358,1072819,115,130,S/D,,,,,3.8,0,8.4,24,4,72,
50658,216358,1072820,0,25,S/D,,,,,3.6,3,8.6,44,20,36,
50659,216358,1072821,25,45,S/D,,,,,3.8,3,8.5,20,14,66,
50660,216358,1072822,45,115,S/D,,,,,2.5,0,8.7,8,15,77,
50661,216359,1072823,55,80,S/D,,,,,0.1,8,8.6,28,24,48,
50662,216359,1072824,36,55,S/D,,195,,,0.1,13,8.6,14,22,64,
50663,216359,1072825,0,36,S/D,,88,,,0.1,13,8.5,12,14,74,
50664,216360,1072826,0,15,S/D,,52,,,0.2,23,8.3,22,12,66,
50665,216361,1072827,110,135,S/D,,309,,,0.1,0,9.4,2,4,94,
50666,216361,1072828,0,45,S/D,,393,,,0.2,1,8.9,4,2,94,
50667,216361,1072829,45,75,S/D,,476,,,0.1,0,9.4,4,2,94,
50668,216361,1072830,75,88,S/D,,500,,,0.1,1,9.3,6,0,94,
50669,216361,1072831,88,110,S/D,,452,,,0.1,0,9.5,6,0,94,
50670,216362,1072832,0,35,S/D,,,,,0.4,4,8,16,15,69,
50671,216363,1072833,54,67,S/D,,,,,0.1,2,7.6,22,16,62,
50672,216363,1072834,0,27,S/D,,0,,,0.1,12,6.3,56,17,27,
50673,216363,1072835,27,54,S/D,,0,,,0.1,3,6.9,48,14,38,
50674,216364,1072836,0,15,S/D,,0,,,0.1,33,5.8,40,33,27,
50675,216365,1072837,50,66,S/D,,,,,0.1,3,8.4,38,29,33,
50676,216365,1072838,31,50,S/D,,,,,0.1,5,8,36,21,43,
50677,216365,1072839,0,31,S/D,,,,,0.2,23,7.8,22,31,47,
50678,216365,1072840,66,125,S/D,,,,,0.1,3,8.4,42,27,31,
50679,216366,1072841,0,31,S/D,,,,,8.5,5,8.8,40,34,26,
50680,216367,1072842,33,59,S/D,,,,,0.6,6,8.6,56,20,24,
50681,216367,1072843,0,33,S/D,,,,,0.2,13,8.1,48,28,24,
50682,216367,1072844,59,84,S/D,,,,,1.5,6,8.6,58,20,22,
50683,216367,1072845,84,125,S/D,,,,,1.6,3,8.6,58,24,18,
50684,216368,1072846,53,87,S/D,,,,,0.2,15,8.8,46,18,36,
50685,216368,1072847,25,53,S/D,,,,,0.2,20,8.4,50,16,34,
50686,216368,1072848,87,125,S/D,,205,,,0.2,11,9.1,30,18,52,
50687,216368,1072849,0,25,S/D,,62,,,0.1,5,8.7,6,20,74,
50688,216369,1072850,0,40,S/D,,,,,0.1,11,7.8,42,25,33,
50689,216369,1072851,61,106,S/D,,357,,,0.7,2,8.6,20,8,72,
50690,216369,1072852,106,128,S/D,,524,,,0.4,1,9.1,12,14,74,
50691,216369,1072853,40,61,S/D,,,,,0.2,2,9.2,30,16,54,
50692,216370,1072854,83,102,S/D,,209,,,0.2,1,8.8,26,28,46,
50693,216370,1072855,52,83,S/D,,,,,0.2,2,8.8,28,24,48,
50694,216370,1072856,32,52,S/D,,,,,0.1,7,8.5,44,25,31,
50695,216370,1072857,0,32,S/D,,,,,0.1,12,8.3,42,25,33,
50696,216370,1072858,102,128,S/D,,314,,,0.2,0,9,28,24,48,
50697,216371,1072859,94,125,S/D,,238,,,0.5,1,9,40,33,27,
50698,216371,1072860,61,94,S/D,,293,,,0.6,2,9,38,24,38,
50699,216371,1072861,32,61,S/D,,238,,,0.3,5,8.6,40,22,38,
50700,216372,1072862,23,52,S/D,,,,,0.1,2,8.7,6,9,85,
50701,216372,1072863,0,23,S/D,,,,,0.2,5,9,6,4,90,
50702,216372,1072864,52,75,S/D,,,,,0.2,2,8,30,7,63,
50703,216373,1072865,12,48,S/D,,,,,0,2,7.2,6,5,89,
50704,216373,1072866,0,12,S/D,,,,,0,2,7.3,4,5,91,
50705,216373,1072867,48,75,S/D,,0,,,0,1,7,20,5,75,
50706,216373,1072868,75,125,S/D,,,,,0,1,7.2,16,5,79,
50707,216374,1072869,72,125,S/D,,0,,,0,1,6.8,18,7,75,
50708,216374,1072870,46,72,S/D,,,,,0,1,7.6,18,5,77,
50709,216374,1072871,30,46,S/D,,,,,0,1,7.7,20,5,75,
50710,216374,1072872,11,30,S/D,,,,,0.1,1,8,10,3,87,
50711,216374,1072873,0,11,S/D,,,,,0.1,2,8.6,2,9,89,
50712,216375,1072874,40,50,S/D,,,,,0.1,14,7.4,20,7,73,
50713,216375,1072875,0,4,S/D,,,,,0.3,28,8,19,18,63,
50714,216375,1072876,4,20,S/D,,,,,0.2,25,7.4,24,17,59,
50715,216375,1072877,50,125,S/D,,0,,,0.1,4,5.1,40,11,49,
50716,216375,1072878,20,40,S/D,,,,,0.1,17,7.4,18,15,67,
50717,216376,1072879,29,53,S/D,,,,,0.1,5,7.5,52,16,32,
50718,216376,1072880,0,12,S/D,,,,,0,7,7.4,42,18,40,
50719,216376,1072881,12,29,S/D,,,,,0.1,7,7.3,48,14,38,
50720,216376,1072882,53,73,S/D,,25,,,0.1,7,7.8,52,20,28,
50721,216377,1072883,67,82,S/D,,120,,,2.7,0,7.9,20,62,18,
50722,216377,1072884,48,67,S/D,,105,,,3.4,0,7.9,18,50,32,
50723,216377,1072885,0,10,S/D,,,,,2.4,7,7.8,8,68,24,
50724,216377,1072886,10,26,S/D,,195,,,3,7,8.1,6,74,20,
50725,216377,1072887,26,48,S/D,,,,,3.6,2,8.1,12,64,24,
50726,216378,1072888,0,13,S/D,,,,,0.2,20,8,48,22,30,
50727,216378,1072889,13,39,S/D,,,,,0.1,16,8.1,46,26,28,
50728,216378,1072890,39,58,S/D,,,,,0.1,11,8.1,58,18,24,
50729,216378,1072891,58,73,S/D,,,,,0.2,6,8.1,38,46,16,
50730,216378,1072892,73,97,S/D,,355,,,0.3,4,9,70,18,12,
50731,216378,1072893,97,130,S/D,,365,,,0.5,3,9.4,64,12,24,
50732,216379,1072894,0,10,S/D,,,,,0.2,16,8.3,24,24,52,
50733,216379,1072895,10,29,S/D,,,,,1.4,15,7.8,26,20,54,
50734,216379,1072896,29,45,S/D,,225,,,2.2,11,7.8,28,26,46,
50735,216379,1072897,45,60,S/D,,,,,2.3,11,7.8,28,22,50,
