layer_id,profile_identifier,layer_identifier,top,bottom,designation,bulk_density,ca_co3,coarse_fragments,ecec,conductivity,organic_carbon,ph,clay,silt,sand,water_retention
69100,5048sisinta,22434,12,30,2Btn,,,,,,3.1,,29,17,54,
69101,5048sisinta,22435,30,48,2BCnk,,,,,,2.5,,18,17,65,
69102,5048sisinta,22436,48,83,2Cnk,,,,,,0.7,,8,17,75,
69103,5049sisinta,22437,0,13,An,,,,,,1.5,,6,37,58,
69104,5049sisinta,22438,13,26,2Btn,,,,,,1.9,,17,19,65,
69105,5049sisinta,22439,26,39,2BCnkcz,,,,,,2,,19,22,59,
69106,5049sisinta,22440,39,62,2Cnkz,,,,,,1.1,,8,16,77,
69107,5049sisinta,22441,62,73,2Cnkzc,,,,,,1.1,,13,13,74,
69108,504sisinta,1117,0,15,Ap,,,,,,17.6,6.2,24,56,20,
69109,504sisinta,1118,15,27,A12,,,,,,13.2,6.9,28,60,13,
69110,504sisinta,1119,27,38,Bca,,,,,,8.7,8.2,20,68,12,
69111,504sisinta,1120,38,45,C,,,,,,6.2,8.5,,,,
69112,504sisinta,1121,45,90,II,,,,,,1.5,8.7,,,,
69113,504sisinta,1122,90,151,III,,,,,,0.7,8.8,,,,
69114,504sisinta,1123,151,161,IV,,,,,,0.6,8.9,17,49,34,
69115,5050sisinta,22442,0,23,An,,,,,,3.2,,12,27,62,
69116,5050sisinta,22443,23,38,Bwn,,,,,,3.2,,7,31,61,
69117,5050sisinta,22444,38,48,Cnkzc,,,,,,2.9,,,,,
69118,5051sisinta,22445,0,4,An,,,,,,6.1,,14,25,61,
69119,5051sisinta,22446,4,32,ACnk,,,,,,6.7,,14,24,61,
69120,5051sisinta,22447,32,56,2Cnkc,,,,,,4,,10,20,71,
69121,5051sisinta,22448,56,70,2Cnk,,,,,,3.3,,13,25,62,
69122,5052sisinta,22449,0,12,An,,,,,,4.8,,9,23,68,
69123,5052sisinta,22450,12,40,Bwn,,,,,,4.8,,16,21,63,
69124,5052sisinta,22451,40,61,2Cnk,,,,,,4.6,,13,12,75,
69125,5053sisinta,22452,0,12,An,,,,,,11.8,,25,31,44,
69126,5054sisinta,22453,0,25,Ank,,,,,,5.9,,16,21,63,
69127,5054sisinta,22454,25,65,ACnk,,,,,,4.6,,12,21,67,
69128,5054sisinta,22455,65,80,2Cnk1,,,,,,3.9,,8,28,64,
69129,5054sisinta,22456,80,100,2Cnk2,,,,,,0.9,,3,34,63,
69130,5055sisinta,22457,0,16,An,,,,,,2.5,,6,10,84,
69131,5055sisinta,22458,16,36,2Btn,,,,,,2.5,,16,20,64,
69132,5055sisinta,22459,36,75,2Btnk,,,,,,3,,23,26,51,
69133,5055sisinta,22460,75,110,2Cnkz1,,,,,,2.1,,11,21,68,
69134,5055sisinta,22461,110,120,32Cnkz2,,,,,,3,,16,37,47,
69135,5056sisinta,22462,0,13,En,,,,,,5.2,,21,26,53,
69136,5057sisinta,22463,0,12,An,,,,,,3.1,,10,10,80,
69137,5057sisinta,22464,12,31,ACnk,,,,,,2.9,,8,18,75,
69138,5057sisinta,22465,31,45,2Cnk1,,,,,,3.1,,9,18,73,
69139,5057sisinta,22466,45,60,3Cnk2,,,,,,4.4,,11,25,65,
69140,5058sisinta,22467,0,6,En,,,,,,2.1,,7,42,51,
69141,5058sisinta,22468,6,27,Btn,,,,,,5.5,,47,22,31,
69142,5058sisinta,22469,27,40,Btnk,,,,,,5.2,,43,23,33,
69143,5058sisinta,22470,40,61,BCnkz,,,,,,3.2,,30,14,56,
69144,5059sisinta,22471,0,18,An,,,,,,4.3,,7,22,71,
69145,5059sisinta,22472,18,33,ACn,,,,,,3.7,,8,20,72,
69146,5059sisinta,22473,33,57,Cnk,,,,,,2.8,,17,15,68,
69147,5059sisinta,22474,57,90,Cnkz1,,,,,,2.5,,6,22,72,
69148,5059sisinta,22475,90,100,2Cnkz2,,,,,,11.4,,6,28,66,
69149,5060sisinta,22476,0,22,Btnk,,,,,,1.7,,36,37,27,
69150,5060sisinta,22477,22,52,Btnkz,,,,,,1.1,,40,35,15,
69151,5060sisinta,22478,52,75,2Cnkz1,,,,,,0.7,,8,16,76,
69152,5060sisinta,22479,75,88,2Cnkz2,,,,,,0.4,,6,14,80,
69153,5061sisinta,22480,0,18,An1,,,,,,3.7,,9,23,68,
69154,5061sisinta,22481,18,29,An2,,,,,,3.7,,13,30,57,
69155,5061sisinta,22482,29,49,Btn,,,,,,3,,21,35,45,
69156,5061sisinta,22483,49,65,2BCnk,,,,,,3.4,,13,35,52,
69157,5061sisinta,22484,65,100,2Cnk,,,,,,2.3,,6,19,75,
69158,5062sisinta,22485,0,12,An,,,,,,7.5,,12,16,73,
69159,5062sisinta,22486,12,24,Btn,,,,,,8.3,,20,18,62,
69160,5062sisinta,22487,24,48,Bt,,,,,,7.2,,47,17,36,
69161,5062sisinta,22488,48,60,BCn,,,,,,7,,34,23,42,
69162,5063sisinta,22489,0,13,Ap,,,,,,15.8,,,,,
69163,5064sisinta,22494,0,20,A1,,,,,,11.2,,13,22,65,
69164,5067sisinta,22507,0,22,A1,,,,,,32,,9,32,59,
69165,506sisinta,1124,0,16,Ap,,,,,,19.1,6,21,64,15,
69166,506sisinta,1125,16,26,A12,,,,,,14.3,6.2,23,63,13,
69167,506sisinta,1126,26,34,A3,,,,,,8.7,6.5,28,57,15,
69168,506sisinta,1127,34,44,B21,,,,,,4.9,6.6,40,45,15,
69169,506sisinta,1128,44,75,B22,,,,,,4.6,6.9,36,51,13,
69170,506sisinta,1129,75,100,B23,,,,,,3.9,6.9,33,51,16,
69171,506sisinta,1130,100,150,B3,,,,,,1.7,6.9,23,54,23,
69172,506sisinta,1131,150,200,C,,,,,,0.5,7,19,61,21,
69173,5070sisinta,22519,5,23,A1,,,,,,15.3,7.8,14,47,39,
69174,5070sisinta,22520,23,42,AC,,,,,,8.6,8.4,14,47,39,
69175,5070sisinta,22521,42,78,C1ca,,,,,,6.2,8.4,13,51,36,
69176,5070sisinta,22522,78,88,C2ca,,,,,,2,8.2,12,53,35,
69177,5071sisinta,22523,0,24,A1,,,,,,19.4,,6,17,77,
69178,5071sisinta,22524,24,42,AC,,,,,,8.8,,5,15,80,
69179,5072sisinta,22527,0,15,A1,,,,,,6.4,8.14,,,,
69180,5072sisinta,22528,15,39,AC,,,,,,6.8,8.32,,,,
69181,5072sisinta,22529,39,49,Cca,,,,,,3.1,8.45,,,,
69182,5073sisinta,22530,0,17,Ap,,,,,,7.6,7.48,,,,
69183,5073sisinta,22531,17,41,AC,,,,,,5.6,8.16,,,,
69184,5073sisinta,22532,41,51,Cca,,,,,,2.9,8.47,,,,
69185,5074sisinta,22533,0,19,A1,,,,,,8.3,7.42,,,,
69186,5074sisinta,22534,19,48,AC,,,,,,3.6,8.28,,,,
69187,5074sisinta,22535,48,58,Cca,,,,,,2.1,8.34,,,,
69188,5075sisinta,22536,0,15,A1,,,,,,15.9,7.62,,,,
69189,5075sisinta,22537,15,35,ACca,,,,,,11.8,8.13,,,,
69190,5075sisinta,22538,35,45,Cca,,,,,,9.5,8.08,,,,
69191,5077sisinta,22542,0,10,An1,,,,,,1.6,,4,15,81,
69192,5077sisinta,22543,10,19,An2,,,,,,1.7,,4,18,78,
69193,5077sisinta,22544,19,31,Bt1,,,,,,2.5,,12,30,58,
69194,5077sisinta,22545,31,50,Bt2,,,,,,4.8,,19,34,47,
69195,5078sisinta,22546,0,20,Btnz1,,,,,,9.2,,27,53,20,
69196,5078sisinta,22547,20,40,Btnz2,,,,,,9.6,,38,45,17,
69197,5079sisinta,22548,0,8,An,,,,,,3.2,,9,14,77,
69198,5079sisinta,22549,8,27,2Btn,,,,,,6.9,,,,,
69199,507sisinta,1132,0,13,Ap,,,,,,20.6,,63,31,6,
69200,507sisinta,1133,13,33,A2,,,,,,8.5,,61,27,13,
69201,507sisinta,1134,33,75,B21,,,,,,4.9,,65,25,10,
69202,507sisinta,1135,75,97,B22,,,,,,2.5,,64,23,12,
69203,507sisinta,1136,97,124,B3,,,,,,1,,63,16,21,
69204,507sisinta,1137,124,135,Cx,,,,,,0.7,,67,3,31,
69205,5080sisinta,22550,0,16,An,,,,,,5.8,,12,16,71,
69206,5080sisinta,22551,16,34,Bwn,,,,,,2.1,,17,16,67,
69207,5080sisinta,22552,34,92,Cn,,,,,,0.4,,8,20,72,
69208,5080sisinta,22553,92,105,Cnk,,,,,,0.4,,6,24,71,
69209,5082sisinta,22556,0,14,An,,,,,,3.7,,6,14,81,
69210,5082sisinta,22557,14,35,ACn,,,,,,3.1,,5,17,78,
69211,5082sisinta,22558,35,56,Cn1,,,,,,2.6,,7,19,74,
69212,5082sisinta,22559,56,100,Cn2,,,,,,1.7,,9,12,79,
69213,5085sisinta,22566,0,14,Anz,,,,,,3.7,,5,36,60,
69214,5085sisinta,22567,14,26,Cnkz,,,,,,2.5,,7,67,26,
69215,5086sisinta,22568,0,25,ACn,,,,,,4.9,,8,27,65,
69216,5086sisinta,22569,25,54,2Cnk,,,,,,7.9,,13,14,73,
69217,5087sisinta,22570,0,8,A,,,,,,7.5,,18,22,60,
69218,5087sisinta,22571,8,21,Bt,,,,,,7.8,,31,27,42,
69219,5088sisinta,22572,0,7,An,,,,,,2.6,,8,33,58,
69220,5088sisinta,22573,7,20,2Btncz,,,,,,4.7,,26,31,43,
69221,5088sisinta,22574,20,30,2Btnkcz,,,,,,4.5,,16,46,38,
69222,5088sisinta,22575,30,50,3Btnkz,,,,,,3.3,,39,20,42,
69223,5088sisinta,22576,50,60,4BCnkz,,,,,,1.6,,1,47,52,
69224,5089sisinta,22577,0,25,A1ca,,,,,,8.7,8.14,,,,
69225,5089sisinta,22578,25,50,ACca,,,,,,6.8,8.35,,,,
69226,5089sisinta,22579,50,60,Cca,,,,,,3.9,7.96,,,,
69227,508sisinta,1138,0,14,A21,,,,,,17.4,9.4,22,71,7,
69228,508sisinta,1139,14,29,A22,,,,,,7,9.6,21,71,8,
69229,508sisinta,1140,29,55,B21,,,,,,4.8,9.1,44,49,6,
69230,508sisinta,1141,55,80,B22,,,,,,4,8.9,46,48,6,
69231,508sisinta,1142,80,105,B3ca,,,,,,2.3,8.8,21,71,8,
69232,508sisinta,1143,105,130,C,,,,,,1.3,8.6,14,74,13,
69233,5090sisinta,22580,0,11,An,,,,,,5.3,,8,20,72,
69234,5090sisinta,22581,11,26,Btnc,,,,,,5.4,,13,18,68,
69235,5090sisinta,22582,26,37,BCtnk,,,,,,5.2,,18,25,57,
69236,5092sisinta,22587,0,4,An,,,,,,4.2,,3,13,84,
69237,5092sisinta,22588,4,20,ACnc,,,,,,4.6,,7,14,80,
69238,5094sisinta,22592,0,10,An1,,,,,,3.4,,12,23,65,
69239,5094sisinta,22593,10,34,An2,,,,,,3.8,,13,25,63,
69240,5094sisinta,22594,34,68,Bwnkc,,,,,,3.3,,14,26,60,
69241,5094sisinta,22595,68,105,Cnk,,,,,,2.2,,9,20,71,
69242,5094sisinta,22596,105,120,Cnkc,,,,,,1.1,,9,25,66,
69243,5095sisinta,22597,0,22,Ap,,,,,,7.2,7.9,,,,
69244,5095sisinta,22598,22,55,ACca,,,,,,6.1,8.12,,,,
69245,5095sisinta,22599,55,65,Cca,,,,,,2.8,8.17,,,,
69246,5096sisinta,22600,0,9,En,,,,,,5,,12,33,55,
69247,5096sisinta,22601,9,40,ACn,,,,,,3.7,,14,33,53,
69248,5096sisinta,22602,40,105,2Cnk,,,,,,4.7,,9,29,62,
69249,5098sisinta,22606,0,26,An,,,,,,2.7,,9,19,72,
69250,5098sisinta,22607,26,56,ACn,,,,,,2.7,,9,26,65,
69251,5098sisinta,22608,56,100,Cn,,,,,,2.3,,9,29,63,
69252,5099sisinta,22609,0,55,A1,,,,,,2.7,,13,32,56,
69253,5099sisinta,22610,55,92,A2,,,,,,2.7,,16,31,53,
69254,5099sisinta,22611,92,117,2Btn,,,,,,2.3,,23,38,39,
69255,509sisinta,1144,0,30,A1,,,,,,17.4,6.5,27,54,19,
69256,509sisinta,1145,30,72,B2,,,,,,6.9,6.9,30,55,14,
69257,509sisinta,1146,72,135,B3,,,,,,1.9,6.5,20,59,21,
69258,509sisinta,1147,135,160,C1ca,,,,,,1.7,8.4,18,67,16,
69259,509sisinta,1148,160,300,C2ca,,,,,,0.9,8.5,,,,
69260,5100sisinta,22612,0,25,A1,,,,,,9.8,7.15,,,,
69261,5100sisinta,22613,25,52,ACca,,,,,,5.8,8.1,,,,
69262,5100sisinta,22614,52,62,Cca,,,,,,3.2,8.15,,,,
69263,5101sisinta,22615,0,10,An1,,,,,,5.3,,5,15,80,
69264,5101sisinta,22616,10,30,An2,,,,,,4,,6,13,80,
69265,5101sisinta,22617,30,40,2Cn,,,,,,0.9,,8,16,76,
69266,5103sisinta,22621,0,16,An,,,,,,5.9,,12,21,67,
69267,5103sisinta,22622,16,30,2Btn,,,,,,6.3,,18,14,68,
69268,5104sisinta,22623,0,30,An,,,,,,2.3,,9,47,45,
69269,5104sisinta,22624,30,55,Btn,,,,,,2.1,,21,32,47,
69270,5104sisinta,22625,55,83,BCn,,,,,,1.5,,18,47,36,
69271,5104sisinta,22626,83,124,Cn,,,,,,1.1,,12,46,42,
69272,5105sisinta,22627,0,20,A1,,,,,,8.2,7.46,,,,
69273,5105sisinta,22628,20,45,ACca,,,,,,5.2,8.09,,,,
69274,5105sisinta,22629,45,55,Cca,,,,,,3.4,8.27,,,,
69275,5106sisinta,22630,0,7,A,,,,,,1.8,,5,17,78,
69276,5106sisinta,22631,7,54,ACn,,,,,,1.5,,6,16,78,
69277,5106sisinta,22632,54,100,Cn,,,,,,1.5,,5,19,76,
69278,5107sisinta,22633,0,8,An,,,,,,9.4,,9,34,57,
69279,5107sisinta,22634,8,20,2Btnk,,,,,,11.2,,46,19,35,
69280,5107sisinta,22635,20,32,2BCnk,,,,,,4.9,,34,31,34,
69281,5107sisinta,22636,32,50,2Cnk1,,,,,,2.5,,23,41,36,
69282,5107sisinta,22637,50,60,3Cnk2,,,,,,2.7,,26,47,27,
69283,5109sisinta,22640,0,20,An1,,,,,,9.6,,9,27,64,
69284,5109sisinta,22641,20,45,An2,,,,,,7.4,,10,26,64,
69285,5109sisinta,22642,45,73,Bwn,,,,,,5.5,,10,30,60,
69286,5109sisinta,22643,73,100,BCn,,,,,,3.4,,11,30,59,
69287,5109sisinta,22644,100,140,Cn,,,,,,2.1,,10,28,62,
69288,510sisinta,1149,0,29,A11,,,,,,19.5,5.8,25,55,20,
69289,510sisinta,1150,29,60,A12,,,,,,17,6.1,29,61,10,
69290,510sisinta,1151,60,78,A3,,,,,,9,6.3,29,59,12,
69291,510sisinta,1152,78,115,B21,,,,,,4.8,6.5,37,53,10,
69292,510sisinta,1153,115,160,B22,,,,,,3.1,6.7,28,58,14,
69293,510sisinta,1154,160,190,B31,,,,,,1.9,6.7,20,63,17,
69294,510sisinta,1155,190,220,B32,,,,,,1.3,6.8,21,56,23,
69295,5112sisinta,22651,0,15,An1,,,,,,12,,8,24,68,
69296,5112sisinta,22652,15,35,An2,,,,,,9.7,,10,30,61,
69297,5112sisinta,22653,35,60,2Btn,,,,,,6.9,,11,33,56,
69298,5113sisinta,22654,0,7,An,,,,,,3,,11,11,78,
69299,5113sisinta,22655,7,35,2Btn,,,,,,8.1,,40,9,52,
69300,5113sisinta,22656,35,47,2BCn,,,,,,3,,17,6,77,
69301,5114sisinta,22657,0,31,An,,,,,,24.6,,7,38,55,
69302,5114sisinta,22658,31,66,ACn,,,,,,17.2,,5,40,55,
69303,5114sisinta,22659,66,105,Cn,,,,,,11.5,,8,37,55,
69304,5115sisinta,22660,0,20,An,,,,,,18.1,,2,20,78,
69305,5115sisinta,22661,20,50,ACn,,,,,,14.2,,2,25,74,
69306,5115sisinta,22662,50,70,2Cn,,,,,,15.9,,3,23,75,
69307,5116sisinta,22665,0,16,Ap,,,,,,9.5,6.55,,,,
69308,5116sisinta,22666,16,30,A12,,,,,,6.2,7.09,,,,
69309,5116sisinta,22667,30,54,AC,,,,,,5.4,7.79,,,,
69310,5116sisinta,22668,54,64,Cca,,,,,,3,8.42,,,,
69311,5117sisinta,22669,0,22,A1,,,,,,9.5,6.94,,,,
69312,5117sisinta,22670,22,44,AC,,,,,,5.8,7.41,,,,
69313,5117sisinta,22671,44,54,Cca,,,,,,2.7,8.36,,,,
69314,5118sisinta,22672,0,19,A1,,,,,,6.5,7.45,,,,
69315,5118sisinta,22673,19,39,ACca,,,,,,4.7,8.18,,,,
69316,5118sisinta,22674,39,49,Cca,,,,,,1.3,8.43,,,,
69317,5119sisinta,22675,0,38,A1,,,,,,12.3,,7,16,77,
69318,511sisinta,1156,0,13,Ap,,,,,,49.5,6.7,15,71,14,
69319,511sisinta,1157,13,38,A12,,,,,,20.8,7.4,23,63,14,
69320,511sisinta,1158,38,48,B1,,,,,,11.1,6.6,32,55,13,
69321,511sisinta,1159,48,66,B21,,,,,,8.6,6.3,45,45,10,
69322,511sisinta,1160,66,92,B22,,,,,,5.3,6.3,35,53,12,
69323,511sisinta,1161,92,102,B31,,,,,,3.8,6.2,25,58,17,
69324,511sisinta,1162,102,130,B32,,,,,,2.7,6.2,18,62,20,
69325,511sisinta,1163,130,210,C,,,,,,2.5,6.3,14,67,19,
69326,511sisinta,1164,210,230,Cca,,,,,,2.2,8.2,,,,
69327,5120sisinta,22678,0,22,Ap,,,,,,6.4,7.38,,,,
69328,5120sisinta,22679,22,42,ACca,,,,,,3.9,8.17,,,,
69329,5120sisinta,22680,42,52,Cca,,,,,,1.7,8.41,,,,
69330,5121sisinta,22681,0,24,A1,,,,,,28.6,,30,61,9,
69331,5121sisinta,22685,60,75,IV A1b,,,,,,23.9,,20,38,42,
69332,5122sisinta,22688,0,23,Ap,,,,,,10.7,7.13,,,,
69333,5122sisinta,22689,23,39,AC,,,,,,6.8,7.26,,,,
69334,5122sisinta,22690,39,49,C1,,,,,,3.8,7.75,,,,
69335,5123sisinta,22691,0,12,A1,,,,,,7.7,7.91,,,,
69336,5123sisinta,22692,12,39,ACca,,,,,,9.6,8.13,,,,
69337,5123sisinta,22693,39,49,Cca,,,,,,4.2,8.21,,,,
69338,5125sisinta,22699,0,24,A1,,,,,,13,,25,36,40,
69339,5125sisinta,22700,24,33,A3,,,,,,9.9,,26,29,46,
69340,5125sisinta,22701,33,44,B1,,,,,,10,,25,34,41,
69341,5125sisinta,22702,44,78,B21t,,,,,,8.4,,30,34,36,
69342,5133sisinta,22735,0,41,A11,,,,,,61.3,,12,50,38,
69343,5133sisinta,22736,41,54,A12,,,,,,42.6,,9,43,48,
69344,5133sisinta,22737,54,72,AC,,,,,,33,,10,42,48,
69345,5134sisinta,22731,0,18,A1,,,,,,7.9,7.77,,,,
69346,5134sisinta,22732,18,38,ACca,,,,,,7.2,8.4,,,,
69347,5134sisinta,22733,38,50,Cca,,,,,,6.2,8.5,,,,
69348,5135sisinta,22742,0,16,A1,,,,,,10.7,6.7,,,,
69349,5135sisinta,22743,16,33,AC,,,,,,6.5,8.2,,,,
69350,5135sisinta,22744,33,43,Cca,,,,,,2.7,8.7,,,,
69351,5136sisinta,22745,0,20,A1,,,,,,6.7,7.2,,,,
69352,5136sisinta,22746,20,35,AC,,,,,,5.4,8.47,,,,
69353,5136sisinta,22747,35,45,Cca,,,,,,3,8.92,,,,
69354,5137sisinta,22748,0,18,A1,,,,,,8.7,6.82,,,,
69355,5137sisinta,22749,18,39,AC,,,,,,5.1,7.45,,,,
69356,5137sisinta,22750,39,49,Cca,,,,,,4.8,7.62,,,,
69357,5138sisinta,22751,0,20,Ap,,,,,,6.1,8.02,,,,
69358,5138sisinta,22752,20,48,AC,,,,,,4.4,8.35,,,,
69359,5138sisinta,22753,48,58,Cca,,,,,,2.6,8.54,,,,
69360,5139sisinta,22754,0,11,Ap,,,,,,9.6,8.1,,,,
69361,5139sisinta,22755,11,22,A1,,,,,,8.5,7.9,,,,
69362,5139sisinta,22756,22,34,ACca,,,,,,6.1,8.3,,,,
69363,5139sisinta,22757,34,44,Cca,,,,,,2.6,8.9,,,,
69364,513sisinta,1170,0,12,A11,,,,,,19.2,6.2,25,64,11,
69365,513sisinta,1171,12,20,A3,,,,,,14.7,6.2,32,57,11,
69366,513sisinta,1172,20,30,B1,,,,,,10.8,6.6,39,51,10,
69367,513sisinta,1173,30,55,B21,,,,,,6.2,6.7,49,44,7,
69368,513sisinta,1174,55,80,B22,,,,,,3.8,6.8,45,44,11,
69369,513sisinta,1175,80,110,B3,,,,,,2.3,6.9,32,58,10,
69370,513sisinta,1176,110,150,Cca,,,,,,1.3,8.3,23,68,10,
69371,5140sisinta,22758,0,17,Ap,,,,,,9.7,7.58,,,,
69372,5140sisinta,22759,17,37,AC,,,,,,6.3,8.01,,,,
69373,5140sisinta,22760,37,47,Cca,,,,,,3.4,8.35,,,,
69374,5141sisinta,22761,0,18,A1,,,,,,6.7,7.8,,,,
69375,5141sisinta,22762,18,40,ACca,,,,,,5.8,8.5,,,,
69376,5141sisinta,22763,40,50,Cca,,,,,,2.9,8.9,,,,
69377,5142sisinta,22764,0,22,A1,,,,,,6.6,7.9,,,,
69378,5142sisinta,22765,22,43,ACca,,,,,,5.4,8.7,,,,
69379,5142sisinta,22766,43,53,Cca,,,,,,2.8,8.8,,,,
69380,5143sisinta,22768,10,18,Ap12,,,,,,17.4,7.93,,,,
69381,5143sisinta,22769,18,35,A12,,,,,,10.4,7.66,,,,
69382,5143sisinta,22770,35,55,AC,,,,,,15.7,7.5,,,,
69383,5143sisinta,22771,55,75,C1,,,,,,3.4,7.52,,,,
69384,5143sisinta,22772,75,85,C2ca,,,,,,1.6,8.31,,,,
69385,5146sisinta,22776,0,11,Ap,,,,,,7.1,6.41,8,13,80,
69386,5146sisinta,22777,11,24,A1,,,,,,5.9,6.79,7,13,81,
69387,5146sisinta,22778,24,42,AC,,,,,,4.7,7.87,6,14,80,
69388,5146sisinta,22779,42,52,Cca,,,,,,4.3,8.45,10,16,75,
69389,514sisinta,1177,0,11,Ap,,,,,,13.3,6.7,28,56,16,
69390,514sisinta,1178,11,20,A3,,,,,,16.8,6.3,24,61,15,
69391,514sisinta,1179,20,32,B1,,,,,,18.3,6.2,24,59,17,
69392,514sisinta,1180,32,75,B2,,,,,,6,6.8,41,47,12,
69393,514sisinta,1181,75,93,B3,,,,,,4.4,6.8,30,55,15,
69394,514sisinta,1182,93,180,C1,,,,,,1.8,6.8,11,67,23,
69395,515sisinta,1184,0,12,Ap,,,,,,25.6,6,22,61,17,
69396,515sisinta,1185,12,30,A12,,,,,,24.2,6.3,20,67,12,
69397,515sisinta,1186,30,45,A3/B1,,,,,,9.5,6.6,29,57,14,
69398,515sisinta,1187,45,71,B21,,,,,,6,6.6,42,46,12,
69399,515sisinta,1188,71,100,B22,,,,,,4.9,6.5,36,49,15,
69400,515sisinta,1189,100,123,B31,,,,,,3.3,6.6,30,53,17,
69401,515sisinta,1190,123,160,B32,,,,,,2.3,6.6,26,55,19,
69402,515sisinta,1191,160,200,C1,,,,,,1.7,6.8,18,60,22,
69403,515sisinta,1192,200,210,C2ca,,,,,,1.4,8.1,,,,
69404,5164sisinta,22835,0,10,A,,,,,,24,4.3,69,23,8,
69405,5164sisinta,22836,10,80,B2ox,,,,,,15,4.5,75,18,7,
69406,5164sisinta,22837,80,120,B3ox,,,,,,3,5.1,76,18,6,
69407,5164sisinta,22838,120,200,IA,,,,,,2,5.3,36,32,32,
69408,5165sisinta,22839,0,25,A,,,,,,18,5.5,30,42,28,
69409,5165sisinta,22840,25,50,AC,,,,,,7,5.7,32,29,39,
69410,5165sisinta,22841,50,150,C,,,,,,5,5.7,66,19,15,
69411,5166sisinta,22842,0,35,A,,,,,,18,4.8,50,35,16,
69412,5166sisinta,22843,35,80,Bw,,,,,,10,4.9,69,22,8,
69413,5166sisinta,22844,80,140,Cr,,,,,,7,5.1,56,31,14,
69414,5167sisinta,22845,0,25,A,,,,,,14,4.3,51,30,19,
69415,5167sisinta,22846,25,110,B2t,,,,,,9,4.9,69,21,10,
69416,5167sisinta,22847,110,180,B3,,,,,,9,5,51,27,22,
69417,5168sisinta,22848,0,20,A1,,,,,,11,5,42,41,17,
69418,5168sisinta,22849,20,110,B2t,,,,,,8,5.2,54,24,22,
69419,5168sisinta,22850,110,200,Cr,,,,,,5,5,15,27,59,
69420,5169sisinta,22851,0,25,A1,,,,,,5,5.1,37,33,30,
69421,5169sisinta,22852,25,130,Bw,,,,,,5,5.1,48,36,17,
69422,5169sisinta,22853,130,200,C,,,,,,10,5.5,49,33,18,
69423,516sisinta,1193,0,18,A1,,,,,,22.4,5.6,23,59,18,
69424,516sisinta,1194,18,27,A3,,,,,,17.2,6.2,26,58,16,
69425,516sisinta,1195,27,35,B1,,,,,,12.3,6.2,31,49,20,
69426,516sisinta,1196,35,47,B21,,,,,,8.4,6.3,35,52,14,
69427,516sisinta,1197,47,62,B22,,,,,,6.9,6.5,38,52,10,
69428,516sisinta,1198,62,95,B23,,,,,,3.6,6.3,25,59,16,
69429,516sisinta,1199,95,114,B3,,,,,,2.8,6.3,18,62,20,
69430,516sisinta,1200,114,215,C,,,,,,2.5,8.1,10,66,24,
69431,516sisinta,1201,215,260,Cca,,,,,,1.4,8.5,,,,
69432,5170sisinta,22854,0,15,Ap,,,,,,17,3.9,71,27,2,
69433,5170sisinta,22855,15,110,B2ox,,,,,,10,4.6,81,18,1,
69434,5170sisinta,22856,110,200,B3ox,,,,,,9,4.7,87,12,1,
69435,5171sisinta,22857,0,6,A11,,,,,,40,5.3,16,23,61,
69436,5171sisinta,22858,6,30,A12,,,,,,22,5.2,25,33,42,
69437,5171sisinta,22859,30,60,B,,,,,,15,5.1,46,25,28,
69438,5171sisinta,22860,60,80,BC,,,,,,15,5,48,20,32,
69439,5171sisinta,22861,80,105,Cr,,,,,,6,5.6,36,13,51,
69440,5172sisinta,22862,0,15,A11,,,,,,25,6.7,13,17,71,
69441,5172sisinta,22863,15,50,A12,,,,,,23,6.9,20,29,51,
69442,5172sisinta,22864,50,80,AC,,,,,,7,6.9,23,23,55,
69443,5172sisinta,22865,80,160,C,,,,,,3,6.5,11,30,59,
69444,517sisinta,1202,0,12,Ap,,,,,,20,5.8,19,67,14,
69445,517sisinta,1203,12,22,A1,,,,,,15.1,6.1,25,65,10,
69446,517sisinta,1204,22,30,B1,,,,,,8.2,6.6,29,58,13,
69447,517sisinta,1205,30,42,B21,,,,,,6.9,6.5,33,54,13,
69448,517sisinta,1206,42,81,B22,,,,,,5.6,6.5,38,53,9,
69449,517sisinta,1207,81,100,B23,,,,,,4.4,6.5,25,61,14,
69450,517sisinta,1208,100,125,B24,,,,,,2.5,6.6,23,62,15,
69451,517sisinta,1209,125,160,B3,,,,,,1.7,6.75,17,66,18,
69452,517sisinta,1210,160,210,C,,,,,,1.2,6.9,13,68,20,
69453,518sisinta,1211,0,10,Ap,,,,,,25.3,5.7,24,59,17,
69454,518sisinta,1212,10,28,A12,,,,,,16.9,6,27,56,17,
69455,518sisinta,1213,28,53,B21,,,,,,6.4,6.2,36,49,15,
69456,518sisinta,1214,53,74,B22,,,,,,3.6,6.4,30,55,16,
69457,518sisinta,1215,74,96,B3,,,,,,1.8,6.7,27,55,18,
69458,518sisinta,1216,96,150,C,,,,,,1.5,6.6,21,60,18,
69459,519sisinta,1217,0,12,Ap,,,,,,21.6,6.2,22,58,20,
69460,519sisinta,1218,12,30,A12,,,,,,17,6.5,28,55,18,
69461,519sisinta,1219,30,41,B1,,,,,,10.8,6.5,28,55,17,
69462,519sisinta,1220,41,68,B21,,,,,,7.2,6.7,41,44,16,
69463,519sisinta,1221,68,87,B22,,,,,,3.1,6.7,30,54,17,
