,cultivo_nombre,anio,departamento_nombre,superficie_sembrada_ha,superficie_cosechada_ha,produccion_tn,rendimiento_kgxha,coords,organic_carbon,ph,clay,silt,sand
39968,Girasol,1998,Capital,42000.0,39500.0,63200.0,1600.0,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913
39969,Maní,1998,Capital,6.0,6.0,7.0,1167.0,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913
39970,Maíz,1998,Capital,600.0,600.0,2500.0,4167.0,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913
39971,Maíz,1998,Capital,20.0,20.0,40.0,2000.0,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913
39972,Maíz,1998,Capital,36000.0,11000.0,35200.0,3200.0,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913
39973,Maíz,1998,Capital,50.0,0.0,0.0,0.0,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913
39974,Maíz,1998,Capital,1000.0,900.0,3200.0,3556.0,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913
39975,Maíz,1998,Capital,550.0,550.0,2500.0,4545.0,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913
39976,Mijo,1998,Capital,2000.0,1000.0,1100.0,1100.0,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913
39977,Poroto seco,1998,Capital,4000.0,4000.0,4800.0,1200.0,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913
39978,Poroto seco,1998,Capital,220.0,170.0,119.0,700.0,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913
39979,Soja total,1998,Capital,3600.0,3600.0,7200.0,2000.0,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913
39980,Soja total,1998,Capital,150.0,150.0,225.0,1500.0,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913
39981,Sorgo,1998,Capital,300.0,300.0,1300.0,4333.0,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913
39982,Sorgo,1998,Capital,10000.0,4000.0,15200.0,3800.0,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913
39983,Trigo total,1998,Capital,800.0,800.0,1800.0,2250.0,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913
39984,Trigo total,1998,Capital,30000.0,29700.0,54000.0,1818.0,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913
39985,Té,1998,Capital,300.0,100.0,350.0,3500.0,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913
39986,Yerba mate,1998,Capital,5496.0,5386.0,12025.0,2233.0,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913
39987,avena,1998,Capital,200.0,,,,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913
39988,avena,1998,Capital,25000.0,11000.0,20900.0,1900.0,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913
39989,cebada,1998,Capital,1600.0,1200.0,1760.0,1467.0,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913
39990,centeno,1998,Capital,18000.0,8000.0,9400.0,1175.0,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913
39991,girasol,1998,Capital,42000.0,39500.0,63200.0,1600.0,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913
39992,maní,1998,Capital,6.0,6.0,7.0,1167.0,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913
39993,maíz,1998,Capital,600.0,600.0,2500.0,4167.0,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913
39994,maíz,1998,Capital,20.0,20.0,40.0,2000.0,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913
39995,maíz,1998,Capital,36000.0,11000.0,35200.0,3200.0,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913
39996,maíz,1998,Capital,50.0,0.0,0.0,0.0,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913
39997,maíz,1998,Capital,1000.0,900.0,3200.0,3556.0,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913
39998,maíz,1998,Capital,550.0,550.0,2500.0,4545.0,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913
39999,mijo,1998,Capital,2000.0,1000.0,1100.0,1100.0,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913
40000,soja,1998,Capital,3600.0,3600.0,7200.0,2000.0,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913
40001,soja,1998,Capital,150.0,150.0,225.0,1500.0,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913
40002,trigo,1998,Capital,800.0,800.0,1800.0,2250.0,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913
40003,trigo,1998,Capital,30000.0,29700.0,54000.0,1818.0,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913
40004,girasol,1998,Capitán Sarmiento,6300.0,6300.0,12300.0,1952.0,"(-59.882769732999996, -34.15669584950001)",8.8425,7.2,31.72222222222222,57.333333333333336,11.083333333333334
40005,soja,1998,Capitán Sarmiento,28000.0,28000.0,81200.0,2900.0,"(-59.882769732999996, -34.15669584950001)",8.8425,7.2,31.72222222222222,57.333333333333336,11.083333333333334
40006,Avena,1998,Carlos Casares,10800.0,1800.0,3200.0,1778.0,"(-61.047639, -35.758889)",5.5,9.0,,,
40007,Cebada cervecera,1998,Carlos Casares,1200.0,1200.0,3400.0,2833.0,"(-61.047639, -35.758889)",5.5,9.0,,,
40008,Girasol,1998,Carlos Casares,45100.0,35100.0,69100.0,1969.0,"(-61.047639, -35.758889)",5.5,9.0,,,
40009,Maíz,1998,Carlos Casares,25000.0,25000.0,177500.0,7100.0,"(-61.047639, -35.758889)",5.5,9.0,,,
40010,Mijo,1998,Carlos Casares,1000.0,200.0,200.0,1000.0,"(-61.047639, -35.758889)",5.5,9.0,,,
40011,Soja total,1998,Carlos Casares,32000.0,28300.0,70000.0,2474.0,"(-61.047639, -35.758889)",5.5,9.0,,,
40012,Sorgo,1998,Carlos Casares,3000.0,2400.0,11500.0,4792.0,"(-61.047639, -35.758889)",5.5,9.0,,,
40013,Trigo total,1998,Carlos Casares,15500.0,15500.0,50000.0,3226.0,"(-61.047639, -35.758889)",5.5,9.0,,,
40014,avena,1998,Carlos Casares,10800.0,1800.0,3200.0,1778.0,"(-61.047639, -35.758889)",5.5,9.0,,,
40015,cebada,1998,Carlos Casares,1200.0,1200.0,3400.0,2833.0,"(-61.047639, -35.758889)",5.5,9.0,,,
40016,girasol,1998,Carlos Casares,45100.0,35100.0,69100.0,1969.0,"(-61.047639, -35.758889)",5.5,9.0,,,
40017,maíz,1998,Carlos Casares,25000.0,25000.0,177500.0,7100.0,"(-61.047639, -35.758889)",5.5,9.0,,,
40018,mijo,1998,Carlos Casares,1000.0,200.0,200.0,1000.0,"(-61.047639, -35.758889)",5.5,9.0,,,
40019,soja,1998,Carlos Casares,32000.0,28300.0,70000.0,2474.0,"(-61.047639, -35.758889)",5.5,9.0,,,
40020,trigo,1998,Carlos Casares,15500.0,15500.0,50000.0,3226.0,"(-61.047639, -35.758889)",5.5,9.0,,,
40021,Avena,1998,Carmen de Areco,500.0,200.0,400.0,2000.0,"(-59.9100142894737, -34.401702157894725)",8.678807947019868,7.314473684210526,30.16,58.04666666666667,11.853333333333332
40022,Girasol,1998,Carmen de Areco,5000.0,5000.0,10000.0,2000.0,"(-59.9100142894737, -34.401702157894725)",8.678807947019868,7.314473684210526,30.16,58.04666666666667,11.853333333333332
40023,Maíz,1998,Carmen de Areco,9500.0,8000.0,58400.0,7300.0,"(-59.9100142894737, -34.401702157894725)",8.678807947019868,7.314473684210526,30.16,58.04666666666667,11.853333333333332
40024,Soja total,1998,Carmen de Areco,19000.0,19000.0,59000.0,3105.0,"(-59.9100142894737, -34.401702157894725)",8.678807947019868,7.314473684210526,30.16,58.04666666666667,11.853333333333332
40025,Sorgo,1998,Carmen de Areco,700.0,700.0,3500.0,5000.0,"(-59.9100142894737, -34.401702157894725)",8.678807947019868,7.314473684210526,30.16,58.04666666666667,11.853333333333332
40026,Trigo total,1998,Carmen de Areco,5000.0,5000.0,14500.0,2900.0,"(-59.9100142894737, -34.401702157894725)",8.678807947019868,7.314473684210526,30.16,58.04666666666667,11.853333333333332
40027,avena,1998,Carmen de Areco,500.0,200.0,400.0,2000.0,"(-59.9100142894737, -34.401702157894725)",8.678807947019868,7.314473684210526,30.16,58.04666666666667,11.853333333333332
40028,girasol,1998,Carmen de Areco,5000.0,5000.0,10000.0,2000.0,"(-59.9100142894737, -34.401702157894725)",8.678807947019868,7.314473684210526,30.16,58.04666666666667,11.853333333333332
40029,maíz,1998,Carmen de Areco,9500.0,8000.0,58400.0,7300.0,"(-59.9100142894737, -34.401702157894725)",8.678807947019868,7.314473684210526,30.16,58.04666666666667,11.853333333333332
40030,soja,1998,Carmen de Areco,19000.0,19000.0,59000.0,3105.0,"(-59.9100142894737, -34.401702157894725)",8.678807947019868,7.314473684210526,30.16,58.04666666666667,11.853333333333332
40031,trigo,1998,Carmen de Areco,5000.0,5000.0,14500.0,2900.0,"(-59.9100142894737, -34.401702157894725)",8.678807947019868,7.314473684210526,30.16,58.04666666666667,11.853333333333332
40032,Avena,1998,Caseros,500.0,0.0,0.0,0.0,"(-61.60967386814161, -33.14279163805309)",6.627027027027027,7.107407407407408,27.74074074074074,65.14814814814815,7.222222222222222
40033,Cebada cervecera,1998,Caseros,7000.0,7000.0,18700.0,2671.0,"(-61.60967386814161, -33.14279163805309)",6.627027027027027,7.107407407407408,27.74074074074074,65.14814814814815,7.222222222222222
40034,Girasol,1998,Caseros,2000.0,2000.0,3700.0,1850.0,"(-61.60967386814161, -33.14279163805309)",6.627027027027027,7.107407407407408,27.74074074074074,65.14814814814815,7.222222222222222
40035,Maíz,1998,Caseros,39000.0,39000.0,259400.0,6651.0,"(-61.60967386814161, -33.14279163805309)",6.627027027027027,7.107407407407408,27.74074074074074,65.14814814814815,7.222222222222222
40036,Soja total,1998,Caseros,257000.0,256400.0,726500.0,2833.0,"(-61.60967386814161, -33.14279163805309)",6.627027027027027,7.107407407407408,27.74074074074074,65.14814814814815,7.222222222222222
40037,Sorgo,1998,Caseros,7000.0,7000.0,40500.0,5786.0,"(-61.60967386814161, -33.14279163805309)",6.627027027027027,7.107407407407408,27.74074074074074,65.14814814814815,7.222222222222222
40038,Trigo total,1998,Caseros,52500.0,52500.0,150000.0,2857.0,"(-61.60967386814161, -33.14279163805309)",6.627027027027027,7.107407407407408,27.74074074074074,65.14814814814815,7.222222222222222
40039,avena,1998,Caseros,500.0,,,,"(-61.60967386814161, -33.14279163805309)",6.627027027027027,7.107407407407408,27.74074074074074,65.14814814814815,7.222222222222222
40040,cebada,1998,Caseros,7000.0,7000.0,18700.0,2671.0,"(-61.60967386814161, -33.14279163805309)",6.627027027027027,7.107407407407408,27.74074074074074,65.14814814814815,7.222222222222222
40041,girasol,1998,Caseros,2000.0,2000.0,3700.0,1850.0,"(-61.60967386814161, -33.14279163805309)",6.627027027027027,7.107407407407408,27.74074074074074,65.14814814814815,7.222222222222222
40042,maíz,1998,Caseros,39000.0,39000.0,259400.0,6651.0,"(-61.60967386814161, -33.14279163805309)",6.627027027027027,7.107407407407408,27.74074074074074,65.14814814814815,7.222222222222222
40043,soja,1998,Caseros,257000.0,256400.0,726500.0,2833.0,"(-61.60967386814161, -33.14279163805309)",6.627027027027027,7.107407407407408,27.74074074074074,65.14814814814815,7.222222222222222
40044,trigo,1998,Caseros,52500.0,52500.0,150000.0,2857.0,"(-61.60967386814161, -33.14279163805309)",6.627027027027027,7.107407407407408,27.74074074074074,65.14814814814815,7.222222222222222
40045,Avena,1998,Castellanos,16000.0,0.0,0.0,0.0,"(-61.70638617460316, -31.183212222222235)",5.819999999999999,7.327301587301587,30.383333333333333,64.51666666666667,5.183333333333334
40046,Centeno,1998,Castellanos,1200.0,0.0,0.0,0.0,"(-61.70638617460316, -31.183212222222235)",5.819999999999999,7.327301587301587,30.383333333333333,64.51666666666667,5.183333333333334
40047,Girasol,1998,Castellanos,3500.0,3500.0,7700.0,2200.0,"(-61.70638617460316, -31.183212222222235)",5.819999999999999,7.327301587301587,30.383333333333333,64.51666666666667,5.183333333333334
40048,Lino,1998,Castellanos,100.0,100.0,80.0,800.0,"(-61.70638617460316, -31.183212222222235)",5.819999999999999,7.327301587301587,30.383333333333333,64.51666666666667,5.183333333333334
40049,Maíz,1998,Castellanos,17000.0,10000.0,38000.0,3800.0,"(-61.70638617460316, -31.183212222222235)",5.819999999999999,7.327301587301587,30.383333333333333,64.51666666666667,5.183333333333334
40050,Mijo,1998,Castellanos,2500.0,2000.0,3200.0,1600.0,"(-61.70638617460316, -31.183212222222235)",5.819999999999999,7.327301587301587,30.383333333333333,64.51666666666667,5.183333333333334
40051,Soja total,1998,Castellanos,150000.0,146000.0,296800.0,2033.0,"(-61.70638617460316, -31.183212222222235)",5.819999999999999,7.327301587301587,30.383333333333333,64.51666666666667,5.183333333333334
40052,Sorgo,1998,Castellanos,21000.0,18000.0,81000.0,4500.0,"(-61.70638617460316, -31.183212222222235)",5.819999999999999,7.327301587301587,30.383333333333333,64.51666666666667,5.183333333333334
40053,Trigo total,1998,Castellanos,69600.0,67600.0,156000.0,2308.0,"(-61.70638617460316, -31.183212222222235)",5.819999999999999,7.327301587301587,30.383333333333333,64.51666666666667,5.183333333333334
40054,avena,1998,Castellanos,16000.0,,,,"(-61.70638617460316, -31.183212222222235)",5.819999999999999,7.327301587301587,30.383333333333333,64.51666666666667,5.183333333333334
40055,centeno,1998,Castellanos,1200.0,,,,"(-61.70638617460316, -31.183212222222235)",5.819999999999999,7.327301587301587,30.383333333333333,64.51666666666667,5.183333333333334
40056,girasol,1998,Castellanos,3500.0,3500.0,7700.0,2200.0,"(-61.70638617460316, -31.183212222222235)",5.819999999999999,7.327301587301587,30.383333333333333,64.51666666666667,5.183333333333334
40057,maíz,1998,Castellanos,17000.0,10000.0,38000.0,3800.0,"(-61.70638617460316, -31.183212222222235)",5.819999999999999,7.327301587301587,30.383333333333333,64.51666666666667,5.183333333333334
40058,mijo,1998,Castellanos,2500.0,2000.0,3200.0,1600.0,"(-61.70638617460316, -31.183212222222235)",5.819999999999999,7.327301587301587,30.383333333333333,64.51666666666667,5.183333333333334
40059,soja,1998,Castellanos,150000.0,146000.0,296800.0,2033.0,"(-61.70638617460316, -31.183212222222235)",5.819999999999999,7.327301587301587,30.383333333333333,64.51666666666667,5.183333333333334
40060,trigo,1998,Castellanos,69600.0,67600.0,156000.0,2308.0,"(-61.70638617460316, -31.183212222222235)",5.819999999999999,7.327301587301587,30.383333333333333,64.51666666666667,5.183333333333334
40061,Avena,1998,Castelli,3000.0,300.0,300.0,1000.0,"(-57.839197091111096, -36.12718597777778)",11.61470588235294,7.788888888888889,30.066666666666663,31.244444444444444,38.86666666666667
40062,Girasol,1998,Castelli,800.0,760.0,1000.0,1316.0,"(-57.839197091111096, -36.12718597777778)",11.61470588235294,7.788888888888889,30.066666666666663,31.244444444444444,38.86666666666667
40063,Maíz,1998,Castelli,5000.0,2500.0,7000.0,2800.0,"(-57.839197091111096, -36.12718597777778)",11.61470588235294,7.788888888888889,30.066666666666663,31.244444444444444,38.86666666666667
40064,Trigo total,1998,Castelli,1200.0,1150.0,2400.0,2087.0,"(-57.839197091111096, -36.12718597777778)",11.61470588235294,7.788888888888889,30.066666666666663,31.244444444444444,38.86666666666667
40065,avena,1998,Castelli,3000.0,300.0,300.0,1000.0,"(-57.839197091111096, -36.12718597777778)",11.61470588235294,7.788888888888889,30.066666666666663,31.244444444444444,38.86666666666667
40066,girasol,1998,Castelli,800.0,760.0,1000.0,1316.0,"(-57.839197091111096, -36.12718597777778)",11.61470588235294,7.788888888888889,30.066666666666663,31.244444444444444,38.86666666666667
40067,maíz,1998,Castelli,5000.0,2500.0,7000.0,2800.0,"(-57.839197091111096, -36.12718597777778)",11.61470588235294,7.788888888888889,30.066666666666663,31.244444444444444,38.86666666666667
40068,trigo,1998,Castelli,1200.0,1150.0,2400.0,2087.0,"(-57.839197091111096, -36.12718597777778)",11.61470588235294,7.788888888888889,30.066666666666663,31.244444444444444,38.86666666666667
40069,avena,1998,Catriló,34000.0,10000.0,19000.0,1900.0,"(-63.46428557142858, -36.464285714285715)",5.985714285714286,,,,
40070,cebada,1998,Catriló,1900.0,1400.0,2020.0,1443.0,"(-63.46428557142858, -36.464285714285715)",5.985714285714286,,,,
40071,centeno,1998,Catriló,24000.0,9000.0,9900.0,1100.0,"(-63.46428557142858, -36.464285714285715)",5.985714285714286,,,,
40072,girasol,1998,Catriló,69000.0,66400.0,114200.0,1720.0,"(-63.46428557142858, -36.464285714285715)",5.985714285714286,,,,
40073,maíz,1998,Catriló,40000.0,12400.0,43400.0,3500.0,"(-63.46428557142858, -36.464285714285715)",5.985714285714286,,,,
40074,mijo,1998,Catriló,4000.0,2000.0,2200.0,1100.0,"(-63.46428557142858, -36.464285714285715)",5.985714285714286,,,,
40075,soja,1998,Catriló,200.0,200.0,200.0,1000.0,"(-63.46428557142858, -36.464285714285715)",5.985714285714286,,,,
40076,trigo,1998,Catriló,35500.0,35200.0,69000.0,1960.0,"(-63.46428557142858, -36.464285714285715)",5.985714285714286,,,,
40077,girasol,1998,Cañuelas,3300.0,3300.0,5900.0,1788.0,"(-58.7, -35.016667)",6.625,9.075,30.75,50.25,19.25
40078,soja,1998,Cañuelas,1300.0,1300.0,2300.0,1769.0,"(-58.7, -35.016667)",6.625,9.075,30.75,50.25,19.25
40079,trigo,1998,Cañuelas,3300.0,3300.0,11000.0,3333.0,"(-58.7, -35.016667)",6.625,9.075,30.75,50.25,19.25
40080,Maíz,1998,Cerrillos,1000.0,900.0,3200.0,3556.0,"(-65.42057670476188, -24.9155660464762)",9.175238095238097,5.05,28.409523809523808,43.40952380952381,29.03921568627451
40081,Poroto seco,1998,Cerrillos,8500.0,8500.0,10200.0,1200.0,"(-65.42057670476188, -24.9155660464762)",9.175238095238097,5.05,28.409523809523808,43.40952380952381,29.03921568627451
40082,maíz,1998,Cerrillos,1000.0,900.0,3200.0,3556.0,"(-65.42057670476188, -24.9155660464762)",9.175238095238097,5.05,28.409523809523808,43.40952380952381,29.03921568627451
40083,Algodón,1998,Chacabuco,17000.0,15900.0,15105.0,950.0,"(-61.40576648275851, -34.17867342528738)",9.575478927203063,7.025363984674329,22.49344978165939,53.51528384279476,24.12663755458515
40084,Avena,1998,Chacabuco,2000.0,800.0,1400.0,1750.0,"(-61.40576648275851, -34.17867342528738)",9.575478927203063,7.025363984674329,22.49344978165939,53.51528384279476,24.12663755458515
40085,Cebada cervecera,1998,Chacabuco,800.0,800.0,2600.0,3250.0,"(-61.40576648275851, -34.17867342528738)",9.575478927203063,7.025363984674329,22.49344978165939,53.51528384279476,24.12663755458515
40086,Girasol,1998,Chacabuco,5500.0,5500.0,12100.0,2200.0,"(-61.40576648275851, -34.17867342528738)",9.575478927203063,7.025363984674329,22.49344978165939,53.51528384279476,24.12663755458515
40087,Girasol,1998,Chacabuco,25000.0,22600.0,41800.0,1850.0,"(-61.40576648275851, -34.17867342528738)",9.575478927203063,7.025363984674329,22.49344978165939,53.51528384279476,24.12663755458515
40088,Girasol,1998,Chacabuco,7650.0,6850.0,10300.0,1504.0,"(-61.40576648275851, -34.17867342528738)",9.575478927203063,7.025363984674329,22.49344978165939,53.51528384279476,24.12663755458515
40089,Maíz,1998,Chacabuco,33000.0,31200.0,234000.0,7500.0,"(-61.40576648275851, -34.17867342528738)",9.575478927203063,7.025363984674329,22.49344978165939,53.51528384279476,24.12663755458515
40090,Maíz,1998,Chacabuco,15000.0,10000.0,27200.0,2720.0,"(-61.40576648275851, -34.17867342528738)",9.575478927203063,7.025363984674329,22.49344978165939,53.51528384279476,24.12663755458515
40091,Maíz,1998,Chacabuco,11000.0,8250.0,22500.0,2727.0,"(-61.40576648275851, -34.17867342528738)",9.575478927203063,7.025363984674329,22.49344978165939,53.51528384279476,24.12663755458515
40092,Poroto seco,1998,Chacabuco,6000.0,1000.0,700.0,700.0,"(-61.40576648275851, -34.17867342528738)",9.575478927203063,7.025363984674329,22.49344978165939,53.51528384279476,24.12663755458515
40093,Soja total,1998,Chacabuco,69000.0,69000.0,205000.0,2971.0,"(-61.40576648275851, -34.17867342528738)",9.575478927203063,7.025363984674329,22.49344978165939,53.51528384279476,24.12663755458515
40094,Soja total,1998,Chacabuco,28000.0,25500.0,56300.0,2208.0,"(-61.40576648275851, -34.17867342528738)",9.575478927203063,7.025363984674329,22.49344978165939,53.51528384279476,24.12663755458515
40095,Sorgo,1998,Chacabuco,5000.0,4000.0,12000.0,3000.0,"(-61.40576648275851, -34.17867342528738)",9.575478927203063,7.025363984674329,22.49344978165939,53.51528384279476,24.12663755458515
40096,Sorgo,1998,Chacabuco,3600.0,3600.0,14400.0,4000.0,"(-61.40576648275851, -34.17867342528738)",9.575478927203063,7.025363984674329,22.49344978165939,53.51528384279476,24.12663755458515
40097,Trigo total,1998,Chacabuco,36800.0,36800.0,105000.0,2853.0,"(-61.40576648275851, -34.17867342528738)",9.575478927203063,7.025363984674329,22.49344978165939,53.51528384279476,24.12663755458515
40098,Trigo total,1998,Chacabuco,4000.0,4000.0,9000.0,2250.0,"(-61.40576648275851, -34.17867342528738)",9.575478927203063,7.025363984674329,22.49344978165939,53.51528384279476,24.12663755458515
40099,avena,1998,Chacabuco,2000.0,800.0,1400.0,1750.0,"(-61.40576648275851, -34.17867342528738)",9.575478927203063,7.025363984674329,22.49344978165939,53.51528384279476,24.12663755458515
40100,cebada,1998,Chacabuco,800.0,800.0,2600.0,3250.0,"(-61.40576648275851, -34.17867342528738)",9.575478927203063,7.025363984674329,22.49344978165939,53.51528384279476,24.12663755458515
40101,girasol,1998,Chacabuco,5500.0,5500.0,12100.0,2200.0,"(-61.40576648275851, -34.17867342528738)",9.575478927203063,7.025363984674329,22.49344978165939,53.51528384279476,24.12663755458515
40102,girasol,1998,Chacabuco,25000.0,22600.0,41800.0,1850.0,"(-61.40576648275851, -34.17867342528738)",9.575478927203063,7.025363984674329,22.49344978165939,53.51528384279476,24.12663755458515
40103,girasol,1998,Chacabuco,7650.0,6850.0,10300.0,1504.0,"(-61.40576648275851, -34.17867342528738)",9.575478927203063,7.025363984674329,22.49344978165939,53.51528384279476,24.12663755458515
40104,maíz,1998,Chacabuco,33000.0,31200.0,234000.0,7500.0,"(-61.40576648275851, -34.17867342528738)",9.575478927203063,7.025363984674329,22.49344978165939,53.51528384279476,24.12663755458515
40105,maíz,1998,Chacabuco,15000.0,10000.0,27200.0,2720.0,"(-61.40576648275851, -34.17867342528738)",9.575478927203063,7.025363984674329,22.49344978165939,53.51528384279476,24.12663755458515
40106,maíz,1998,Chacabuco,11000.0,8250.0,22500.0,2727.0,"(-61.40576648275851, -34.17867342528738)",9.575478927203063,7.025363984674329,22.49344978165939,53.51528384279476,24.12663755458515
40107,soja,1998,Chacabuco,69000.0,69000.0,205000.0,2971.0,"(-61.40576648275851, -34.17867342528738)",9.575478927203063,7.025363984674329,22.49344978165939,53.51528384279476,24.12663755458515
40108,soja,1998,Chacabuco,28000.0,25500.0,56300.0,2208.0,"(-61.40576648275851, -34.17867342528738)",9.575478927203063,7.025363984674329,22.49344978165939,53.51528384279476,24.12663755458515
40109,trigo,1998,Chacabuco,36800.0,36800.0,105000.0,2853.0,"(-61.40576648275851, -34.17867342528738)",9.575478927203063,7.025363984674329,22.49344978165939,53.51528384279476,24.12663755458515
40110,trigo,1998,Chacabuco,4000.0,4000.0,9000.0,2250.0,"(-61.40576648275851, -34.17867342528738)",9.575478927203063,7.025363984674329,22.49344978165939,53.51528384279476,24.12663755458515
40111,avena,1998,Chapaleufú,38500.0,1500.0,2000.0,1333.0,"(-63.716666890000006, -35.18333311)",6.366666666666667,7.458333333333333,10.083333333333334,18.416666666666668,71.66666666666667
40112,centeno,1998,Chapaleufú,10500.0,200.0,150.0,750.0,"(-63.716666890000006, -35.18333311)",6.366666666666667,7.458333333333333,10.083333333333334,18.416666666666668,71.66666666666667
40113,maíz,1998,Chapaleufú,42800.0,8600.0,29200.0,3395.0,"(-63.716666890000006, -35.18333311)",6.366666666666667,7.458333333333333,10.083333333333334,18.416666666666668,71.66666666666667
40114,mijo,1998,Chapaleufú,3800.0,200.0,280.0,1400.0,"(-63.716666890000006, -35.18333311)",6.366666666666667,7.458333333333333,10.083333333333334,18.416666666666668,71.66666666666667
40115,cebada,1998,Chapaleufú,1000.0,500.0,1100.0,2200.0,"(-63.716666890000006, -35.18333311)",6.366666666666667,7.458333333333333,10.083333333333334,18.416666666666668,71.66666666666667
40116,girasol,1998,Chapaleufú,75300.0,71600.0,157500.0,2200.0,"(-63.716666890000006, -35.18333311)",6.366666666666667,7.458333333333333,10.083333333333334,18.416666666666668,71.66666666666667
40117,soja,1998,Chapaleufú,6100.0,5900.0,13000.0,2203.0,"(-63.716666890000006, -35.18333311)",6.366666666666667,7.458333333333333,10.083333333333334,18.416666666666668,71.66666666666667
40118,trigo,1998,Chapaleufú,23400.0,22700.0,47000.0,2070.0,"(-63.716666890000006, -35.18333311)",6.366666666666667,7.458333333333333,10.083333333333334,18.416666666666668,71.66666666666667
40119,avena,1998,Chascomús,100.0,,,,"(-57.84511121338584, -35.523078354173244)",10.412903225806453,8.163779527559054,32.733333333333334,46.88333333333333,20.591666666666665
40120,maíz,1998,Chascomús,3000.0,3000.0,14100.0,4700.0,"(-57.84511121338584, -35.523078354173244)",10.412903225806453,8.163779527559054,32.733333333333334,46.88333333333333,20.591666666666665
